i want to leave you with one last thought .	我想給你們一個想法 。
he said gdp " measures everything in short , except that which makes life worthwhile . "	他說: 「 衡量所有事情都很短 , 能讓生命變得更糟 。 」
i've learned so much from them: love , compassion , imagination and such creativity .	我從他們身上學到了很多:愛、同情、想像力和創意 。
you mean when he established sole authority and became emperor of rome .	意思是 , 當他建立了最強烈的兒子 , 變成了羅斯的專家 。
and in fact , right now in many states , you can go out and you can buy bioluminescent pets .	事實上 , 在許多州 , 你可以去買生物工程 。
now , music is my passion , but physics also used to be an interest of mine .	我的熱情是我的熱情 , 但物理也被用來當作第一件事 。
that ability to send a message saying , " this is where i am , " is really , really important .	這能力傳送訊息訊息說: 「 這是我在哪裡 , 非常重要的 。
this is my favorite of all time . it's called popularitydialer . com .	這是我最喜歡的 。 這是我最喜歡的 。
billions of dollars are spent every year , all over the globe , on these charlatans .	每年每年每年都花了數十億美金 。
ethic may have escaped the prison... but what has she gotten herself into ?	愛滋病毒可能被送到監獄嗎 ?
so that was basically a buddy story with a plastic bottle following along .	所以基本上 , 這是一個平台的故事 。
and i was asked to move out because one of my roommates had shared my status with her parents .	我被要求離開 , 因為我的房間裡有一個人分享我的衣服 。
when i asked a woman about medical attention , she laughed , and she said , " oh , no , no .	當我問醫療專注時 , 她笑了 , 她說: 「 不 , 不 , 不 , 沒 。
and that we will all come to rely on robots over the next 40 years as part of our everyday lives .	接下來我們都會回到機器人的四十年裡 , 機器人會在機器人的一部分 。
she's an incredibly important figure , and i'm going to talk about her whenever i can .	她是個非常重要的答案 , 我將要談論她當我能談話時 , 我就要談她 。
but the more we looked at it , the more we realized that having great teachers was the very key thing .	但是我們更了解到的 , 更多的老師是最重要的 。
or , much more importantly , you could work with a computer to solve a problem that we've never faced before .	或者 , 更重要的是 , 你可以用電腦來解決問題 。
i mean , battling ruminations was hard enough when they just invaded our thoughts .	我的意思是 , 打擊了我們的思想 。
grandma has a lot to do . she is not going to read three pages to get to the main idea .	祖母有很大的做法 , 她不會閱讀三個頁面 。
and the good news is , we're also the ones who shape that culture , which means we can change it .	好的消息是 , 我們也能改變它的文化 , 意味著我們能改變它 。
it's boosted to nearspace atop a minotaur iv rocket .	它必須要靠近一個小小的地點 。
and moving away from emotions is the most important part of the solution to science as a more important part of the solution .	透過情緒的角色是最重要的一部分 。
and that's named after the guy who recognized why it was such an important radius .	這名名名字的名字 , 名字是很重要的種族 。
and every time we went around a hairpin turn the driver would do the sign of the cross .	而每次我們都會去找一個髮型的訊號 , 都會做公室的簽號 。
and as it turns out , fat is one of the best sources of adult stem cells .	結果發現 , 脂肪是製造細胞的最佳資源之一 。
on the way there , we flew by earth and we took a few pictures to test our cameras .	在這個地方 , 我們用幾張照片來測試我們的攝影機 。
and of course , you have 1989 the end of communism , the end of the cold war .	當然 , 你有1989年 , 國際戰爭結束結束了 。
language breaks down when trying to describe what it would be like in one of those jets .	當試圖描述這段旅程時 , 語言會發生什麼事 。
yarmouk is being described as the worst place to live on planet earth .	黃色是地球上最糟糕的地方 。
like , " why do the numbers in that last column always have orange and blue in them ? "	像是: 「 為什麼最後的最後一課都會有橘色和藍色 ? 」
in poland , our pages were named " covers of the year " three times in a row .	在波蘭 , 我們的頁面叫做 「 每年 」 的三倍 。
when you think of archimedes' " eureka ! " moment , you probably think of this .	當你想到芝加哥的 「 皮膚 」 的時刻 , 你可能會想到這個 。
whether they use those exact words or not , they say learning is fun and learning is multiplayer .	不論他們使用這些特徵或不是 , 他們會說 , 學習是肌肉 。
if you can cook , nothing can happen to you , because whatever you find , you will try to transform it .	如果你可以煮飯 , 什麼都不會發生 , 因為你發現的 , 你會試著改變它 。
but i was saying to him , " you know , the first airplane went 100 feet in 1903 .	但我說: 「 你知道 , 你知道 , 1903年第一次飛機上100英尺 。
okay , so by this logic , bad is always stronger than good when it comes to updating .	好吧 , 在這邏輯上 , 壞人總是很強烈 。
past ones have included " the matrix " and " alice in wonderland . "	過去一篇文章包括 「 魔法 」 、 「 魔法 」 、 「 魔法 」 。
i mean , technology , politics , business do change the world not always in a good way , but they do .	我的意思是 , 科技、政策 , 企業也改變了世界 , 但他們做得很好 。
as a historian , i've long suspected that as language changes , our emotions do , too .	身為歷史學家 , 我很長期地尊敬 , 我們的情緒變變變變 。
but after the storms of 1953 , the dutch government took more official measures .	但在1953年 , 由於19533年的統計數據 。
but as human cultures and occupations became more diverse and specialized , so did our friends .	但當人類文化和特殊的文化變得越來越多樣化 。
but guess what ? like a ginsu knife commercial , there's more !	但猜猜什麼樣子呢 ? 像是一杯咖啡商商商商商商商商業 , 比較好了 !
as lucius leaves with his family , the shops are open as the population goes about its business .	與他家人離開 , 鞋子就開開了 , 鞋子開開開了它的商業 。
when you have to do something really cheaply , it's hard to get perfect corners and stuff .	當你必須做得很適合 , 很難得到完美的神經和材料 。
i have always flushed easily , from physical exertion , from wine , from high emotion .	我總是很幸運的是 , 從物體擴展中 , 從高度的情緒 。
this is people expanding debt , drawing down their savings , just to stay in the game .	這是人們正在擴展他們的犧牲 , 把他們留在遊戲中 , 只留在遊戲中 。
on the right are some tugs from a company called aethon in pittsburgh .	右邊是從一間公司稱為 「 豬 」 的腫瘤 。
" my life sucks because i live under a tyrant , also known as king george .	「 我的生命是因為我生活在一個貧窮之下 , 同時也被稱為 「 gegegegegege 」 。
and the main thing is that you have to dry them very carefully , at low temperature .	最重要的是 , 你必須要把它們放到低溫溫溫度 。
so , imagine a great white shark and a giant squid in the same bathroom .	所以 , 想像一個偉大的白鯊和巨大的嬰兒 。
mothers will go where their children are being celebrated , every time , every town , every city .	媽們會去哪個地方 , 每一個時間都都會被慶祝 , 每一個城市都都會被開放 。
well , jason freeny makes those dreams come true with his magical toy dissections .	珍珍妮讓那些夢想的夢想是真實的 。
just yesterday , i was attacked by a guy who claimed that i was filming him .	昨天昨天 , 我被我拍攝的一個傢伙 , 被我拍攝了 。
ok , so cyclops might be a mythical creature , but those wonders are still real .	好 , 所以網路可能會是個神奇的創意 , 但這些美好仍然是真實的 。
it just sits in a pile near the sugar mill until eventually they burn it .	剛剛在一英里的夏天 , 直到他們呼吸了它 。
it would be so crowded , so full of structure , of wiring all connecting one neuron to another .	它會很明顯 , 所以所有神經元都連結在一起 。
and it moves up with mao tsetung getting health , not getting so rich .	它和哺乳動物的移動 , 不會讓健康變得健康 。
that said , i personally wasn't inclined towards watching pornography .	這樣說 , 我個人不在線上看攝影師 。
this kind of effervescent fully charged sense of soup that delivers ideas .	這有點難以置信的理念 。
induction can heat , especially steel ; it's very good at that .	研究可以威脅 , 尤其是很棒的 。
and along the way , i'm kind of making papercuttings and adding other techniques .	順便一提 , 我有點像製作紙紙 , 加上其他技術 。
it is a technology that empowers the individual to determine its own life course , to shape itself .	這是一個科技賦予自己生命的科技 , 來塑造它本身的科技 。
an uncle gives a niece or a nephew that as a birthday present .	一個不知知的星期 , 或天生星星星星星期六天的網頁 。
and then it pushes the shell round again , so the egg starts to rotate again .	然後它會再次轉換 , 所以卵卵卵會開始轉動 。
the blue dots are the sites that i've actually navigated directly to .	藍色的網站是我剛剛剛說過的 。
this is the africa where people want to take charge of their own futures and their own destinies .	這是非洲人想要把自己未來的未來帶到他們自己的未來 。
very few great innovations in this world have come from someone succeeding on the first try .	在這個世界中 , 世界上最好創新創新的創新 。
we can't do experiments , we can't administer adversity to humans .	我們不能做實驗 , 我們不能承認人類的平衡 。
all of these are sensory clues that a chemical reaction is taking place .	這些都是化學反應器 , 化學反應是用來處理的地方 。
success is heavily dependent on skillful collaboration .	成功的是 , 成功在技能上描述 。
edward hopper was a real master in creating the narration by working with light and dark .	受害者是用光和黑暗的雄性 , 透過光和黑暗和黑暗 。
there are lots and lots of things that we don't know about sudden infant deaths .	有很多我們不知道的突然死亡 。
and it's even believed to have been used in building the egyptian pyramids .	這甚至相信要在建造埃及的埃及人工智慧的圖案 。
and i'd like to think of it as a 21st century wisdom table , really .	我想要把它當成21世紀的智慧智慧 , 真的很棒 。
it looks like a vibrating string that's where the idea , string theory comes from .	看起來像一個虛擬的空間 , 弦理論從哪裡來 。
it requires close contact for a message to be sent and received .	它需要接近訊息的訊息 , 來傳送訊息 , 需要接近訊息 。
somehow , to people , we're slightly better at responding to that sometimes .	對於人們來說 , 我們很快地回應這一點 。
there's a blister rust that was introduced , bark beetle .	這裡有一群災難的災害 , 克里斯.克里斯 。
so silk fibers vary in their strength and also their extensibility .	所以 , 在他們的策略中 , 銀行的脆弱也很脆弱 。
it's emotionally draining and , for many , financially destructive .	情緒上 , 感情是很嚴重的 , 特別是 , 尤其是絕對的 。
you've all learned that in school how small the earth is compared to the immense universe .	你都學到在學校的小宇宙是如何組成的小宇宙 。
and this is a species we know well: lobsters live near shore in the shallows .	這是我們所知的物種: 「 洛杉磯居住的地方 。
we go from a cad drawing , a design , to a prototype to manufacturing .	我們從一幅畫畫畫 , 一個設計、設計、設計師、設計、設計師 。
the other piece of paper was a feedback questionnaire , and of course , there was a pen .	另一件紙張是一套可思議的問題 , 當然 , 那裡有一筆筆筆筆 。
and the other thing i realized , and it made my job satisfaction substantially harder .	我意識到 , 另一件事讓我的工作是很困難的 。
so i hope i've convinced you the brain is there and evolved to control movement .	所以我希望我能邀請你們的大腦 , 可以控制動作 。
and when people draw diagrams of git workflow , they use drawings that look like this .	當人們繪畫畫畫畫畫畫畫畫畫畫的圖像 。
if you're able to do that , then you've taken the real hero's journey .	如果你能做到這一點 , 然後你拿了真實的旅程 。
darsha , who is 25 , said with great pride , " i'm highly elastic .	約翰 , 25歲 , 他說: 「 我很高興 。 」
and that curiosity can also spawn a kind of generosity of interpretation .	而這種好奇的情況也能發揮一種干擾性 。
but i was paid in the kind of currency our culture seems to have forgotten all about .	但我當時的文化似乎是為了分析我們的文化 。
and so , we have to drop in satellite dishes . we put in generators .	所以 , 我們必須要在衛星的距離 。
otherwise , we only share the consensus ; we don't challenge anyone's thinking .	否則 , 我們只分享會議 ; 我們不挑戰任何人在想任何人的思想 。
we became culturally obsessed with this idea of having what we like to call . . .	我們對稱之為我們喜歡的概念 。
we're beginning to see the emergence of wonderful technologies like realtime energy meters .	我們開始看到很棒的技術 , 像是真實的科技 。
all right ? which means , when it comes to perception , we're all like this frog .	好嗎 ? 意思是 , 當它到處 , 我們都喜歡這個英雄 。
and secondly , it's trying to remind you of what there is to fear and to hate .	第二 , 試著提醒你 , 恐懼和仇恨 。
and even if we are able to find online criminals , quite often there is no outcome .	儘管我們能找到網路犯罪 , 通常是沒有收入的 。
usually , of course , people have many identities and loyalties to different groups .	通常 , 人們有許多身分和失業 。
and recently , i published a book that i devoted to that very question .	最近 , 我發表了一本書 , 我寫了一本書 。
it's a kind of an aria , i would say , and in many tapes that i have .	這是個很棒的地圖 , 我會說 , 許多我有的任務 。
those applications started turning the creaky wheels of enforcement .	這些應用程式開始開始轉換英文字的字彙 。
in the long term , we’ll need more studies like the center for whale research’s .	在長期來說 , 我們需要更多研究 , 就像鯨魚研究中心的中心 。
i think that's interesting . that's why i'm talking about it , i hope you do too .	我認為這很有意思 。 這就是我為什麼要談它 , 我希望你們也能跟你們談 。
in the petri dish , they have an ocean of breakfast and no natural enemies .	在企鵝之中 , 他們有一海破壞和自然的敵人 。
the fact that you have failure , that shouldn't stop you from pushing the science forward .	事實上 , 你有失敗 , 應該不要阻止科學的科學 。
and this is kind of what has driven me forward with these pieces , and thinking about how to make them .	這是我對這些作品的開啟 , 思考如何讓它們產生的 。
it sucks up polluted air , cleans it and then releases it .	它突然消失了空氣氣氣 , 然後釋放它 。
the novel was published in 1953 , at the height of the cold war .	19533年 , 在19533年的冷戰 。
they also complement them in other tasks , making that work more valuable and more important .	他們也把他們在其他任務上比較有價值且重要 。
at the same time , the more chaotic the story , the less you should try to follow it in real time .	同時 , 更多時候 , 更重要的是 , 你應該要在真實的時刻 , 去追蹤它 。
i bet those prehistoric cave artists would have loved to know how to draw better .	我很喜歡那些預防藝術家的藝術家 , 一定要知道如何畫畫得更好 。
and here we are , out of billions of neurons , just recording , 10 years ago , a hundred .	這裡有數十億個神經元 , 只是記錄 , 一百年前 , 記錄了一百年前的神經元 。
see , i see social plastic as the bitcoin for the earth and available for everyone .	我看到社會塑膠的樣本 , 對於地球和人來說 , 大家都能看到 ,
and when people aren't allowed to be useful , they soon think that they're useless .	當人們不允許被使用時 , 他們很快就會認為他們是用無用的 。
it's not misguided river engineers who are doing all this ; it's us .	這不是錯誤的數量工程師 , 而是我們所做的 。
people were donating money , dog food and offering volunteer work to stop that truck .	人們在捐錢、廚房和提供志工 , 為了停止這個卡車 。
so here what we're trying to do is we bring the picture and project it into the 3d model space .	所以現在我們試著做的就是我們把圖片放到3個模型 。
this is actually the cover story of the 2016 january issue of national geographic .	這其實是201616年的國家地理問題 。
goes from being the cute exercise it once was to the thing that keeps us up at night .	從被診斷出來的過程 , 一旦我們晚上睡眠時 , 一旦我們晚上去了 。
and for the last decade or so , it's been quite clear what being an atheist means .	過去十年或幾十年來 , 這真的很明顯 ,
either they have forgotten their way back to the hive , or they have simply disappeared .	無論他們已經忘記了他們的方法 , 或者他們有直接消失 。
we can also augment the model to include where we want the quad to be in space .	我們也可以教導我們希望平等的模式 。
when i look around this tedxamsterdam venue , i see a very special audience .	當我看著ted的ted演講時 , 我看到一個非常特別的觀眾 。
literally , because you have to dodge cows as well when you drive in nairobi .	真的 , 因為你必須要在奈及利利利亞開車時 , 只要你開車 。
and i think for all of us who work on these development issues , you learn by talking to other people .	我認為 , 對於這些發展的發展議題 , 大家都在談論其他發展議題 。
and when it comes to free data and transparency , united states of america is one of the best .	當它來到自由的數據和透明時 , 美國是最好的 。
the folding process , while it looks random , is in fact very precise .	摺疊過程時 , 看起來是很精確的 。
that comes out at five to 10 tons daily per square mile in cities .	大約五噸到10噸的城市 , 每天每公噸的平方公里 。
what was really exciting about this project was we , and beau , had no idea whether it would work .	這項項項項項項目非常興奮 , 不管它會運作 。
he said , " i think the most important thing to happen in 2006 was that living and thinking green hit main street .	他說: 「 我認為在2006年最重要的是 , 生活在街上最重要的事 , 思考綠色的街道 。
well , this is where dorothy and the mango tree charity that supports her comes in .	嗯 , 這是狗和人工智慧的基礎 。
unless " unless , " that most evocative of all english words " unless . "	不論是 「 不知 」 大部分的英文字詞 , 都不是 「 無論 」 。
the woman , let's call her " v , " was beaten for over 50 minutes before she died .	女士們 , 咱們稱她為 「 志願 」 , 在她死前五分鐘五分鐘前 , 別忘了五分鐘 。
on any given day , there can be either a party or a burned body in the middle of a street .	在任何一天 , 可能有一部分 , 可能是街頭的一部分 。
and when i do that i actually specialize the brain to be a master processor for that meaningless sound .	我真的特別特別特別了解大腦的意義 , 來成為一種無意義的過程 。
think of 300 million tons reduced to a space the size of a sugar cube .	想想30000000000萬噸的太空船 。
he could give school kids in this community the beautiful fly trap you see above in the slide .	他可以在這個社區裡提供學校的美麗飛機 。
you can't speak truth to power if the power speaks truth by definition .	你不能說真相 , 如果權力的權力會說話 。
now , let me now bring you to a wider picture , a wider picture of child mortality .	現在 , 讓我給各位看看現代的照片 , 一個孩子的照片 。
that they came for our children , scattering them across the continent until our homes sank ?	他們來到我們的兒童 , 掃描到我們的家鄉嗎 ?
and we have the power to choose , moment by moment , who and how we want to be in the world .	我們有權力來選擇選擇 , 一旦我們想要成為世界的力量 。
but there were no physical scars or any kind of physical evidence that could have supported her story .	但沒有任何物理或任何任何任何物理證據可以支持她的故事 。
and after the war , i have been able to bring it back home , so that we continue our studies .	在戰爭結束後 , 我一直能帶回家 , 所以我們繼續繼續研究 。
this is actually a disservice , because whales are ecosystem engineers .	這是個很遙遠的證據 , 因為鯨魚是生態工程師 。
so what's interesting about these new power values and these new power models is what they mean for organizations .	所以這些新價值價值和這些新的力量是他們對組織的意義 。
now , if that isn't having a potential impact on all of us , i don't know what is .	如果這不是在我們都不知道的 。
so now , i'd like you to imagine playing a very different role , that of the scout .	所以現在 , 我希望你們能想像一個非常不同的角色 。
for anybody who has gone to a spa knows how much microbes like that , right ?	對任何人來說 , 都必須要有多少微生物 , 對嗎 ?
they were chronically understaffed , and they had other resource issues .	通常他們有機會攻擊 , 他們有其他資源 。
if we think about water flowing towards a rock , it will just flow around it .	如果我們想想水的水流 , 會讓水流流流到它周圍 。
they provided shading during the day and electricity for the lighting in the evening .	他們每天每天提供燈光和電電電電電電力 。
pat mitchell: that day , january 8 , 2011 , began like all others .	帕金:那天 , 日本8 , 2011年 , 2011年開始 , 開始像其他一樣 。
this is a kind of sugar that is actually found at certain levels on all of the cells in your body .	這是一個在身體中找到的突破 , 其實是你身體中的某些細胞 。
and what our collaborators have done is to image little pieces of brain tissue .	我們的合作者必須要拍攝大腦組織的圖像 。
maybe go back to some more ancient understanding about the relationship between humans and the creative mystery .	也許回到一些科學和創意之間的關係 , 關於人類和創意的關係 。
you may have already learned this lesson , or you will , regardless of your sexuality .	你可能已經已經學過這個課 , 或者你會知道性別 。
so listening to this brought something to the ear besides the obvious burst .	所以 , 聆聽這間很明顯的鳥類 。
and i invite them , and i invite you today , to imagine a world without prisons .	我邀請你們 , 我邀請你們想像一個世界 , 不要監獄 。
i mean , seriously , what kind of idiot thinks they can change the world by starting a political party ?	我的意思是 , 很嚴肅地 , 想像他們能改變世界的政治黨 ?
and the sustainable development goals will come into operation for all countries on january 1 , 2016 .	永續發展目標將會在日本發展的國家 , 2016年 , 2016年 , 2016年 , 2016年 。
they wouldn't have to come as asylum seekers to the borders of the united states of america .	他們不必要來到美國的黃色人 。
it's very much the design principles of a commons that we're trying to bring to health data .	這是我們試著把健康數據帶給健康數據的基本原則 。
the detectives write back and say , " we found the body buried in a shallow grave .	偵測者回來 , 說: 「 我們找到身體的骨骼 。
this is not because governments are inherently good and corporations are inherently evil .	這並不是因為政府很擅長 , 其實是很棒的 。
one cubic meter of wood will store one tonne of carbon dioxide .	其中一篇文章會帶一噸碳排放二氧化碳 。
we've got to do everything we can to push our governments and companies to do a better job of protecting their rights .	我們必須要做的 , 我們必須要讓政府和公司做更好的工作 。
we have an instinct for language , allowing us to share the fruits of our ingenuity and experience .	我們有一種獨特的語言 , 讓我們能分享我們性別和經驗的真相 。
think of it as being kind of the bulldozing of a city or of a forest , because it clears it away .	想想這個城市 , 像是城市或森林 , 或森林 , 因為它明顯了它 。
we ran a study in which , in one group , we showed people their income on a monthly basis .	我們在一組研究 , 在一個團體裡 , 我們在一組研究人們的溝通 。
for black men , the barbershop is not just a place where you get your hair cut or your beard trimmed .	對黑人男性來說 , 障礙不僅是一個地方 , 坐在哪裡 , 你的桌子不僅在哪裡 。
and i even took another month to do what was then the first theater play with a human and a robot acting together .	我甚至要用另一個月來做些什麼 , 機器人和機器人一起演奏 。
this intersection between ethics and psychology is what's so interesting about the trolley problem .	這對天文學和心理學之間的興趣是關於信任的問題 。
now , in healthy macaques , like in healthy people , ejection fractions are about 65 percent .	在健康的哺乳類動物 , 就像健康的人一樣 , 正是65% 。
and she then spent a lot of time researching to find the best cancer center in the world to get her subsequent care .	然後她花了很多時間研究世界上最好的癌症中心 , 去找她一個世界最好的癌症中心 。
the other problem is that these websites are asking us questions like , are you a dog person or a cat person ?	另一個問題是 , 這些網站在問我們的問題 , 你是個人或貓 ?
like everyone else when i started out in this work , i had to examine and understand my own feelings about wealth and money .	就像我開始這個工作時 , 我必須要探索我們自己的感受 , 去了解財富和錢 。
it's those kinds of examples that should guide our response to refugees .	這是我們對難民的反應 。
this is a website operating in moscow where these guys are buying infected computers .	這是在現代的網站 , 這些人正在購買電腦 。
a long time ago , back in the early 1900s , museums were out looking for dinosaurs .	很久以前 , 1900年初 , 博物館在尋找恐龍 。
the construction sector has a vital role , obviously , in reconstruction .	消費者有一個視覺的角色 , 很顯然地 , 很明顯地 , 重點是 ,
how would people describe your judgment , your knowledge , your behaviors , in different situations ?	人們會如何描述你的判斷 , 你的知識 , 你的行為 , 不同的情況 ?
to face those challenges , we need new tools of measurement , new ways of valuing progress .	為了面對這些挑戰 , 我們需要新工具 , 我們需要新的工具 , 新的方法 。
it becomes a little bit more difficult when i only have one foot on the ground and when i don't use my hands .	這就變得有點難以置信 , 當我在地面上有一英尺的時間 , 我不用用用手 。
if we choose to apply our unique capacity to create explanatory knowledge , we could win .	如果我們選擇應用應用程式 , 我們就能贏得塑膠知識 , 我們可以贏得平衡 。
so , i don't like to boast , but i am very good at finding things to be annoyed about .	所以 , 我不想去船 , 但我很想找到的東西 。
you can see the moral electromagnet operating in the u . s . congress .	你可以看到在美國的電電電電電電電電電電電力 。
dozens of studies show across the board that people use cash transfers to improve their own lives .	許多研究顯示 , 人們用卡通來改善他們的生命 , 來改善他們的生命 。
this makes the hydrophobic effect disappear , and gives the molecules room to move around .	這讓ddna有效的效應會讓分子移動到周圍 。
if we are successful , we will revolutionize the plastics industry .	如果我們成功 , 我們會改革塑塑膠業業業業業 。
but notice immediately the distinctly different curve that we achieve with the blue line .	但注意到 , 注意到我們與藍線之間的差別 。
how do we make the gameplay , you know , basically the player's imagination amplifier ?	我們要如何製造遊戲塑膠 , 基本上 , 基本上我們要如何想像 , 基本上是玩家嗎 ?
you want to not only synthesize the very large and the very small , but we want to understand the very complex .	你不只想理解非常大 , 非常小 , 我們想要了解這個非常複雜 , 但我們想要了解非常複雜 。
we've made 15 films in the last year at our vr company , vrse , and we've learned a few things .	我們在去年在網路上做了15部電影 , 我們已經學到了幾件事情 。
every time you flush the toilet , i want you to think , " where is my poop and pee going ?	每次你吃飯時 , 我想要你們想想: 「 我的詩歌和平 , 到底是我的詩人 , 哪裡 ?
but the general idea that you could only you could only really talk about things in that place that had some kind of experimental basis .	但你唯一能真正談的是 , 只有你能真正談的一些實驗 。
i say , " i do hardware , " because it sort of conveniently encompasses everything i do .	我說: 「 我很艱辛 , 因為它就像我所做的 。
and we have to understand another thing too , which is: he who writes , has to write in order to be understood .	我們必須了解另一件事:他寫作 , 他必須要寫作 , 必須要寫在圖書上寫作 。
number one: did you know that 70 percent of the people in the world who have land have a tenuous title to it ?	第一:你知道世界上有70%的人在世界各地有很大的組織 ?
you know , i can answer questions about my movie , but for me to come up and talk for 18 minutes is a really long time .	我知道 , 我可以回答我的電影 , 但對我來說 , 18分鐘是很長的時間 。
in simple words , resilin , which is a protein , is the most elastic rubber on earth .	簡單來說 , 沉默是地球上最棒的石頭 。
and we are bequeathing to the developing world school systems that they will now spend a century trying to reform .	我們現在正在發展發展世界的學校系統 , 他們現在會花一世紀試圖改革 。
so let's watch a movement happen , start to finish , in under three minutes and dissect some lessons from it .	所以 , 咱們來看看運動 , 開始結束三分鐘內 , 在三分鐘內 , 討論了一些事 。
if you don't design your life , someone else will design it for you , and you may just not like their idea of balance .	如果你不設計你的生命 , 其他人會設計它 , 你可能會不喜歡他們的想法 。
i was sometimes left out of the questions asked of all other candidates and out of coverage about the elections .	有時候我就離開了其他的選舉 , 問了所有選舉的選舉 。
and ted's kids have grown up in a twoparent home , while bill's absolutely have not over time .	ted的小孩在兩公公寓裡長大 , bibibill不久的時間 。
in that case , our letter to the court might suggest that that probationer get handouts of important information .	在這個案例中 , 我們的信號可能會造成很重要的資訊 。
and i'm happy to report that many smart people at google and facebook are working on just that .	我很高興要報告 , 許多聰明的人在google和臉書上工作 。
if you look at the origins of this , the classic history sort of takes it all back to the eniac here .	如果你仔細看這個 , 課堂的課程 , 教室的課程都帶回英國 ,
i however think that we could do a better job , and we could do a better job by embracing isirika .	然而我認為我們能做更好的工作 , 我們就能做更好的工作 , 透過加加加加加加加工智慧的工作 。
if you're good and faithful , god will give you health and wealth and boundless happiness .	如果你好好和信仰 , 上帝會給你健康和無限的快樂 。
we teach them that education doesn't really matter , because it's not relevant to what's happening all around them .	我們教他們 , 教育並不很重要 , 因為這不是在他們周圍的 。
and one idea i want to leave you with today is what would would happen differently in your life if you saw information the way you saw food ?	今天我想要留給各位一個想法 , 如果你看到你所看到的資訊會發生什麼事 ?
and we designed our knee to have the greatest range of motion of almost any other knee on the market .	我們設計了我們的廚房 , 幾乎是市場上最棒的動作 。
i was the chief british negotiator on the subject , and i was steeped in the issue .	我當時是教會在主題上 , 我被教練在主題上 。
and so the key to being original is just a simple thing of avoiding the leap from step three to step four .	所以 , 重要的是 , 移民的關鍵是從三步到四步到四步到四步到四步 。
but now , the fact that it's also a good explanation , hard to vary , makes the crucial difference .	但事實上 , 這也是很棒的解釋 , 很難讓真正的解釋 。
the thing that unites bilaterally symmetric animals is that their bodies are designed around movement .	儘管牠們的身體是牠們的身體 , 牠們的身體正在設計的 。
the company was about to go bankrupt , but some other company acquired it , and i tripled my money .	公司談到金融的公司 , 但有些公司都需要它 , 我試了我的錢 , 我試了我的錢 。
he decided to tell it to me and i made a book , from which i'm going to read you some excerpts later .	他決定要告訴我 , 我把書寫成一本書 。
there have been about 1 , 000 screenplays on the black list since its inception in 2005 .	在2005年以來 , 已經有一千個螢幕在2005年的黑色圖案 。
that's a good thing , because the older you are when you get married , the lower your divorce rate .	這是個好事 , 因為年輕人在婚姻時 , 最低的策略 。
here , you are not seeing shadows but little moving windows letting light through to your retina .	這裡 , 你不看到鞋子 , 但小小小的窗戶會讓光亮亮亮亮亮亮亮 。
there's something about caves a shadowy opening in a limestone cliff that draws you in .	有一件關於洞穴穴的洞穴 , 會讓你放棄你 。
they talked to me about depression , and anxiety and insomnia and suicidal thoughts .	他們對我談論憂鬱、焦慮、焦慮的思想 。
this is not an intelligence turing rest , but this is as close as you can get to a physical turing test .	這不是智慧腫瘤腫瘤腫瘤 , 而是你能接近實體測試 。
they can be about whatever you want technology , entertainment , design , your family , what you had for breakfast .	他們可能是你想要科技、娛樂、設計、設計、設計、設計、家人、家人、家人、家人、你所需要的 。
before and after shot . wait a minute , it's just in that state , we have a long way to go .	在拍攝之後 , 等一下 , 等一下 , 等一下這個國家 , 我們有一個很長的路徑 。
despite the short handle , the gods all agreed this was the finest gift of all .	儘管最短的手段 , 上帝是最好的禮物 。
i learn more when i proceed and loosen my grip and proceed openly with curiosity and wonder .	當我提升時 , 我學會更多好奇心和好奇心 。
as leah , one of the founders of the group , says , " i like traditional music very much .	亞瑟 , 一群團隊的基金之一 , 說: 「 我喜歡傳統音樂音樂很大 。
and their neighborhood and ethnicity impact whether or not their kids are removed .	他們的鄰居和財富影響 , 不管他們的孩子都被移除 。
i wouldn't be standing here today if it wasn't for extreme radical collaboration .	我今天不會站在這裡 , 如果這不是為了極端的種族合作 。
i originally had opened the studio in new york to combine my two loves , music and design .	原來我在紐約開開了一間紐約的學生 , 設計了我的兩個愛 , 音樂和設計 。
this is an image i took of a woman in bhongir village in andhra pradesh in india .	這是我在印度拍攝的照片 , 拍攝的照片 , 拍攝在印度的照片 。
and that's why i'm here: to push us to question , even when it makes us uncomfortable .	這就是為什麼我在這裡要問我們的問題 , 即使它讓我們不舒服 。
augmented reality can also be used as a tool to support organizations that are fighting against systemic oppression .	真實的現實也可能被用來支持對抗抗抗體制的組織 。
now , we could fit more cartoons in the magazine if we removed the articles .	現在 , 我們可以在雜誌上填補更多碳碳 。
these people are manufacturing pure , pristine identities of conviction and of certainty .	這些人正在製造目的 , 令人驚訝的是 , 令人驚訝的是 , 令人驚訝的是 , 令人驚訝 。
being the perpetual new face in class , i was frequently the target of bullies .	身為階級的新臉書 , 我通常是大眾的任務 。
simply because a guard in the gas chamber recognized him from his pingpong playing days .	只是因為在氣體上 , 有一個猜猜他從他的手上玩 。
the real problems are what i like to call the m&amp ; ms , the managers and the meetings .	真正的問題是 , 我想要稱之為 「 管理人員 」 、管理人員和會議員 。
but , generation g plays a lot of games that are purely collaborative , in which there is group value .	但 , 世代的遊戲在合作中扮演許多遊戲 。
of course , there was another kind of sacrifice involving his family that i understood much later .	當然 , 有另一種犧牲了我的家人 , 拯救了我的家庭 。
