and i think that's where we are .	我認為這就是我們所在的地方 。
that is not the kind of system africans had known for centuries .	這不是數世紀來非洲人所知的系統 。
you do not need to wish harm on others to make it happen . "	你不需要在別人身上希望傷害 。 」
and when i asked her , " why is your name 'angry' ? "	當我問她: 「 你的名字為什麼要生氣 ? 」
" what a piece of work is a man ! how noble in reason ! "	「 一件作品是男人 ! 理由是多麼的小說 ! 」
and watch it now slip , and see what it does with its tail .	仔細看它 , 看看它的尾巴是什麼 。
in this case , people talk about it being 2 . 2 , 2 . 4 .	在這個例子中 , 人們談論它是2.2.4 。
and there is no statistical difference between the white parents and the black parents .	白人父母和黑人父母之間沒有統計差別 。
media business , or any other business , it needs to be capitalized .	媒體商業或其他商業 , 需要資本化 。
so i'm there right beside them in email space in the internet .	所以我就在網路裡的電子郵件空間之外
we were never taught that there were any differences between men and women .	我們從來沒有被教導過 , 男性和女性之間有任何差異 。
i want to put every person that wants one in a home of their own design .	我想把每個想要的人放在自己的設計家裡 。
my wife is a saudi from yemeni roots .	我的妻子是黃米根的沙烏地 。
the doppler effect is used to discover extrasolar planets .	海豚的效應是用來發現更多的行星 。
pp: ♪ they believe . ♪ jt: ohhhh . what was that ?	佩特:他們相信 。 喬特:喔 , 那是什麼 ?
i am here because somebody , starting with my ancestors , believed i was possible .	我在這裡是因為有人 , 從我的祖先開始 , 相信我是有可能的 。
jf: ok , well , listen to my part , because there's an additional thing .	jf:好 , 聽我的部分 , 因為有額外的東西 。
because if you do , then what the hell are you , what are the hell are we doing ?	因為如果你這麼做 , 那麼你會做什麼 ? 我們會做什麼 ?
i talked about those skin bumps , the papillae .	我談到那些皮膚的凸起 , 巴西 。
the technology is being further developed the cost has to be brought down .	科技進一步發展出成本必須被帶下去 。
and actually , i can relate to the whole like acronym thing and everything .	事實上 , 我可以和所有事情有關 。
and we were testing if the mice would also selfadminister ssris .	我們正在測試老鼠是否也會自主主義者 。
day seven , they show the classic scars of smallpox umbilication .	第七天 , 他們展示了天花花的經典疤痕 。
now , i'm an infectious disease epidemiologist by training .	我是個感染病流行病學家 , 透過訓練 。
" i can also do some jackie chanmotion , martial art movements . "	「 我也可以做一些傑克的交通 , 火星藝術運動 。 」
there are 500 of these machines ; they're worth about 200 , 000 dollars each .	有500台機器 , 每個機器都值得2000美元 。
jackie had been abused in the midlands , in england .	傑克莉在英國中部被濫用 。
and so i want to tell you today about baxter , which we've been talking about .	所以我今天要告訴各位細菌 , 我們一直在談論 。
it's not a profound philosophy , but it works for us .	這不是很深刻的哲學 , 但對我們來說是有用的 。
that thanks to crisis text line , none of us is ever actually alone .	感謝危機文字線 , 沒有人真的是如此 。
so now the animal can prepare itself for life: is life going to be harsh ?	所以現在動物可以為自己準備生命:生命會被傷害嗎 ?
and that’s exactly what happens every time , every time you do this with adults .	而這正是每次你用成人來做這件事 。
howard is a man of a certain degree of intellectual standards .	霍華是智力標準的男人 。
so we're left with baby boomers by the end of the '90s .	我們在90年代末期和嬰兒老闆離開了 。
she has thought and she has felt , and it's really not more complicated than that .	她想過 , 她感覺到 , 感覺不太複雜 。
when an animal leaves more offspring , its genes will spread .	當動物離開時 , 牠的基因會散播 。
and what did she say to me ? 'i love you ! ' " they always say that .	她對我說什麼 ? " 愛你 ! " 他們總是這樣說 。
we survive because our theme song is " rise above . "	我們存活下來 , 因為我們的主題是 「 上升 」 。
we added the mathematical model of the pole to that of the quad .	我們加入了四軸的數學模型 。
it's a world that von neumann himself envisioned .	這是馮諾曼自己所參與的世界 。
it is possible for the west to recover and come back in strength .	西方能夠恢復 , 回到力量 。
and most dung beetles actually wrap it into a package of some sort .	大部分的糞甲蟲其實把它弄成某種形式的包裝 。
the pharmaceutical industry is in deep trouble .	藥物產業是深入麻煩的 。
but , of course , they don't look like rocks and sludge now .	但當然 , 他們看起來不像火箭和幸運 。
and this game has been played by university professors and so forth .	這個遊戲是由大學教授所演奏的 。
and just like real languages , conlangs like elvish split off into many .	就像是真正的語言 , 像艾文一樣 , 像艾文一樣 。
they are telling their own story , bypassing the official narrative .	他們告訴自己自己自己的故事 , 透過官方敘述 。
the conjunctions are for , and , nor , but , or , yet , so .	矛盾是為了 , 不 , 但 , 還是如此 。
i showered in campgrounds . i ate out regularly .	我在營地上播放 , 我經常吃飯 。
i mean , we've been shoving dna into organisms for years , right ?	我的意思是 , 我們已經把dna變成有機體 , 對吧 ?
and so i then moved on into my design career and began to find some exciting things .	於是我搬進我的設計師 , 開始尋找一些令人興奮的事 。
and if all this sounds a little theoretical , i wanted to play a little video .	如果這一切聽起來有點理論 , 我想播放一段影片 。
this is happening to the people who deliver the newspaper in the mornings .	這是在早上傳送報紙的人 。
each one would describe a different universe with different laws of physics .	每個人都會描述不同的宇宙 , 用不同的物理定律來描述不同的宇宙 。
luckily , we were already moving in the opposite direction .	幸運的是 , 我們已經在相反的方向上移動了 。
employees volunteer time in the advice booth .	員工志工在建議上的時間 。
i also love the fact that if i wanted to walk from my house to new york city , i could .	我也很喜歡 , 如果我想要從我的家鄉走到紐約市 , 我就可以 。
people were carrying off vehicles , carrying off pieces of buildings .	人們帶著汽車 , 帶著一棟建築物 。
and the permission comes hedged about with qualifiers .	承諾和平方說法結合 。
you see , fire made us human ; fossil fuels made us modern .	火災讓我們成為人類 , 化石燃料讓我們現代化 。
scientists think asteroids might have killed off most of the dinosaurs .	科學家認為小行星可能殺死大部分的恐龍 。
so finally , they put her at the edge of the village in a hut .	最後 , 他們把她放到村莊的邊緣 。
and so we decided to build , to realize the famous " yes , but " chair .	所以我們決定要建造 , 去了解有名的 「 是的 」 , 但 「 椅子 」 。
and then find out about chickadees , and tell us about them in your own voice .	接著 , 找出雞 , 告訴我們他們自己在自己的聲音中 。
of course , you have to ask yourself , why on earth was such a list never done before ?	當然 , 你必須問自己 , 為什麼在地球上是如此的清單 ?
why ? because it allows them to think of their future rather than the nightmare of their past .	爲什麽 ? 因為它允許他們思考他們的未來 , 而不是他們過去的夢想 。
they may not have words to explain what it is that they're feeling , and they may not know .	他們可能不用文字來解釋他們所感受的是什麼 , 他們可能不知道 。
and deutsche bank even said world oil use could peak around 2016 .	德里克甚至說世界石油使用可以在2016年達到峰峰 。
and basit and amjad are first names , pakistani first names .	巴基斯坦和艾德是第一個名字 , 巴基斯坦第一個名字 。
they're feeling " warm " at 2 . 9 times the normal level , and so on .	他們感受到 「 溫暖 」 , 在正常的層面上 , 等等 。
well actually i started , oddly enough , studying stock market prices .	事實上 , 我很奇怪 , 研究股票價格 。
the fear is that if i get killed , what would happen to the people who love me so much ?	恐懼是如果我被殺害 , 會發生什麼事 ? 那些愛我的人呢 ?
my wife said , " yeah , right , sitins in the mortuary .	我太太說: 「 是的 , 坐在動態上 。
whoever can make it signs up . they go in about a half an hour before the class .	無論誰能簽署它 , 他們在課堂前大約一小時半 。
for every four barrels of oil that we consume , we only discover one .	我們消費的每四桶石油 , 我們只能找到一個 。
how long might we extend human life by printing and replacing our organs ?	我們要花多少時間來列印和取代我們的器官 ?
you know death , and so may wake each morning pulsing with ready life .	你知道死亡 , 可能每天早上醒來 。
every 43 seconds a child in africa dies ; 27 will die during my talk .	每四十三秒 , 非洲的每個小孩死去 ; 我演講中有27個會死去 。
what happens if you don't reward them for anything , you just throw them in ?	如果你沒有獎勵他們 , 你只把他們丟進去呢 ?
the bargain that gives us civilization is a bargain to not use power .	給予我們文明的酒吧是不用電力的酒吧 。
in a wimbledon final match , these two guys fight it out .	在wimblon最後的配對中 , 這兩個人對抗它 。
now , let me tell you a little bit about the research about how the human mind works to explain .	現在 , 讓我告訴各位一些關於人類大腦如何運作的研究 。
in 2020 , the number will go down to 15 , 000 due to improvements .	2020年 , 數字會下降到15 , 000個因素來改善 。
i mean , fish don't know much about water , and people didn't know much about air .	我的意思是 , 魚不知道水 , 人們對空氣不太了解 。
i just didn't think that in 2011 , women would still be in that category .	我只是不認為在2011年 , 女性仍然會在那個類別中 。
i went with my friend tim mcgonigal , who sat on my left .	我和我的朋友mmmmcorgal , 他坐在我的左邊 。
virtual reality seemed like a lowcost way of increasing access .	虛擬實境似乎是低成本的 。
when we didn't search , we had the illusion that there was no disease .	當我們沒有搜尋時 , 我們有沒有疾病的錯覺 。
these filaments are essential for us to understand how massive stars die .	這些小說對我們來說是很重要的 , 來了解大量的恆星有多大 。
so everything that this system knows about english is actually encoded into the engine .	所以 , 這個系統知道英文的所有東西其實被編碼到引擎中 。
or even here in the united states , one of the most developed nations in the world .	甚至在美國 , 世界上最早已開發的國家之一 。
we don't think we're better than you , we just want to be away from you . "	我們不認為我們比你好 , 我們只是想離開你 。 」
it's pretty clean . if you're healthy , you're pretty healthy .	很乾淨 , 如果你健康 , 你就很健康 。
those of us who care about all this would act better if we knew what the real costs were .	如果我們知道真正的成本會比較好 。
and i think that djabran fluctus , that fits that mode .	我認為 , djaabran的流感 , 適合這個模式 。
second , we become less tolerant of anybody who's different than we are .	第二 , 我們對任何比我們不同的人來說比較少 。
what are the odds of you keeping your dental health for a hundred years ?	在座的奇怪是什麼讓你的牙齒健康持續了一百年 ?
i worked on development and agriculture issues in the u . n . system .	我在聯合國的發展和農業問題上工作 。
and they left with concrete outcomes and full of enthusiasm .	他們離開了混凝土的結果 , 充滿熱情 。
there's a variety of things you can learn from watching whales have sex .	你可以從觀察鯨魚的性行為中學到很多事情 。
" idiot " comes from the root " idio , " oneself .	「 伊迪娜 」 來自伊迪奧多的伊迪奧 。
this is a pretty involved process ; it took us about four and a half years .	這是一個非常參與的過程 , 我們花了大約四年半的時間 。
so people all over the middle east , not just in your country , are protesting .	所以 , 在中東的人不只是在你的國家 , 而是抗議 。
the worst interview i ever did: william l . shirer .	我做過最糟的訪談:威廉姆斯洛姆 。 襯衫 。
it's a really compelling idea , you are liberated from life as we know it .	這是一個非常令人震驚的想法 , 你和我們所知的生命自由 。
the process i'm talking about is the one you all know we all do it all the time .	我所談的過程是 , 你們都知道我們一直都在做這件事 。
and that is an amazing realization to have , especially when you're 14 .	這是一個很棒的發現 , 尤其是在你十四歲的時候 。
but 30 years from now , afghanistan will go from 30 million to 60 million .	但30年後 , 阿富汗會從三千萬到六百萬年 。
but again , they have the same static physical form for each of these applications .	但 , 同樣的 , 它們都有相同的靜態形式 。
so we said , ok , let's figure out how does this really happen , first in science .	所以我們說 , 好吧 , 我們來搞清楚這到底是怎麼發生的 , 首先 , 首先 , 在科學上 。
they made sure that younger teachers get a chance to watch master teachers at work .	他們確定年輕的老師有機會在工作上看碩士老師 。
what is the most surprising thing about the experience of driving the car ?	駕駛汽車的經驗最令人驚訝的事是什麼 ?
the second thing is that europe is open for business , but not for tax evasion .	第二件事是歐洲為企業開放 , 但不是稅收 。
they kind of have a sixth sense like superman's xray vision .	他們有六種感覺像是超人x光視覺 。
you will agree with me that we have lights in the hospital .	你會同意我們在醫院裡有燈光 。
however , we can't have a history of just roman men , so here it goes .	然而 , 我們不能只有羅馬人歷史 , 所以就這樣 。
and what's really important in this stuff is , as we cut , we also have to grow .	真正重要的是 , 當我們切割時 , 我們也必須成長 。
we were a very tightknit family , and i was crushed .	我們是個非常尷尬的家庭 , 我很害怕 。
does god demand loyalty , like any medieval tyrant ?	上帝要求忠誠 , 就像任何中世紀的交易一樣 ?
so what's the takehome message that i want you to leave with today ?	所以 , 今天我希望你們留下的訊息是什麼 ?
that's 12 percent of all the books that have ever been published .	這是百分之十二的書籍 , 已經出版了 。
and so some of the brains that i've studied are people you know about .	我研究過的一些大腦是你所知道的 。
i was not interested in collecting the gigantic , in breaking records .	我對收集巨大、破壞記錄不感興趣 。
it's very difficult for a foreign university to come to india .	對外國大學來說 , 很難到達印度 。
because science data really goes back to , at best , world war ii , for the most part .	因為科學資料真的回到最好的世界大戰 , 最重要的是世界大戰 。
and at the bottom left are monkeys from costa rica .	左下方是來自哥斯大黎加的猴子 。
so this is already about a hundred years ago that we were doing experiments on cooperation .	這是大約一百年前我們在合作上做實驗
the way i want to do this is to build a facility where i can study this .	我想要做的是建立一個我能研究的設施 。
it has destabilized most of central africa for the past 18 years .	過去18年 , 非洲大部分的中非都無法做到 。
it's really just for the sort of joy of its own triviality .	這只是對自己的審判的喜悅 。
there's a world bank , arms dealers and a united nations .	有一個世界銀行、手臂交易者和聯合國 。
types like customer service or counseling , teaching and others .	像是客戶服務或諮詢、教導和其他人 。
they're particularly abundant in what are called the open ocean gyres .	尤其是大量的 , 稱為 「 開放海洋 」 。
and all around the world now you see more and more schools reinventing themselves .	全世界各地都有更多的學校重新發明自己 。
if i design a tool that can be turned into a weapon , should i build it ?	如果我設計一個可以轉換成武器的工具 , 我應該建造它嗎 ?
the memorable , i think , is really our world , what we think the world is .	我認為 , 我們的世界真的是我們的世界 , 我們認為世界是如此 。
and those of you that have an iphone recognize the green center .	那些有iphone認識綠色中心的人 。
and they made a killing off of " guardians of the galaxy . "	他們殺了銀河系的 「 守護者 」 。
four feet . nothing larger than the sum of her figurative parts .	四英尺 , 比她的檔案的總和還大 。
so for two and a half hours , you sink down to the bottom .	所以 , 花了兩小時半的時間 , 你就躺在底部 。
eb: looks kind of like an ice cream cone , more or less .	愛鸚斯坦:看起來像是冰淇淋 , 越來越少 。
this is a piece of multiyear ice that's 12 years old .	這是12歲的冰山 。
and she uses this vocabulary in her installation work as well .	她也用這個字彙在她的裝置上工作 。
db: then it's an " i " ? allan: correct .	db:那是 「 我嗎 ? 」 艾倫:正確 。
you've forgotten all about the elephant haven't you ? "	你已經忘記了大象沒有你了嗎 ? 」
so this is the planet that we've been playing on up to this point in the game .	這是我們在遊戲中演奏的地球 。
we've brought it down to the tangent of an angle .	我們把它帶到角度的高度 。
now , the landing duration of the whole trajectory was seven hours .	整個軌道的土地塵土是七小時 。
and there are hundreds of initiatives every year to try and improve education .	每年有數百個原創性的試圖改善教育
totally by coincidence , there's that thing in my lung .	整體來說 , 我的肺部裡有這種東西 。
affordable is not a 40 , 000 dollar sedan , right ?	負擔得起的不是400美元的愛德華 , 對吧 ?
you remember that point i mentioned that was said to last for two hours and 12 minutes ?	你記得我剛剛提到的那一刻 , 被告知要花兩小時和12分鐘 ?
and i wouldn't say that is the wrong thing in all circumstances .	我不會說 , 在所有情況下 , 都是錯的 。
so , i think , hey , we can talk . it'll be a diversion .	所以我認為 , 嘿 , 我們可以說話 , 這是多樣性 。
it's not just the best doctors could offer patients with brain cancer generally .	這不只是最好的醫生可以提供大腦癌患者 。
i didn't like nuclear bombpropelled spaceships .	我不喜歡核爆炸的太空船 。
so these are just a few of what are commonly known as smart materials .	這些只是一些常被稱為聰明的材料 。
and best of all , your motivation is: simplicity sells .	最棒的是 , 你的動機是:簡單賣 。
have no fear for atomic energy 'cause none of them can stop the time .	毫無懼怕原子的能量 , 無法阻止它們的時間 。
famine is one of the four horsemen of the apocalypse .	飢餓是阿波羅馬第四個馬之一 。
this was something we did with ibm that's a little bit more than a year old .	這是我們和ibm做的事 , 一年來就有一點 。
why do we use chemical fertilizers in agriculture ?	為什麼我們要用農業的化學肥料呢 ?
or " what if there were a square root of negative 1 ? "	或者 「 如果有負面1平方根 , 會如何 ? 」
in many cases , you can also see how a building looks from a nearby street .	在許多情況下 , 你也可以看到建築是如何從附近的街道看起來的 。
what i had done is i had tuned out of cancer and tuned into my dance .	我所做的是 , 我從腫瘤中腫瘤到我的舞蹈 。
as the day closes , we can hear the rumble of wagons outside .	靠近日子 , 我們能聽到外面的木頭 。
all of these things together allow that interaction and our robots to be smart .	所有這些東西都可以讓互動和機器人變得聰明 。
em: a hundred gigawatt hours . we think probably more , but yeah .	馬:一百億瓦小時 。 我們認為 , 可能更多 , 但是的 。
they cannot differentiate sound quality differences between those two clips .	他們無法區分出聲音品質的差異 。
two things happened as we coped with loss and recovery in new york city .	兩件事發生在紐約市裡 , 發生了兩件事 。
but why should we care how smart materials work and what they are made of ?	但 , 我們為什麼要關心智慧材料如何運作呢 ? 它們是由什麼組成的 ?
may your crust be crisp , and your bread always rise .	你的crisp可能是crisp , 你的麵包總是上升 。
i imparted all these good values to my school , girl students and boy students as well .	我對學校、女孩和男孩的學生都有好價值 。
until recently , sneakers used natural rubber for this process .	直到最近 , 鞋子用自然橡皮來做這個過程 。
here every gesture needs intention , is alive with consciousness .	這裡每個姿勢都需要意圖 , 是有意識的 。
naná vasconcelos: let's go to the jungle .	娜娜塔瓦斯:咱們來參加叢林 。
and they produce 20 million lifesaving bednets for africans around the world .	他們為世界各地的非洲人創造了兩千萬條生命 。
so i walk out of there . they said , " we'll let you go , go . "	所以我走出去 , 他們說: 「 我們來吧 , 去吧 。 」
is there some driving force through evolution that allows matter to compete ?	在演化過程中 , 有沒有一些驅動力可以藉由競爭 ?
now , animal rights , obviously they don't want animals used for meat .	現在 , 動物權利很顯然他們不想要動物用肉 。
that means that if you're a teacher , go to school and give your students the best .	也就是說 , 如果你是老師 , 去上學 , 給你的學生最好 。
you make x amount per widget . i want to know what the driver is .	你每次都要做x , 我想知道駕駛是什麼 。
but before we reject democracy , let's imagine what it could be .	但在我們拒絕民主之前 , 讓我們想像一下它會是什麼樣子 。
ln: oh my god , i want a pet rabbitcamel .	林:喔 , 我的天啊 , 我想要一個寵物的兔子 。
these differences became a source of inspired artistic celebration .	這些差異變成啟發藝術慶祝的來源 。
if you don't like the subject or the performance , you can hold the red .	如果你不喜歡主題或表演 , 你可以拿紅色 。
i mean did we actually determine the exact age and height of 10 million people ?	我的意思是 , 我們真的決定了一千萬人的年齡和高度 ?
some of us were eating in good restaurants and learning how to cook well .	我們有些人吃得很好的餐廳 , 學習如何烹飪 。
he told young people , " you're selfish for not having babies . "	他告訴年輕人: 「 你是沒有嬰兒的自私 。 」
so the need for closure leads us to thinking about: what is our greatest fear ?	所以 , 臨床需要導致我們思考:我們最大的恐懼是什麼 ?
i'm not sharing this to sensationalize kensington .	我沒有分享這點 , 來感知kenton 。
sophie hears lots of shouting ; her mum's crying .	蘇菲聽到了很多喊聲 ; 她的母親哭泣 。
in reality , many projects would run over time and over budget , anyway .	事實上 , 許多計劃會隨著時間和預算而經營 。
and you know , one of them was a starting player for a season and a half .	你知道 , 其中一個是一名為季節的開始玩家 , 一半 。
i was born in bangladesh , but grew up mostly in england .	我出生於孟加拉 , 但大部分是在英國長大 。
meanwhile , they're not safe , and they have no access to lawyers .	同時 , 他們不安全 , 他們沒有律師 。
one of the things that underpins it is this idea of resilience .	其中一件事 , 就是這種韌性的想法 。
i gave my intro , and i played the jellyfish scene .	我給了我的介紹 , 我演奏了水母的場景 。
we painted in nairobi , and then we painted in mombasa .	我們畫在奈洛比 , 然後我們在孟買畫 。
i've always rejected it and all the legacy it was born into .	我總是拒絕它 , 所有的遺產都誕生了 。
and so i began to think of ways in which i could basically take myself out of the picture .	所以我開始想辦法 , 基本上我可以把自己從照片中拿出來 。
some will go on for further education , but many will enter the workforce .	有些人會更進一步的教育 , 但很多人會進入勞動力 。
and poem 2 was generated by an algorithm called rkcp .	第二首詩叫做rkcp的演算法 。
it was the first time the story of stonewall had been told to a national audience .	這是史瓦爾第一次被告知的國家觀眾的故事 。
and we'd recognize that we are all part of the same human family .	我們意識到我們都是人類家庭的一部分 。
you can see something that you couldn't see when you only had smaller amounts of it .	你可以看到 , 當你只有小量的時候 , 你就看不到什麼 。
i would never have been that adventurous before i started my 30day challenges .	在我開始30天的挑戰之前 , 我永遠不會這樣做 。
but in the end , we are talking about a few percent at the consumer level .	但最終 , 我們談的是消費者的數量 。
the report was titled , " india: the story you never wanted to hear . "	報告是: 「 印度:你從來不想聽到的故事 。 」
i fell into depression , i stopped talking , and i stopped eating .	我陷入憂鬱症 , 我停止說話 , 我不再吃飯 。
these students , however , were simply told what to think , and they obeyed .	然而 , 這些學生很簡單地告訴他們要怎麼想 , 他們很肥胖 。
ju: i think in five years time when you buy a computer , you'll get this .	朱利安:我認為在你買一台電腦時 , 你會得到這個 。
" love consists of overestimating the differences between one woman and another . "	「 愛情包含過度估計一個女人和另一個女人之間的差異 。 」
and they used to be asking , " what do we do about introducing automation ? "	他們以前在問: 「 我們該怎麼介紹自動化 ? 」
for example , this flag waving right in front of the veterinary facility .	舉例來說 , 這個旗幟在獸醫診所前揮舞 。
sometimes under those hats there's a lot of joy and a lot of sorrow . "	有時候在那些帽子裡有很多喜悅和很多人都很害怕 。 」
evidence suggests these drugs also act on the cerebral cortex .	證據顯示這些藥物也在珊瑚皮質上採取行動 。
listen to politicians now , with their comprehensive 12point plans .	聽政治人物現在 , 與他們的反對計劃有相同的12個方案 。
this is not about new technology , it's just rearranging our metal furniture .	這不是關於新科技 , 而是重新設計我們的金屬家具 。
three different specialists had prescribed three different versions of the same drug to me .	三位專家在我身上進行了三種不同的版本 。
and i would suggest that this has something to do with the internet . it's not a fluke .	我建議 , 這和網路有關 , 不是流感 。
it's from trophy fish caught off the coast of florida .	這是從佛羅里達海岸捕捉到的魚 。
this is the billy bookcase it's ikea's biggest selling product .	這是ekea最大的銷售產品 。
there are several reasons for this low status of the elderly in the u . s .	美國老年人的地位有幾個原因 。
times square is now one of the top 10 retail locations on the planet .	時速平方現在是地球上最頂尖的十個零售位置之一 。
but the crisper drawers , they're just a drawer with a slightly better seal .	但危機畫家 , 他們只是一個比較好的海盜畫家 。
it's almost impossible to believe the progress we've made since 1994 .	從1994年起 , 幾乎不可能相信我們從1994年開始的進步 。
so this already , i think , is tremendously useful in all kinds of medicine .	所以我認為 , 在各種醫學上 , 非常有用 。
but i think our generation also might be the first to have the courage to embrace both love and power .	但我認為我們的世代也是第一個勇氣去擁抱愛和權力的勇氣 。
now , to illustrate that , i want you to imagine you are driving somewhere .	現在 , 為了說明這一點 , 我希望你們能想像你在某個地方開車 。
and when i looked at it first , i thought , no , there's no beauty in that .	當我初次看著它時 , 我心想 , 不 , 在這方面沒有美麗 。
but all that said , we have a lot of heavy lifting to still do ahead of us .	但這一切都說 , 我們還有很多重力 , 還在我們面前做的事 。
normally it's sort of cordoned off when it's in a museum .	通常 , 當它在博物館裡被忽略了 。
this is in fact , this beautiful photograph , is in fact over the amazon .	事實上 , 這張美麗的照片 , 事實上是在亞馬遜 。
so what this picture isn't showing you are all the planets that we know about out there in space .	所以這張圖片並不是展示你所知的所有行星 。
he found 665 teachers from that new york post data that actually had two scores .	他找到了65位來自紐約的65位老師 , 實際上有兩個評估 。
but of course that sort of thing doesn't tell us very much about what's actually going on inside .	但當然 , 這有點不告訴我們到底發生了什麼事 。
it's going to move in front of the star just like that , creates a wonderful shadow .	它會在像這樣的星球前移動 , 創造出一個美麗的陰影 。
so now we have two eyes in the sky . and now the trick is getting them back .	現在我們有兩個眼睛在天空中 , 現在 , 技巧就回來了 。
i went to see a dozo chief ; he told me about his magical powers .	我去了多西洋棋 , 他告訴我他的魔法力量 。
we had also tried a bit cows , but interestingly , they were too intelligent .	我們也試過一些牛 , 但有趣的是 , 他們太聰明了 。
and the rest of us , the vast majority of us , struggle to get by .	而我們其他人 , 我們大部分人都很難得到 。
and it was doc watson singing and playing " shady grove . "	而這首歌是麥克森唱歌 , 演奏 「 陰影 」 。
we also play bestoftwo sets , so often , there's no loser at all .	我們也扮演最棒的角色 , 通常 , 根本沒有損失 。
you have to study vision with the realization of how the movement system is going to use vision .	你必須研究視覺 , 了解運動系統如何使用視覺 。
the mayor defined the city's new normal as one of permanent drought .	市長定義了城市的新正常 , 如同一個永久的旱災之一 。
so it's early days , to be upfront , but we're excited about it .	所以 , 早期 , 我們很興奮 。
tomorrow morning , set your alarm for thirty minutes earlier .	明天早上 , 設立你的警告 , 前三十分鐘 。
they knew that if he faced benandonner head on , he’d be crushed .	他們知道如果他面臨班納森的頭 , 他會被打擊 。
in every past version , the main character has been an evil queen .	在過去的版本中 , 主要角色都是邪惡的皇后 。
you've heard some examples today , but people are earning an income playing games .	今天你們已經聽過一些例子 , 但人們正在收入遊戲 。
it's called , " finisterre , " for marlene mccormack .	叫做 「 菲尼斯特雷 」 , 為馬里尼·麥克斯 。
and it all happened so quickly: i then i don't know how it happened but i went underwater .	這一切都很快發生了:我不知道發生了什麼事 , 但在水底下 。
when you put them together , they behave like one highperformance quadrocopter .	當你把它們放在一起時 , 它們就像一個高度平台的四角形 。
humans don't learn by being told what they see , but by learning for themselves what these things are .	人類不會學會他們所見的 , 但藉由學習這些東西 。
and then , we've effectively become our own fakenews broadcasters .	接著 , 我們有效地變成了自己的假陰道 。
it's usually some kind of choice between the vocational and the intellectual .	通常是假期和智能之間的選擇 。
although there are that many genes , there is some method to the madness .	儘管有許多基因 , 有一些方法可以對瘋狂有一些方法 。
families are the heart and lifeblood of the migrant trail .	家庭是移民軌道的心和生命 。
i'm not transgender . i don't know anybody that's transgender .	我不是變性人 , 我不知道誰是變性人 。
i don't know if i want to live in a world where knowledge is obsolete .	我不知道我是否想活在一個有知識的世界 。
so we strained it from the edges , and we held it by cables .	所以 , 我們從邊緣偷走它 , 我們用纜繩來抓住它 。
the time has come for us to call for a cognitive liberty revolution .	當時我們呼籲一個認知自由革命 。
notice , it's a little uncomfortable for me to even ask you those questions .	注意 , 我甚至不舒服地問你這些問題 。
so one random day , i wandered to the nearest building to my dorm room .	所以 , 有一天 , 我走到我家中最近的建築物 。
well , that struck me as the height of extravagance and frivolity .	那令我震驚的是 , 這讓我震驚的是 , 超越和文明的高度 。
and it's made of polyethylene , so it's very thin .	它是由詩人所組成的 , 所以它非常薄 。
god knows though , there are worse twists your obsessions can take .	不過 , 上帝知道 , 更糟糕的雙重症候群可以接受 。
there has to be a purpose we care about , because it takes time and effort .	我們必須有目的去關心 , 因為它需要時間和努力 。
i have this huge network of supporters behind me , and there is no way i'm ever going to stop .	我背後有一個巨大的支持者網絡 , 我永遠不會停止 。
i think how long the boy will wait before he realizes that daddy is not on his way .	我想 , 男孩在他意識到 , 爸爸不是他的路上 。
i adapted and produced " a dream play " by august strindberg .	我適應了並創造出 「 夢想 」 的夢想 。
it would be 10 times bigger than the size of that screen , going 10 times deeper as well .	會比螢幕大十倍 , 更深入十倍 。
it's extremely frustrating on any camera under $1 , 000 .	在每一千美金的攝影機上 , 非常令人沮喪 。
you can begin the process of egg fusion by adding an egg of any color to the room .	你可以從卵核融合開始 , 加入任何顏色的卵子 。
and the question that i'd like to leave you with is this: will your tribes change the world ?	我想留給各位的問題是:你的部落會改變世界嗎 ?
and this was the portion of my brain that i lost on the morning of my stroke .	這是我大腦的一部分 , 我早上失去了我的腦袋 。
they're preengineered to be light , sound , motors and sensors .	他們懷孕是光、聲音、馬達和感應器 。
why is it that we treat culture erasure and economic displacement as inevitable ?	我們為什麼要把文化視為不可避免的 ?
now , like ian tomlinson , he was a father , he lived in london .	如同亞洲湯姆林森 , 他是一位父親 , 他住在倫敦 。
and there , along this line , was this thing , this glorious , bewildering thing .	在這條線上 , 就是這個魅惑的 , 令人震驚的事 。
and their curiosity changed the way people thought about the world , and thus it changed the world .	他們的好奇心改變了人們對世界的看法 , 因此它改變了世界 。
to what extent do you think you will use your storytelling in the real world to effect change ?	你認為你會用你在真實世界裡的故事來改變你的故事嗎 ?
and they surprise themselves at just how innovative they and their teams really are .	他們驚訝自己是如何創新的 , 他們的團隊真的是如此 。
my tiny humans show me how to live and the hum of the universe fills me up .	我的小人告訴我 , 如何活著和宇宙的幽默 。
on the left is water coming through the shore , taken from a nasa satellite .	左邊是水穿越海岸 , 從太空總署衛星拍攝 。
in some settings , putting your hand one someone else's is deeply compassionate .	在某些情況下 , 把你的手放到另一個人身上 , 非常有同情心 。
africa has learned , or is learning somewhat slowly , that markets don't happen by themselves .	非洲學到 , 或者慢慢地學習 , 市場不會自身發生 。
they deliver about 5 watts per square meter of land area .	他們每平方公尺5瓦的土地 。
