and i think that's where we are .	我認為那就是我們在的地方 。
it would be 10 times bigger than the size of that screen , going 10 times deeper as well .	比螢幕的尺寸還要大10倍 , 還要深入10倍 。
it's extremely frustrating on any camera under $1 , 000 .	一千美元以下的任何攝影機都非常挫折 。
you can begin the process of egg fusion by adding an egg of any color to the room .	你可以從卵核融合開始 , 加上任何顏色的蛋白質 。
and the question that i'd like to leave you with is this: will your tribes change the world ?	我想留給各位的問題是:你的部落會改變世界嗎 ?
and this was the portion of my brain that i lost on the morning of my stroke .	這是我大腦的一部分 , 早上就失去了我的風格 。
they're preengineered to be light , sound , motors and sensors .	牠們是光、聲音和感應器 。
why is it that we treat culture erasure and economic displacement as inevitable ?	為何我們將文化視為不可避免的 ?
now , like ian tomlinson , he was a father , he lived in london .	像亞洲湯姆林森一樣 , 他是倫敦的父親 。
and there , along this line , was this thing , this glorious , bewildering thing .	在這條線上 , 很棒 , 很高興 。
and their curiosity changed the way people thought about the world , and thus it changed the world .	他們的好奇改變了人們對世界的看法 , 因此它改變了世界 。
to what extent do you think you will use your storytelling in the real world to effect change ?	你認為你會用你的故事來影響改變你的故事呢 ?
and they surprise themselves at just how innovative they and their teams really are .	他們驚訝自己是如何創新和團隊真的很驚訝 。
my tiny humans show me how to live and the hum of the universe fills me up .	我小小的人類告訴我如何生活和宇宙的幽默 。
on the left is water coming through the shore , taken from a nasa satellite .	左邊是來自太空總署的水 。
in some settings , putting your hand one someone else's is deeply compassionate .	在某些地方 , 把你的手放在別人的同情心 。
africa has learned , or is learning somewhat slowly , that markets don't happen by themselves .	非洲已經學到了 , 或是慢慢學習 , 市場不會自行發生 。
they deliver about 5 watts per square meter of land area .	每平方公尺大約有5瓦 。
she said , " no mom . i mean , i don't like boys . i like girls .	她說: 「 媽媽 , 我不喜歡男孩 。 我喜歡女孩 。
actually , a building is about the most expensive solution you can think of to almost any given problem .	事實上 , 建築物是你幾乎可以想到任何問題的最昂貴的解決方案 。
all cacilda and i have done is extend this sharing behavior to sexuality .	所有凱西亞和我做的都是要拓展這種分享性行為 。
and i said , " huh . there are millions of americans on those two drugs . "	我說: 「 嗯 , 這兩種藥物有數百萬美國人 。 」
we won't go to mars , because everyone thinks there are more important things to do here on earth .	我們不會去火星 , 因為大家認為地球上有更重要的事要做 。
and for the first time since high school , i found myself without a learning community , and it was miserable .	從高中畢業 , 我第一次發現自己沒有學習社群 , 卻很糟糕 。
you might say that the theme is nature and everything that follows is a variation on the subject .	你可能會說這個主題是自然和所有追隨的變化 。
microalgae make the omega3s , they're only bioconcentrated in fish .	微藻製造了氧化碳 , 只有魚類 。
but when i stepped back , i felt myself at the cold , hard center of a perfect storm .	但當我退回來時 , 我覺得自己在一個完美的風暴中心 。
see that chair there ? the orange one ? that's the organic chair . 1940 .	看看這椅子嗎 ? 橘色是1940年有機椅子 。
martin zweig: you were recently quoted in an article .	馬丁·辛威:你最近在一篇文章中被引用 。
actually , a lot of things are better with fire in my world , but the fire's just a foundation .	事實上 , 在我的世界中 , 很多東西都更好 , 但火災只是基金會 。
and because it's so much stuff , it's really important for the atmospheric system .	因為大氣系統非常重要 。
so here's our little solar system , as we pull away from our melted planet here .	這是我們的小太陽系 , 正如我們將地球推出來 。
1968 , i put out the whole earth catalog . was " mister natural " for a while .	1968年 , 我放棄了整個地球紀錄 。 一陣子是 「 天然 」 。
and the best teachers were the girls , not the boys , and they were terrific .	最棒的老師是女孩 , 不是男孩 , 他們很可怕 。
my wife counts them among her most treasured moments as a mom .	我的妻子數量是母親中最多的時刻 。
and everyone i met over there who's an entrepreneur struggled with school .	我遇到的每一個人 , 都是一位創業家和學校掙扎 。
it may absorb light , but it certainly does not reflect character .	它可能不會吸收光 , 但它肯定不會反射角色 。
that's another work we are doing in our lab: trying to access this inner voice in dreams .	這是我們在實驗室裡做的另一個工作:試著在夢想中取得這個內在聲音 。
the first day , it was a huge umbrella cap , like a captain's cap .	第一天 , 這是一個巨大的橡膠瓶 , 像一艘船一樣 。
it's funny when you walk , you walk sidebyside , in the same common direction .	當你走路時 , 你走在同一個方向 。
we presented our plan at the white house two weeks after president trump moved in .	我們在白宮裡展示了我們的計畫 , 兩星期後 , 總統搬進去 。
why are we offering only handcuffs , jail time and this fugitive existence ?	為什麼我們只提供手足、監獄、監獄和這個優秀的存在 ?
and in fact , even in that very first event , ligo found things that we didn't expect .	事實上 , 即使在第一場事件中 , 獅子發現了我們未預期的事物 。
so i wanted to build something where you could have this kind of interaction on any tabletop surface .	所以我想建立一個你可以在任何桌子表面上的互動 。
no , but the issue of city building in democracy is interesting because it creates chaos , right ?	不 , 但民主的城市問題很有趣 , 因為它會產生混亂 , 對吧 ?
the village , the women , the men , everybody came together to support me to come to get an education .	村莊 , 女人 , 每個人一起支持我去教育 。
these are the 1 , 556 nearearth asteroids discovered just last year .	這些是去年才發現的156個小行星 。
they're ready to give you something for whatever it is they're hungry for . "	他們準備好給你一些東西給你任何它們的飢餓 。 」
but the reality of modern work and modern life is that nobody does it alone .	但現代的工作和現代生活的現實是沒有人孤單 。
when election day is over , a great local paper is still there , waiting like a watchdog .	當選舉日子結束時 , 一篇偉大的當地報告仍然存在 , 等待像個觀看 。
this print could be taken into hospitals to make them feel much more welcome .	這張圖可以被送進醫院 , 讓他們感到更歡迎 。
this is made from two layers of plastic with four pins connected to each other .	這是由兩層塑膠組成的 , 與四層連結在一起 。
until , as many of you are thinking , this year , when they finally came out with " brave . "	直到在座很多人在想 , 今年他們終於想出勇氣 。 」
i put a team together , a little over 13 months ago , got up to 20 someodd people .	我把一個團隊聚在一起 , 十三個月前 , 到20個人 。
when people leave , sometimes they're more transparent than they ever were when they were still at the company .	當人們離開時 , 有時他們比以前更透明 。
what they did in dauphin is finance it with a negative income tax .	他們用負面的收入稅來衡量它 。
another of its tasks is to link together independent clauses .	另外一個任務是將獨立的爪子連結在一起 。
so let's say that we go to a museum with a tablet , okay ?	假設我們去博物館 , 好吧 ?
so , i've now made eye glasses to my prescription .	所以現在我用眼鏡做眼鏡 。
and the second thing is , we're going to restructure its architecture .	第二件事是 , 我們要重建它的建築 。
music pulls you in with the beat and the rhythm and the melodies .	音樂帶你和節奏和旋律 。
and let's see , down at the end , here , can you also come up , real quick ?	我們來看看 , 在最後 , 你還能快速出現 , 真的很快嗎 ?
it's what those light and dark surrounds meant for your behavior in the past .	對於過去的行為來說 , 那些光和黑暗包圍意味著你的行為 。
moreover , we can calculate a probability that the universe was created in different states .	此外 , 我們可以計算出宇宙在不同的狀態 。
as we watched , they became frustrated and left to go find somebody to help on their own .	當我們看著時 , 他們變得很沮喪 , 離開去找人來幫助自己 。
so for this , we developed many different types of nonvisual user interface technology .	因此 , 我們開發了許多不同的非視覺使用者介面技術 。
and he goes , " yes , but i can't breath out of my nose ! "	他說: 「 沒錯 , 但我不能呼吸 ! 」
people know now that i'm enthusiastic , that i'm a happy person . "	大家都知道我是熱情的人 。 」
i went to guatemala and she had sold out the national theater of guatemala .	我去了瓜地馬拉 , 她賣出了瓜地馬拉的國家劇院 。
they're disappearing for the reasons that all of you in this room know only too well .	他們消失了因為在座的各位都知道這些理由太好了 。
or , you know , vibribbon was not distributed here in the united states .	又或者 , 維比遜在美國沒有分配 。
they're mostly financial institutions in the us and the uk .	他們主要是美國和英國的財務機構 。
and i said , " pam , you're such a modern , cuttingedge person .	我說: 「 帕姆 , 你是現代、切割的人 。
the dwarves ! – their legendary smiths could make anything .	darve ! 他們的遺傳mith可以製造任何東西 。
but i think there was absolutely no concern that alphago would take over the world .	但是我認為 , 亞菲索會在世界各地走過 。
the baby remains sleeping , showing no interest at all .	嬰兒仍然在睡覺 , 完全沒有興趣 。
i can , for instance , pick up the pipette and do experiments with it .	舉例來說 , 我可以用它做實驗 。
that factory over a dozen people have committed suicide already this year .	今年有十多人承諾自殺 。
so the game's afoot , and this is the game that we play in astrobiology .	所以遊戲的腳趾 , 這就是我們在太空生物學的遊戲 。
so , my kind of hero for this in the natural world are these tropical frogs .	所以我在自然界裡的英雄是這種熱帶的英雄 。
we can't claim that our ink will solve the world's pollution problem .	我們不能宣稱我們的墨水會解決世界污染問題 。
has the computer already matched or even surpassed human capabilities ?	電腦已經配對或甚至包含了人類能力嗎 ?
and if he doesn't show me that it works here , i don't believe anything he said .	如果他看不見我 , 我不相信他說的任何事 。
so julie's going to her doctor's office to get treated for her asthma .	所以茱莉會去她的醫生的辦公室去治療她的氣喘 。
i started thinking about how a new , fast method of learning chinese might be useful .	我開始思考新、快速學習中文的新方法可能很有用 。
well you can't get much bigger than pi , the mathematical constant .	嗯 , 你無法比豬更大 , 數學持續 。
okay , that sounds a bit abstract , so let's unpack it .	好吧 , 這聽起來有點抽象了 , 所以讓我們放棄它 。
and this means we've just cracked the conundrum of safety and weight .	這意味著我們剛破壞了安全和重量 。
a ring of bone solidifies the carapace’s edges .	一連串骨骼化合物的邊緣 。
in social groups of animals , the juveniles always look different than the adults .	在社群群群群群中 , 青少年看起來不一樣 。
you're avoiding outside areas , or you're closing your window .	你避免外面的區域 , 或者你閉上窗戶 。
juliet: what satisfaction canst thou have tonight ?	茱莉絲汀:今晚有什麼滿足感 ?
on the board today for losing recess tomorrow , only boys .	明天 , 洛杉磯的董事會 , 只有男孩 。
compare the chalk writing with the lexigram on the keyboard .	比較中文寫作 , 用鍵盤上的文字來比較 。
and what we know , in terms of their happiness: workers all want the same things .	我們知道 , 在他們的幸福方面:工作者都想要同樣的事 。
just in the last two days , we got the new temperature records in january .	在過去兩天 , 我們收到日本新的溫度紀錄 。
now we can fast forward many thousands of years into the bronze age and beyond .	現在我們可以快速邁進數千年的布朗克時代 , 超越了 。
it's the basic regulating principle of the enlightenment .	它是啟蒙的基本原則 。
that's how a writing talent reveals itself on the dark side .	寫作本身是黑暗的一面 。
now , i think we've found the answer i and a few of my colleagues .	我認為我們找到了我和一些同事的答案 。
my dad owned an automotive and industrial repair shop .	我爸爸擁有自動化和工業修復商店 。
and some illustrations even included pop culture references .	有些幻覺甚至包含詩人文化的報告 。
it's where you find the humanity , and it's where you find the truth .	它是你找到人性 , 而你找到真相的地方 。
and i think you also see it in the kinds of riders that are on the streets .	我認為你們也在街道上看到它 。
i mean , it is really very , very scary the abuse that dogs get .	我的意思是 , 這隻狗很害怕 。
when they're unskilled , they can't see their own faults .	當他們沒有技能時 , 他們無法看見自己的錯覺 。
and i think the answer is a lot of different people are going to have to do a lot of different things .	我認為答案很大 , 很多人都必須做很多不同的事 。
here is a scanning electron micrograph of a grain of pollen .	這是一粒花粉的電子顯微鏡 。
and when you're describing your science , beware of jargon .	當你在描述你的科學時 , 意識到日本 。
now , the way we pronounce and spell names varies tremendously .	現在 , 我們宣布和咒語的名字很大 。
we owe an incredible debt of gratitude to these two women .	我們對這兩位女性感到驚訝的辯論 。
and they invariably come up with , you know , here is a list of things .	他們很容易出現 , 你知道的 , 這是一份清單 。
they go to a spring training camp , perhaps a simulator in baseball .	他們去一個春天訓練營地 , 也許是棒球的模擬器 。
so essentially , we had our first carbonneutral volcano .	基本上 , 我們有第一個二氧化碳 。
i know it sounds nerdy , but you know i'm a scientist .	我知道它聽起來很緊張 , 但你知道我是個科學家 。
jeff han: i'm a research scientist at nyu in new york .	傑夫·漢:我是紐約的一位研究科學家 。
that means intelligent people are in this angle . that is intelligence .	這意味著聰明的人在這個角度 。 這就是智慧 。
but it was important to create a perfect place , so i tried to , in order to work and create .	但要創造一個完美的地方 , 所以我試著工作和創造 。
we're moving towards , you know , a lack of privacy , really .	我們正在向前邁進 , 你知道的 , 缺乏隱私 。
and the professional , historical linguists in the u . s .	美國的歷史學家 。
yes , we are 97 percent less likely to be killed by a bolt of lightning .	沒錯 , 我們有97%的可能性被一瓶光束殺害 。
and i've heard that a couple of times in this conference , this notion of caring .	在這場會議中 , 我聽過幾次 , 這張照片是關懷的 。
what really makes it amazing: that the circulation of these newspapers were growing too .	令人驚訝的是 , 這些報紙的循環也在成長 。
happy to see so many fine folks out here and so many smiling faces .	很高興能看到這麼多人在外面 , 有很多微笑的臉 。
i've never met a person in the world that didn't have a problem or a worry .	我從來沒有遇到一個沒有問題或擔心的人 。
it's so hard for us to remember how interconnected we all are as human beings .	我們很難記住我們身為人類的關係有多麼緊密 。
similar advances are happening in energy , including renewable energy .	同樣的進步在能量中發生 , 包括再生能源 。
they call them fairy circles , and scientists still struggle to understand what causes them .	他們稱之為 「 公平圓圈 」 , 科學家仍然掙扎去了解它們造成什麼影響 。
instead of showing an object from the stage i’m going to do something special for the first time .	不要從舞台上呈現一個特殊的東西 。
finally , in desperation , they went and they consulted a wise old woman .	最後 , 他們去了一名聰明的女人 。
and that avoids this problem of singleminded pursuit of an objective .	避免一個目標的問題 。
i'm here to show you how something you can't see can be so much fun to look at .	我來這裡展示你看不見的東西有多有趣 。
the next day , my neurologist diagnosed me with conversion disorder .	隔天 , 我的神經學家診斷了我 ,
i took the attention and focused it back on the kid and other people that have vitiligo .	我把注意力帶回去 , 把焦點放在維他人身上 。
so i asked him everything about his fears , his insecurities and we started from there .	所以我問他關於他的恐懼、他的不安全 , 我們從那裡開始 。
the job of business is to meet customer needs and to do so profitably .	企業的工作是要滿足客戶的需求 , 且非常幸運 。
color , in a very primal way , is a sign of life , a sign of energy .	顏色 , 基本上是生命的徵兆 , 一個能量的徵兆 。
of these people , 75 percent voted for obama in the actual election .	在實際選舉中 , 75%投票給歐巴馬 。
but there's this other aspect of it for wheelies , so check this out .	但在輪椅上還有另一個面向 , 看看這個 。
and how would we live such a faith ? how would i live such a faith ?	我們要如何生存這麼多信仰呢 ? 我該如何活這麼信仰 ?
aristophanes struck back two years later with a play called the knights .	兩年後 , 亞里斯漢斯衝擊了兩年後 , 叫做 「 親戚 」 的玩家 。
there were , in fact , only a couple of people who got shot in this episode .	事實上 , 只有幾個人在這個流行中拍攝 。
let's see if we can come close to the edge of that live volcano . "	咱們來看看我們是否能靠近那個活生態火山的邊緣 。 」
about 25 percent are at stage two , saying , in effect , " my life sucks . "	大約有25%是站在第二階段 , 說: 「 我的人生突破 。 」
and unlike the storybook version , they weren't always nice .	與故事書本的版本不一樣 , 他們並非總是很好 。
and i have to admit that most papers written by experts are wrong .	我必須承認 , 大部分的專家都錯了 。
and then he'd turn it the other way , and it was 100 degrees too cold .	然後他將它轉換成另一種方式 , 太冷了 。
and this means that sometimes we'll actually switch our preferences to avoid this .	這意味著有時候我們會把我們的偏好轉換到避免這點 。
you see the sunbeams coming from the ventilation ducts and the train approaching .	你看到太陽管和火車接近的路徑 。
and why did doctors working more than 1 , 300 years later so revere and fear him ?	為什麼醫生在工作超過1300年之後 , 這麼回報和害怕他 ?
well , the problem is that we've got very complicated forces in the climate system .	問題是 , 我們在氣候系統中有非常複雜的力量 。
i have a cd here . i'm sorry that i didn't say anything on time .	我有個cd , 很抱歉我沒有說任何時間 。
and it's one that echoes remarks that you've heard already today .	這是你今天已經聽過的一個學者 。
and we'll hear some talks later in the conference specifically about that .	我們會聽到一些演講 , 特別是在會議中聽到 。
ten years ago , when i was 13 years old , i first learned about the greenhouse effect .	十年前 , 當我13歲時 , 我第一次了解溫室效應 。
and i thought , this is terrible . all i'm doing is collecting case numbers .	我想 , 這很糟糕 。 我所做的就是收集案件 。
the same system that produces men who abuse women , produces men who abuse other men .	同樣的系統會製造出虐待女性的男人 , 產生出虐待其他男人的男人 。
you're helping him discover the garden by just pointing out these snails .	你協助他找到花園 , 只是指出這些蝸牛 。
if you use apple's keynote , it's got an even better version .	如果你使用蘋果的鑰匙 , 它有更好的版本 。
" uh , sir , have you treated with a psychiatrist before ? "	「 嗯 , 先生 , 你曾經和精神醫生治療過嗎 ? 」
they were either born into or they proactively surrounded themselves with the right people .	他們不是出生或活躍地圍繞著正確的人 。
of course , human groups are nowhere near as cohesive as beehives .	當然 , 人類群體現在幾乎是蜂群 。
now you think , " close hand , " and a little section of your chest contracts .	現在你會想: 「 閉上手 」 , 你的胸部有一小部分 。
audience member: what factors determine the duration of a pandemic ?	觀眾成員:什麼因素決定流行病的塵土呢 ?
that's like a drug which pushes me to keep working , even without metrics .	這就像一種藥物讓我繼續工作 , 即使沒有方法 。
you never talk about being a woman , because someone might notice that you're a woman , right ?	你從來沒有談到身為女性 , 因為有人可能注意到你是女性 , 對吧 ?
and léila came up with an incredible idea , a crazy idea .	léila提出了一個很棒的想法 , 一個瘋狂的想法 。
so for me , everything started many , many years ago when i met the first 3d printer .	對我來說 , 很多年前我遇到第一台3d列印機 。
he made 15 , 000 dollars cash and bought the house that i grew up in .	他賺了一萬五千美元 , 買了我長大的房子 。
and therefore , that comes with consequences , and we just have to do the best we can .	因此 , 這就是後果 , 我們必須做最好的做法 。
but at the end of seven years , not one cell in your body remains from what was there seven years ago .	但在七年結束後 , 你身體中的一個細胞還留在七年前 。
so , this made evolution suddenly lamarckian , instead of darwinian .	所以 , 這讓奧克蘭人突然產生了演化 , 而不是達爾文 。
and what that means is that we originated in africa . it's written in our dna .	意思是 , 我們在非洲起源 。 它是在我們的dna中寫的 。
but it is our protected areas that are at the core of our carbon neutral strategy .	但我們的保護區在碳策略的核心區域 。
it's also much easier , though , to spread the truth than it was ever before .	然而 , 更容易傳播真相 , 比以前更容易 。
most of this growth will occur in the urban areas of the world's poorest countries .	世界上最貧窮國家最貧窮國家的成長將會發生 。
we don't need animal products , and we certainly don't need white bread or coke .	我們不需要動物產品 , 我們當然不需要白色麵包或咖啡 。
and that is when it dawned on me that i didn't have to be fivefootfive anymore .	那時我不再需要五英呎 。
they were talking about how their favorite characters were the giant sandworms .	他們談到他們最喜歡的角色是巨大的沙子 。
you're going to talk to me about my hair when i'm on the verge of losing it ?	你要跟我談我的頭髮 , 當我在失去它時 , 你要跟我談我的頭髮嗎 ?
and because you are possessed , you are taken by the spirit how can you be harmed ?	因為你被放棄了 , 你被精神受傷嗎 ?
and i said , " shallow affect , an inability to experience a range of emotions . "	我說: 「 鯊魚會影響 , 能夠體驗各種情緒 。 」
we used social media to support our goal and already on day two , police started to come to our home and school .	我們使用社群媒體來支援我們的目標 , 兩天 , 警察開始到我們的家和學校 。
and , you know , they had lots , just lots of stuff in there that you didn't need , i thought .	你們知道 , 他們有很多東西 , 只是你不需要的東西 。
we're trying to figure out how to build technologies that let us look at and repair the brain .	我們試圖找出如何建立技術 , 讓我們觀察大腦 。
receipts go down , some spending programs go up , but most of it is not because of that .	受試者走下去 , 有些花費程式會上升 , 但大部分並不是因為這樣 。
dave strudwick: so what we're going to do —student: 5c .	大衛·史蒂克:所以我們要做的事是5c 。
i had a friend tell me , " don't worry about how much you like the work you're doing now .	我有個朋友告訴我: 「 別擔心你現在的工作有多喜歡 。
you had these stacks of cards , and you could create links in between the cards .	你有這些卡片 , 你可以在卡片中建立連結 。
it's called the streaming trials . we call it " tracking " here in the states .	我們稱之為 「 追蹤 」 。
so there's these two dinosaurs , t . rex and nanotyrannus .	這裡有兩種恐龍 , t.rex和奈米沼澤 。
philip has been a close collaborator on all the visualizations you're seeing .	費普是你所看到的所有視覺化的最接近合作者 。
it's not easy , and perhaps it's even a bit embarrassing , isn't it ?	這不容易 , 也許有點尷尬 , 不是嗎 ?
but if you want to live a memorable life , you have to be the kind of person who remembers to remember .	但如果你想活一輩子 , 你必須成為一個記得的人 。
it also is the first species to have its own website encoded in its genetic code .	它也是第一種物種 , 能夠在基因編碼中複製出自己的網站 。
some believe this incident alone set east/west relations back a decade .	有些人相信 , 單單單單單單單單單是幾十年來 ,
sadly , the suicide rate among black children has doubled in the past 20 years .	可惜 , 在過去二十年間 , 黑人孩童的自殺率已經倍倍了 。
along with his great ideas , plato had a few that haven't exactly stood the test of time .	在他偉大的想法上 , 柏拉圖有一些沒有時間的測試 。
and so therefore , these three regions combined start to present a really interesting challenge for the world .	因此 , 這三個區域結合起來 , 開始提出一個非常有趣的挑戰 。
he conceived arthur , lancelot , and guinevere’s love triangle .	他接受了藝術痛苦、llot , 還有幾位愛三角形 。
a recent study estimates that without antibiotics , one out of ever six would die .	最近一個研究估計 , 沒有抗生素 , 六分之一會死去 。
so if they retaliate with the same force , the first person will think it's been escalated .	所以如果他們和同樣的力量相同 , 第一人會認為它是被計算的 。
my self became defined by otherness , which meant that , in that social world , i didn't really exist .	我的自我被別人定義 , 也就是說 , 在那個社會世界裡 , 我並不存在 。
he was trying to confide in me i said , " you have no idea what you're talking about . "	他說: 「 你不知道你在說什麼 。 」
so my first insight is that , for some reason , we associate poetry with being human .	所以 , 我的第一個見解是 , 我們與人類聯繫詩 。
so i look up and i'm thinking , maybe he's still going to think i'm kind of cute . "	所以我抬頭看 , 我心想 , 也許他仍然會覺得我很可愛 。 」
i've learned so much from them: love , compassion , imagination and such creativity .	我從他們身上學到很多:愛、同情心、想像力和創造力 。
he said gdp " measures everything in short , except that which makes life worthwhile . "	他說gdp " 衡量所有東西 , 只能讓生命值得 。 "
they knew i loved to read , they knew i loved to draw , they knew i adored prince .	他們知道我很喜歡讀書 , 他們知道我很喜歡畫畫 , 他們知道我很喜歡原則 。
so we were using the body as really the catalyst to help us to make lots of new bone .	所以我們用屍體來幫助我們製造很多新的骨骼 。
we need to slow down the speed of this virus , which is why we do social distancing .	我們必須減緩這種病毒的速度 , 這就是為什麼我們要做社會分裂 。
it's called agreeableness , one the major dimensions of personality across cultures .	它叫做 「 同意 」 , 文化中最主要的個人維度之一 。
and let's not forget that 75 countries still criminalize homosexuality today .	我們不要忘記75個國家仍然犯罪現況 。
and when you choose to connect with others under stress , you can create resilience .	當你選擇與壓力連結時 , 你就能產生恢復力 。
now , if you notice that the first follower is actually an underestimated form of leadership in itself .	現在 , 如果你注意到 , 第一位追蹤者其實是一種低估領導力 。
but if i were , i'll tell you , my money would be on that stuff , it would be on seaweed .	但如果我要告訴你 , 我的錢會在海草上 。
and this is such an inversion , and such a wonderful example of children being the agents of change .	這是個版本 , 而這是個孩子的改變 。
it's boosted to nearspace atop a minotaur iv rocket .	附近的地毯是一輛礦石 。
and moving away from emotions is the most important part of the solution to science as a more important part of the solution .	除了情緒之外 , 最重要的解決方案 , 成為一個更重要的方案 。
this is my favorite of all time . it's called popularitydialer . com .	這是我最喜歡的 。 它叫做 「 受歡迎 」 。
billions of dollars are spent every year , all over the globe , on these charlatans .	每年數十億美元都花在全球各地 。
that ability to send a message saying , " this is where i am , " is really , really important .	傳遞訊息的能力 , 說: 「 這就是我在的地方 。 」
now , music is my passion , but physics also used to be an interest of mine .	音樂是我的熱情 , 但物理學也是我對音樂的興趣 。
ethic may have escaped the prison... but what has she gotten herself into ?	道德可以逃離監獄 , 但她自己被帶進了什麼樣子 ?
so that was basically a buddy story with a plastic bottle following along .	基本上這是個佛陀故事 , 帶著塑膠瓶跟隨 。
and it moves up with mao tsetung getting health , not getting so rich .	它和maottstse一起搬出健康 , 而不是那麼富裕 。
and i was asked to move out because one of my roommates had shared my status with her parents .	我被要求搬出去 , 因為我的一位房間裡有一位房間和父母分享我的地位 。
and that we will all come to rely on robots over the next 40 years as part of our everyday lives .	接下來四十年來 , 我們都會仰賴機器人 。
it just sits in a pile near the sugar mill until eventually they burn it .	它只是坐在糖米附近的豬 , 直到最後他們燒掉它 。
i have always flushed easily , from physical exertion , from wine , from high emotion .	我總是很輕易地從物理運動、風力、高情緒中流動 。
i mean , battling ruminations was hard enough when they just invaded our thoughts .	我的意思是 , 蝙蝠的衝突很困難 , 當他們只是侵入我們的思想 。
grandma has a lot to do . she is not going to read three pages to get to the main idea .	祖母有很多要做的事 。 她不會讀三個頁面來主題 。
and in fact , right now in many states , you can go out and you can buy bioluminescent pets .	事實上 , 在許多州 , 你可以去買生物螢光筆 。
or , much more importantly , you could work with a computer to solve a problem that we've never faced before .	或者 , 更重要的是 , 你可以用電腦來解決我們從未面臨的問題 。
you mean when he established sole authority and became emperor of rome .	當他建立權威時 , 成為羅馬人 。
and the good news is , we're also the ones who shape that culture , which means we can change it .	好的消息是 , 我們也是那些塑造這個文化的人 , 這意味著我們可以改變它 。
and every time we went around a hairpin turn the driver would do the sign of the cross .	每當我們走過頭髮時 , 駕駛者都會簽名 。
and the other thing i realized , and it made my job satisfaction substantially harder .	我發現 , 另一件事讓我的工作滿意更難 。
on the way there , we flew by earth and we took a few pictures to test our cameras .	這樣一來 , 我們飛過地球 , 我們拍了一些照片來測試我們的攝影機 。
all of these are sensory clues that a chemical reaction is taking place .	這些都是化學反應的感覺線索 。
and as it turns out , fat is one of the best sources of adult stem cells .	結果發現 , 脂肪是成人幹細胞最好的源頭之一 。
and this is a species we know well: lobsters live near shore in the shallows .	這是我們所知的物種:洛杉磯住在附近的海岸 。
like , " why do the numbers in that last column always have orange and blue in them ? "	像: 「 為什麼最後一個柱子的數量總是橘色和藍色 ? 」
the other piece of paper was a feedback questionnaire , and of course , there was a pen .	另一張紙是一件回饋的問題 , 當然還有一支鉛筆 。
and the main thing is that you have to dry them very carefully , at low temperature .	重點是 , 你必須非常小心地把它們丟在低溫下 。
when you think of archimedes' " eureka ! " moment , you probably think of this .	當你想到芝加哥的 「 ek 」 的時候 , 你可能會想到這個 。
whether they use those exact words or not , they say learning is fun and learning is multiplayer .	無論他們使用這些詞或不是 , 他們會說學習是多樣性 。
if you can cook , nothing can happen to you , because whatever you find , you will try to transform it .	如果你可以烹飪 , 什麼都不會發生 , 因為無論你發現什麼 , 你都會試著改變它 。
but i was saying to him , " you know , the first airplane went 100 feet in 1903 .	但我對他說: 「 你知道 , 1903年第一次飛機到100英呎 。
okay , so by this logic , bad is always stronger than good when it comes to updating .	好吧 , 在這邏輯中 , 糟糕比起升級時更強壯 。
past ones have included " the matrix " and " alice in wonderland . "	過去的一個人包含了 「 矩陣 」 , 以及 「 亞里斯 」 的外星人 。
i mean , technology , politics , business do change the world not always in a good way , but they do .	我的意思是 , 科技、政治、商業會改變世界 , 但他們做得很好 。
as a historian , i've long suspected that as language changes , our emotions do , too .	身為歷史學家 , 我一直懷疑當語言改變 , 我們的情緒也會改變 。
but after the storms of 1953 , the dutch government took more official measures .	但在1953年的暴風暴之後 , 荷蘭政府採取更多官方測量 。
as lucius leaves with his family , the shops are open as the population goes about its business .	當lucius和他的家人離開時 , 商店就開放了它的商業 。
when you have to do something really cheaply , it's hard to get perfect corners and stuff .	當你必須做一些非常便宜的事時 , 很難得到完美的角落和東西 。
but as human cultures and occupations became more diverse and specialized , so did our friends .	但當人類文化和規範變得更多樣化 , 所以我們的朋友也是如此 。
but guess what ? like a ginsu knife commercial , there's more !	但你猜怎麼樣呢 ? 像ginskufe商業一樣 !
it would be so crowded , so full of structure , of wiring all connecting one neuron to another .	它會是如此擁擠的 , 所以充滿了所有的結構 , 連接著一個神經元 。
so , imagine a great white shark and a giant squid in the same bathroom .	想像一個很棒的白鯊和巨大的液體 。
" my life sucks because i live under a tyrant , also known as king george .	「 我的人生突破 」 是因為我生活在一個典型 , 也被稱為 「 國王喬治 」 。
in poland , our pages were named " covers of the year " three times in a row .	在波蘭 , 我們的頁面被稱為 「 一年 」 的封面 。
this is people expanding debt , drawing down their savings , just to stay in the game .	這是人們擴張辯論、繪製他們的儲蓄 , 只留在遊戲中 。
on the right are some tugs from a company called aethon in pittsburgh .	右邊是一家叫做艾倫堡的公司 。
well , jason freeny makes those dreams come true with his magical toy dissections .	嗯 , 珍妮讓這些夢想充滿神奇的解析度 。
just yesterday , i was attacked by a guy who claimed that i was filming him .	昨天我被一位叫他拍攝的傢伙攻擊 。
ok , so cyclops might be a mythical creature , but those wonders are still real .	好吧 , 循環可能是神話的生物 , 但這些神奇仍然是真實的 。
mothers will go where their children are being celebrated , every time , every town , every city .	母親會去哪裡慶祝孩子 , 每次都市 。
she's an incredibly important figure , and i'm going to talk about her whenever i can .	她是一個非常重要的人物 , 而我要談論她 。
