and i think that's where we are .	我認為這是我們所在的地方 。
you know it's a little bit like a birth .	你知道 , 這有點像出生一樣 。
it's the memory of my father coming back home .	這是我父親回家的記憶 。
and in fact , pretty soon we'll hear the sound .	事實上 , 我們很快就會聽到聲音 。
and maybe it's a mistake to think like that .	也許這是一個錯誤的思考 。
there weren't really many materials or things to use .	沒有很多材料或東西來使用 。
one story you might be like the story of the quest .	其中一個故事 , 你可能是探索的故事 。
i'm going to break the problem down into three parts .	我要把問題拆成三個部分 。
you can imagine how that plays out in combat .	你可以想像 , 這在戰場上是怎樣的 。
oh , you play drums , don't you .	喔 , 你玩鼓 , 不是你 。
but now i understand that it is a record of the beginning .	但我現在知道這是一開始的紀錄 。
inmates are highly adaptive .	昆蟲非常適應 。
now , science and asking questions is about courage .	科學和問問題是勇氣 。
but i believe the opposite to be true .	但我相信相反的事實 。
so they poke at it and peck at it .	所以 , 他們在它中吸煙 , 追蹤它 。
em: we need to address a global market .	馬:我們需要解決全球市場 。
why don't you have the farmers do that ?	為什麼你沒有農夫這樣做 ?
so he had this incredible curiosity .	所以他有了很棒的好奇心 。
so , i realized that was completely not going to work .	所以 , 我意識到這完全不會成功 。
and i think there are clearly right answers to that .	我認為有對的答案 。
some people feel that all this is a trivial issue .	有些人覺得這一切都是審查的問題 。
or are you going to hug a child ? pick .	或者你要擁抱小孩嗎 ? 選擇 。
but how will we know ? how will we come to know ?	但我們要怎麼知道 ? 我們要怎麼知道 ?
consider the planet venus in our solar system .	想想太陽系中的行星 。
and through the children is usually the way to go .	透過孩子們通常會走路 。
but i think they knew how sad i was for them .	但我認為他們知道我有多悲傷 。
it's just captured through from the lamp .	它只是從燈中捕捉到的 。
radicalization isn't this yesorno choice .	激進化不是對的選擇 。
and trust me it was not that great back then .	信任我 , 那不是很棒的 。
i had patients tell me that those sound the same .	我有病人告訴我這些聲音也一樣 。
then no , it does not deserve protection .	不 , 它沒有保護 。
their instructions: just walk normally .	他們的指示通常會走路 。
even eight men to a cell had a toilet .	甚至有八個男人廁所 。
and a third option is nuclear power .	第三個選擇是核能 。
" can the brain build such a perception ? "	「 大腦能建造這樣的感知嗎 ? 」
it's not . it's a verb .	不是 。 這是一個動詞 。
each and every one of us needs educating .	我們每個人都需要教育 。
and so this is the kind of thing we decided to do .	這就是我們決定做的事 。
there's a lot of friction in the system .	在這個系統中有很多摩擦力 。
and this isn't partisan it's people .	這不是黨派 , 而是人 。
the electric iron , also very big .	電子諷刺也是非常大的
it's not about individual recognition .	這不是個別認知 。
i have to find my way back to the flesh .	我得要找到我的方法 , 回到新鮮 。
but we also owe it to our sons .	但我們也為我們的兒子發誓 。
it was the hardest hit of any country in the world .	這是世界上任何國家最難的撞擊 。
each person wrote down their own estimate .	每個人寫下自己的估計 。
mercury is used in the extraction process .	聚合物用在抽菸過程中 。
how much do i stand to gain from cheating ?	有多少我站在廚房裡 ?
so , yeah , so this is , again , difficult .	所以 , 這是很困難的 。
which of these hypotheses can be true ?	哪些假設可以是真的 ?
you need accessories you're going to come with .	你需要接收器 。
shame is at the core of all of this .	羞辱在所有這一切的核心 。
sexually attractive people are hot .	性吸引人是熱烈的 。
humiliation is not revelation .	羞辱不是相關的 。
so it's a very nice little device .	這是一個很棒的小裝置 。
if we needed this or this , what would you want ? "	如果我們需要這個 , 你會想要什麼 ? 」
anything that we do spreads ripples .	我們所做的任何東西 。
but a lot of people don't love it so much .	但很多人不喜歡它 。
there's 10 tickets in this lottery .	這裡有十個駭客 。
you have palestinelovesisrael .	你有巴勒斯坦人 。
but i actually walked away with a great job offer .	但我其實走出一個很棒的工作 。
i'll try to make that clear partially clear .	我會試著讓這個清楚的部分清楚 。
they say three percent of the population likes classical music .	他們說有3%的人口 , 例如典型音樂 。
what can we do about this ? what are the solutions ?	我們能做什麼 ? 解決方案是什麼 ?
in other words what is a meritocratic society ?	換句話說 , 民主社會是什麼 ?
well , there is very little i can do about that .	嗯 , 我沒辦法這麼做 。
it is that beautiful . it is yours to protect . "	這是一個美麗的 , 是你的保護 。 」
facebook has started a dark net site .	臉書開始了一個黑暗的網站
but the point is , it doesn't feel that way .	但重點是 , 感覺並不如此 。
you're reading about larry page already .	你已經讀過larryp頁 。
strange term , but in some ways , he is .	奇怪的詞彙 , 但在某種程度上 , 他是如此 。
add them all up and the result won't be perfect .	加上它們 , 結果並不完美 。
i had never before thought of myself as a creative person .	我從來沒有想過自己是創意的人 。
beau lotto: do you think you see reality ?	雅各:你認為你看到現實嗎 ?
the more shame , the more clicks .	越多的羞辱 , 越多的點 。
let's start easy , with the middle east .	從中東開始 。
he already knew by my tone of voice and body language .	他已經知道我的聲音和身體語言 。
so low income here , high income there .	所以低收入 , 高收入 。
now this app is spawning itself from the data .	這個應用程式是從數據中分散出來的 。
but i would say nothing , and i would seethe inside .	但我不會說什麼 , 我會看到內部 。
that seems like a onequestion iq test .	這似乎是個智商測試 。
stereotypes have been broken .	刻板印象已經被破壞了 。
it's less linear for them and more circular .	牠們的線性較少 。
when we know something well , it's difficult to change .	當我們知道某件事時 , 很難改變 。
most city agencies give us statistics .	大部分的城市機構給我們數據 。
jl: and that helped when amy was born ?	jl:那協助艾莉出生時 ?
you can create a compstat for justice .	你可以為正義創造一個競爭 。
and to explain why this is so , i have a question .	為了解釋為什麼這樣 , 我有一個問題 。
in the serial number , there is a letter .	在數位數字中 , 有一個字母 。
i've planted a hundred trees in a day .	一天我種了一百棵樹 。
meet someone you do not know , and get to know them .	遇到你不知道的人 , 去認識他們 。
medical conditions don't negate the human condition .	醫學條件不見得人類的狀況 。
and when they were old , they were completely different animals .	當它們老化時 , 它們完全不同動物 。
well , i had a unique seat that day .	那天我有一個獨特的座位 。
will they feel excommunicated as i did ?	他們會感到很興奮嗎 ?
cameraman: i work on different camera solutions .	攝影師:我在不同的相機解決方案 。
similarly , we can think about physiology .	同樣地 , 我們可以思考物理學 。
so i'll paraphrase his exact words .	所以 , 我將他的真正的詞彙癱瘓 。
and i found something interesting , i thought , at that time .	我發現了一些有趣的事 , 那時我心想 ,
" where were you october 5th ? "	「 你在哪裡 ? 」
so what has this got to do with business leadership ?	這和商業領袖有什麼關係 ?
agf: it's important for many reasons .	agf:對很多原因很重要 。
and we never think about the hidden connection .	我們從來沒有想到隱藏的連結 。
then i got a letter from this gentleman .	然後我收到一封來自這位男士的信 。
other people do all sorts of jobs to get by .	其他人會做各種工作 ,
a fish can't do anything to a crow . "	魚不能為群做任何事 。 」
they came to told me , i have to save him .	他們來找我 , 我得拯救他 。
and in study after study , they have run from difficulty .	在研究之後 , 他們從困難中逃走 。
so these are ecological and economic impacts of climate .	這些是氣候的生態和經濟影響 。
i have chosen not to rock the boat .	我選擇不要搖船 。
now , notice the word here is " become . "	現在 , 請注意這個詞是 「 變成 」 。
i mean 100 percent death rate is pretty severe .	我的意思是100%死亡率非常嚴重 。
but conceptually , it's essentially simple .	但基本上 , 基本上是簡單的 。
and he said that , in fact — let me see if this thing works .	他說 , 事實上 , 讓我看看這東西是否有效 。
we did this in africa , and we're very proud of that .	我們在非洲這麼做 , 我們非常自豪 。
and that of course defeats the object of the exercise .	這當然會防禦運動的物體 。
we can revert the malignant phenotype .	我們可以逆轉磁鐵 。
for every yes , you would get a point on your ace score .	每個是的 , 你會得到一個重點 。
we have to fix that and figure out what we're going to do . "	我們必須修復它 , 找出我們要做什麼 。 」
as you might see the bottom of the list was climate change .	如你所見 , 清單的底部是氣候變遷 。
sialic acid is not the kind of sugar that we eat .	諷刺的並不是我們吃的糖 。
if you go to my site , there's tons of things .	如果你去我的網站 , 有很多東西 。
and tourism campaigns can just be cheesy .	旅遊運動可能只是起士 。
craig venter: can we explain how significant this is ?	cracraigvoer:我們能解釋這有多麼重要 ?
and that's really how i became an entrepreneur . "	這真的是我成為企業家 。 」
the research in this field has been taking giant steps lately .	這項領域的研究很晚就開始進行巨大的步驟 。
and on other days , we would read together , we would read poetry .	另一天 , 我們會一起閱讀詩 。
i knew then that this topic needed to be open for discussion .	我知道這個主題需要開放討論 。
and languages differ in where they put boundaries between colors .	語言會影響顏色之間的界限
so immediately , we're rejecting them .	所以 , 我們立即拒絕他們 。
and i'll be honest , i don't know why that is .	老實說 , 我不知道為什麼 。
this is called the registry of standard biological parts .	這叫做 「 標準生物學部位 」 。
and that's why you don't need to model the glass .	這就是為什麼你不需要模擬玻璃
we went to other countries . as i said we went to denmark .	我們去了其他國家 。 正如我剛剛說的 , 我們去了丹麥 。
he was in sudan when the civil war broke out there .	他在蘇丹 , 當內戰爆發時 。
moreover , he invites us to look under the hood .	此外 , 他邀請我們看看熱帶 。
and as you can see , it's extremely difficult to read .	如你所見 , 很難閱讀 。
because we have almost finished , i'll repeat this story .	因為我們幾乎結束了 , 我會重覆這個故事 。
it's the idea that some people don't believe in an afterlife .	這是一些人不相信的概念 。
we represent over 60 percent of the number of refugees globally .	我們全球的難民數目超過60% 。
i saw a group of kids kind of huddled in a circle .	我看到一群孩子在圓圈中被獵殺 。
they showed puss oozing out from between their teeth .	他們從牙齒之間展出催產素 。
and i believe the end product of it will be entirely about engagement .	我相信它的最後產品將會完全是關於參與的 。
there are also people who are allergic to a particular vaccine .	有些人對特定的疫苗有很大的認知 。
nobody , so like i said , i'm a titan .	沒有人 , 就像我說的一樣 , 我是西班牙人 。
in about 30 days or so they'll be connected to the greenlab .	在大約30天左右 , 牠們會和綠色的連結 。
she didn't say much ; there were lots of silences .	她沒有說太多 , 有很多沉默 。
are you admitted into the college you wanted to get into ?	你承認你想要進入的大學嗎 ?
and so this green dot up here is a driver assistance system .	這個綠點是駕駛協助系統 。
now , these are trivial marketing examples , i accept .	現在 , 這些是臨床行銷案例 , 我接受 。
because you see now , i presented statistics that don't exist .	因為現在 , 我展示了不存在的統計數據 。
so this is the 50 percent line , that's the random expectation .	這是隨機預期的50%
that's a digital storage in a physical container .	這是一個數位儲存器 。
the challenge , so often , is hanging on to that as we grow up .	挑戰 , 通常我們長大的時候 , 一直在改變這一點 。
zach , can you hold your breath , please ?	zach , 你能保持你的呼吸嗎 ?
it shouts out the hidden filtered voices .	它發出隱藏的聲音 。
this photo , you can you can even see on an interactive map .	這張照片 , 你可以在互動地圖上看到 。
that is something which is very , very lacking in ai .	這是很少人工智慧的東西 。
and then , eventually , only dummies wanted to work there .	然後 , 最終 , 只想在那裡工作 。
and what's under that is what we call bureaucracy .	我們稱之為 「 官僚主義 」 。
it could be one becomes very obese , the other is not .	可能是很肥胖 , 另一種是不是 。
tmm: it's 6:30 a . m .	湯姆:它是630 。
let the gratefulness overflow into blessing all around you .	讓大家周遭的感謝 。
now let me talk about what happens when you enter into the military .	現在我來談談一下你進入軍隊時會發生什麼事 。
well , it's actually a lot cheaper than you may think .	其實比你想像的還要便宜 。
and in string theory , vibration determines everything .	在弦理論中 , 振動會決定一切 。
and this is the kansai airport , in japan .	這是日本的肯亞機場 。
and those two things are religion and politics .	這兩件事是宗教和政治 。
these technologies are commercially available .	這些科技是商業化的 。
what makes this dynamic inconsistency happen ?	這個動態不穩定發生了什麼 ?
you know who to arrest , who to negotiate with .	你知道誰要逮捕誰 , 去和誰談判 。
some of our heroes return home to tell their stories .	我們有些英雄回家告訴他們的故事 。
we then process these husks with some basic equipment .	然後我們處理一些基本設備 。
and this one i learned because i tried to follow everything in the bible .	這是我學到的 , 因為我試圖追蹤聖經的一切 。
so mission 31 wasn't so much about breaking records .	所以 , 第31個任務不是要打破紀錄 。
it spread like a crescendo all around the world .	它像世界各地一樣散播 。
and skin at the other end also represents the floor .	另一端的皮膚也代表地板
the higher the iq , the more likely they were to give up .	智商越高 , 他們就越有可能放棄 。
now do you need towels , laundry , maids ?	你需要輪椅、洗衣服、馬丁嗎 ?
you know , i'm making a very important argument .	你知道嗎 , 我做了一個非常重要的論點 。
and that's mercury ok , ok , i'll stop .	沒錯 , 我就停下來了 。
configure your brain to cope the best in that situation .	信心你的大腦在那個情況下複製最好的大腦 。
and you think of the internet as this kind of distributed system .	你把網路視為一個分佈系統 。
and what it all boils down to is , of course , the sun .	當然 , 太陽 。
and we were asked to participate in a few projects before this .	我們被要求參與這個計畫 。
this is the income distribution of china , 1970 .	這是1970年中國的收入 。
we have life imprisonment without parole for kids in this country .	在這個國家 , 我們有生命監獄 。
just looked like the coast of california for me .	看起來像加州的海岸 。
this time , i'm going to talk about mental illness .	這次 , 我要談心理疾病 。
i'm not holding these out as being the biggest issues .	我不是把這些視為最大的問題 。
and in england , there's a pop singer .	在英格蘭 , 有一名歌手
it seems a little bit crazy , but it's not .	看起來有點瘋狂 , 但不是 。
this is the government's projection for the workingage population going forward .	這是勞動人口的投影 。
we're going to offer it as a donation to this poor country .	我們將捐贈給貧窮國家 。
so , what i'd like to do now is try a little drawing .	我現在要做的是試一點畫 。
what you have here is an electronic cigarette .	這裡有個電子香菸 。
and a piazza is the beginning of urban life .	披薩是城市生活的開端 。
but the wall's main purpose today is cultural .	但現今牆的主要目的是文化 。
what we see are human beings in all their multiplicity .	我們看到的是人類的多元性 。
i think i was a stronger baby than my brother .	我覺得我比我兄弟更強壯 。
and i needed to find something historically that would match that .	我需要在歷史上找到類似的東西 。
it stayed here and tried not to move any part of its body .	它留在這裡 , 試著不要移動身體的任何一部分 。
of course all happy families aren't alike . "	當然所有快樂的家庭都不喜歡 。 」
and i'm not just talking about getting your bell rung .	我不只是在談你的肚子 。
this is the signal for a catcher to walk the dog .	這是一隻捕魚的訊號 。
" no , that's impossible , " they'd say .	「 不 , 不可能 」 他們會說 。
child: ommm . ommm . ommm .	孩子:湯姆.湯姆.湯姆 。
up top: shopping bags and frappuccinos .	上方:購物袋和碎片 。
most artists today learn on their own by trial and error .	今天大部分的藝術家都透過試驗和錯誤學習 。
so we bought 100 , 000 books and sent them to india .	所以我們買了一萬本書 , 寄給印度 。
and so i started playing around , and i found something going on over here .	於是我開始玩耍 , 我發現某件事正在發生 。
but , you know , our stories are like this because our lives are like this .	但 , 我們的故事就像這樣 , 因為我們的生活就像這樣 。
so here we are having our first client , brilliant .	我們有第一批客戶 , 很聰明 。
truly , you would be a great success story .	真的 , 你會是個很成功的故事 。
we put people in boxes based on their genitalia .	我們把人放在盒子裡 , 把人放在他們的性別上 。
the peace talks dragged on and on and on .	與平演說開來了 。
so we have not had that at all with these socalled treatments .	所以 , 我們完全沒有這些所謂的治療 。
and it allowed me to test my device on her samples as well .	我也能在樣本上測試我的裝置 。
but it's an unusual building to protect this telescope .	但這是一個不尋常的建築來保護望遠鏡 。
it is about getting the message heard and respected .	重點是要傳達訊息和尊重 。
my beautiful wife has been with me through this entire journey .	我的太太太經歷了整個旅程 。
so ok , we proved we can turn things into interfaces .	好 , 我們證明我們可以把事情轉變成介面 。
i thought that i couldn't come here without giving you something special .	我以為我不能來到這裡 , 沒有給你們一些特別的東西 。
damn . but you know , watson is growing up fast .	丹麥 , 但你知道 , 沃森正在快速成長 。
and then the pattern was changed: triangle , square .	然後模式改變了:三角形、方形 。
it's a complex system , but within it , there is no waste .	這是一個複雜的系統 , 但在裡面沒有浪費 。
but what if we stopped thinking about devices and think instead about environments ?	但如果我們停止思考設備 , 反而思考環境 ?
who decides whether to release a gene drive that can fly ?	誰決定要釋放一個可以飛的基因驅動嗎 ?
does this idea support this goal ? if yes , let's keep it .	這個想法是否支持這個目標 ? 如果是的 , 咱們繼續 。
if we can make matter alive , would we have a matterhazard ?	如果我們能活下去 , 我們會有問題嗎 ?
but my obligations to my nation were always superior .	但我的任務總是超越我的國家 。
it means you can have twins born oh , in 50 years ?	意思是 , 在50年內 , 你能生出雙胞胎嗎 ?
and as i said before , you never know who you might inspire .	正如我之前所說的 , 你永遠不知道你是誰 。
the swiss have an interesting army . five hundred years without a war .	瑞士有個有趣的軍隊 , 五百年沒有戰爭 。
and so i applied to caltech and they turned me down .	所以 , 我申請了計算 , 然後他們把我關掉 。
ear infections started when he was barely four months old .	耳朵感染從他幾乎不四個月 。
but interestingly , it's also a way to show how power has changed .	但有趣的是 , 它也是一種解釋權力的改變 。
either way , she was focused , she was filling out the form .	無論如何 , 她專注於這個形式 。
and while this approach has merits , i have come full circle .	雖然這個方法有ritrit , 我已經完整圓了 。
something that wasn't even a possibility became a reality .	甚至沒有可能性變成現實 。
she said , " get off your throne . money is green . "	她說: 「 離開你的口袋 。 金錢是綠色的 。 」
1990 , you've gotten most of the northern areas .	1990年 , 你大部分的北部地區 。
none in india . there are now at least a half a million active .	沒有在印度 , 現在至少有五百萬個活躍 。
and making buildings for this beauty makes cities better places to live .	為這個美麗的建築讓城市更好的生活 。
look: that huge hump in the middle already have girls in school .	看:中間的大獵物已經有女孩 。
then she came back and walked away from us into a second hut .	然後她回來 , 走向我們第二個幽默 。
and this is the same thing , money down there , and health , you know ?	這是同樣的 , 金錢下面 , 健康 , 你知道嗎 ?
but i think being different is good , because you present a different point of view .	但我認為不同 , 因為你有不同的觀點 。
and this runs off of a motorcycle battery .	這個電池從電池運送出來 。
you don't need you don't need something more to get something more .	你不需要更多東西來得到 。
so , i did tropical ecology and plant botany .	所以 , 我做了熱帶生態學和植物 。
no magic . no secret . it's just love .	沒有魔術 , 沒有秘密 , 只是愛 。
that's because this used to be my home and office on maui .	這是因為這是我家的辦公室 。
but i talked to other people who were true ideologues .	但我和其他人談過真實的身份 。
you can see the chai being poured in the background .	你可以看到在背景裡的椅子 。
these kinds of things play out in lots of bad ways in humans .	這些東西在人類身上扮演著很多不好的角色 。
same neurons , same neurochemicals , same biology .	同樣的神經元 , 同樣的神經化學物質 。
women use social media at a rate of 600 percent more than men .	女性使用社交媒體比男性還要多600% 。
amundsen was focused solely on reaching the pole .	杏仁核聚焦在接觸池塘 。
so we have a biology of trustworthiness .	所以我們有一種信任的生物學 。
it's the best way to shut people down on an airplane .	這是飛機上的最佳方法 。
and he had no training or background in logistics .	他在邏輯上沒有訓練或背景 。
these cells are unique because they're totally naïve .	這些細胞是獨特的 , 因為它們完全天真 。
the third , judge bryson , agreed with us .	第三 , 法官布萊森同意我們 。
but it's so fundamental to everything else in our world .	但對於我們世界上所有其他的一切都如此基本 。
because it's so hard to admit our own fallibility .	因為很難承認自己的潛力 。
bandura calls this process " guided mastery . "	bandura稱這個過程為 「 導師 」 。
how do i integrate this information into the longer course of my life ?	我如何將這些資訊融合到我生命的過程中 ?
so what did we do ? we send it back to the editor .	我們要怎麼辦 ? 我們把它送回編輯 。
i had extensive and lifethreatening injuries .	我有很大的威脅 。
how many of you have ever heard someone say privacy is dead ?	有多少人曾經聽過有人說隱私是死了嗎 ?
cs: i can't stop imagining what that might be .	克里斯:我不能停止想像這可能是什麼 。
they go from a couple of inches to a couple of feet .	他們從幾英吋長到幾英尺 。
loud stops being loud anymore , after a while .	大聲停止了一陣子 。
it has nothing to do with the fact that i was born there , of course .	當然 , 我出生的事實都沒有 。
i put it to you: is this eliminating poverty ?	我把它放給你們:這是一個消除貧窮的嗎 ?
it's the second highest contributor to climate change .	這是氣候變遷的第二位最高貢獻者 。
they were jewish refugees from belgium .	他們是猶太人難民 。
ten percent of americans don't disappear every year .	百分之十的美國人每年都不會消失 。
and i know some of you are saying , " practice ?	我知道有些人在說: 「 練習嗎 ?
it was an account controlled only by rita .	只有里達州的帳戶 。
brazil is the most violent country in the world today .	巴西是現今世界上最暴力的國家 。
the kind with the corrugated roof , you know .	貪汙的屋頂 。
it's the bottom line , the dollar line .	這是底線 , 黃線 。
and the third one was , never criticize a teammate .	第三個是 , 從來沒有批評團隊 。
they should be dedicated mainly to knowledge production .	他們應該主要是知識生產 。
not very well , it turns out . i can't do that .	結果發現 , 我不能這樣做 。
it's more than just being open to selfimprovement .	不只是開放自我改善 。
you can add a third dimensionality to the film .	你可以加上第三個維度 。
what if addiction is an adaptation to your environment ?	如果成癮是適應你的環境 ?
so this is like the stealth bomber of the ocean .	這就像海洋的鋼琴一樣 。
and ems also have some more action possibilities .	仿真腦也有更多的行動 。
you have to create the circumstances where they show themselves .	你必須創造出他們自己的環境 。
so we need to think differently about agriculture science .	所以我們需要不同的思考農業科學 。
and that's their problem ; we're eating them to death .	這就是他們的問題 ; 我們吃他們死 。
and we reject any story that contradicts it .	我們拒絕任何矛盾的故事 。
and it's so interesting that i thought i would tell you about it .	我覺得這很有趣 。
and the good news is that we managed to help change the law .	好消息是 , 我們開始協助改變法律 。
this woman is an extraordinary grandmother .	這位女子是一位非凡的祖母 。
how do you do it from the power of the consumer up ?	你要如何從消費者的力量來做呢 ?
could it be that we don't need to go to school at all ?	可能我們不需要去上學嗎 ?
it does not matter how powerful your prosthetic ankle is .	不管你的義肢皮膚有多強 。
and so it goes back to the lesson of the jitney .	所以 , 它回到旅行的教訓 。
and of course , in wartime , conditions aren't perfect .	當然 , 在戰爭中 , 情況並不完美 。
so it's a consumerdriven coop .	這是一個消費者合作 。
but i wasn't weak ; i was a high achiever .	但我不是弱勢 ; 我是個高成就 。
and so i think that's what it all boils down to .	所以我認為這一切都被下載了 。
the odds were massively stacked against them .	奇怪的是對他們很大的攻擊
so , gently touch the tip of a needle .	所以 , 溫柔地觸碰針頭 。
and this is , again , the point i'm trying to make .	這是我想要做的重點 。
we don't value our own traditional knowledge .	我們不珍惜傳統的知識 。
now , i lose a lot of arguments .	我失去很多論點 。
that's where all the resources come from .	這就是所有資源來源的地方 。
so here we are back to the horse and buggy .	所以 , 我們回到馬和布希 。
identical in shape , size , spectral content .	相同的形狀 , 大小 , 光譜內容 。
and it's also deeply embedded in our lives .	這也是我們生命中深刻的尷尬 。
sleeping at night enhances our creativity .	晚上睡覺讓我們的創意 。
the platinum layers are the muscle .	塑膠層是肌肉 。
it's this deep sense of trust and cooperation .	這是非常深刻的信任和合作 。
and what was born is what we call today the disability rights movement .	我們今天所謂的殘疾權利運動 。
but what they're also telling me is that they have fears .	但他們也告訴我 , 他們有恐懼 。
i'd like for you to take a moment to imagine this with me .	我希望你們花點時間來想像這一點 。
what we're talking about today is also rocket science .	今天我們談的是火箭科學 。
i went to the democratic republic of congo .	我去了剛果民主共和國 。
only , i think it's quite a big blow again .	只有我覺得這是一個很大的爆炸
i see cats and dogs walking towards me .	我看到貓和狗走向我 。
we just dismiss it out of our consciousness .	我們只是從意識中解開它 。
and most of those losses are because of things we know .	大部分的損失都是因為我們知道的事物 。
and so we walked back up to the mountain two days later .	我們兩天後回到山脈 。
and we take advantage of something that is very simple .	我們採用非常簡單的東西 。
so that's it . that's it . that's it .	這就是它 。 這就是它 。 這是它 。
but it's the '80s , it's cool .	但這是1980年代 , 很酷 。
they live in an environment of chemosynthesis .	他們生活在化療環境中 。
those colorful , outofthebox kind of thinkers .	這些顏色、外交的思想者 。
i remember , for some reason , that they were exactly the same height .	我記得 , 對於某些原因 , 他們是一樣的重量 。
also , don't delete what you've highlighted .	此外 , 不要刪除你所經歷過的高點 。
and it will fundamentally transform our relationship with local travel .	基本上 , 它會改變我們和當地旅行的關係 。
but when most of us have bits of time , what do we do ?	但當大多數人有一些時間 , 我們會做什麼 ?
and when he presented the project to me , he started crying .	當他向我展示這個計畫時 , 他開始哭泣 。
and i stumbled across something called " cancer stem cells . "	我突然發現了一種叫做 「 癌症幹細胞 」 。
oh great ! yeah . yeah you can all stop calling now !	喔 ! 太棒了 ! 沒錯 , 你現在可以停止打電話 !
and the half a turn is halfway between the six pointed stars .	另一半是六個指數星之間的一半 。
being queer and trans is about creating new ways of existing .	身為酷兒和轉變是為了創造新的存在方式 。
in the next scene , walle comes back to life .	在下一個場景 , 牆又回到生命 。
we've got to attack that brand in front of them .	我們得要攻擊他們前面的品牌 。
do they go from one side of the pacific to the other ?	他們從太平洋的一邊走到另一邊 ?
how many people are trying to learn english worldwide ?	世界上有多少人在嘗試學習英語 ?
this is an averagesize greenlandic iceberg .	這是一個平均綠地冰山 。
and then i made it 32 more times , and then it worked . "	然後我再做32次 , 然後它成功了 。 」
come on , they live in big houses , they have big cars .	來吧 , 他們住在大房子裡 , 他們有大型汽車 。
well , something like technorati is supplying that .	嗯 , 像是科技的供應 。
taio rocha uses making soap as a technology of learning .	泰亥俄羅斯用肥皂作為學習的科技 。
a key notion in those equations is fitness .	在這些方程式中 , 關鍵的概念是固定的 。
a couple years later , the movie " jaws " came out .	幾年後 , 電影《日本》出來了 。
and after 35/36 years , it's still going on .	經過3/36年之後 , 它仍然繼續發生 。
how many of you are augmented cyborgs ?	在座有多少人會強調循環 ?
the bigger question is , what do you do about the value down here ?	更大的問題是 , 你在此做什麼 ?
the point is then recorded into a 3d visualization program .	重點是 , 記錄到一個3d視覺化的計畫 。
and his dad said , " that's inertia . "	他的父親說: 「 那真是不可思議 。 」
and what happens is that people , they start to see themselves in this space .	人們開始在這個空間中看到自己 。
when they don't work , someone or something is to blame .	當他們不工作時 , 某人或某件事就是責怪 。
that second memory probably isn't as strong , but why not ?	第二個記憶可能不那麼強壯 , 但為什麼不 ?
i said , " what did you burn , marlene ? "	我說: 「 你燒了什麼 ? 」
and i was looking at that , trying to figure out what it means .	我看著它 , 試圖找出它的意義 。
and that worthy ambition became his lodestar .	值得的野心變成了他最愛的 。
that bill is what we had our eyes set on from day one .	比爾是我們從白天開始的眼睛 。
it's a stretch of beach we know so well .	這是我們所知道的海灘 。
and i think this is beginning to happen in the entertainment business .	我認為這已經開始發生在娛樂商業 。
in that process , she found out that first , she was not alone .	在這個過程中 , 她發現 , 她並不孤單 。
i will take those now . thank you all of you that did this .	我現在會拿這些 , 謝謝大家 。
if we overshoot , we can pour a little bit back .	如果我們過度拍攝 , 我們可以回來 。
that because the overdoses are happening so much to the white community .	因爲過度假設在白人社區裡 。
that's all i'm trying to do , all day long .	這是我一直在努力的 。
and then he said , " why would they vote for him ? "	然後他說: 「 他們為什麼投票給他 ? 」
the two of these are delivering the best of both worlds .	這兩種是改變世界最好的 。
fortunately , our queen is well prepared .	幸運的是 , 我們的蟻后已經準備好了 。
so netra was stuck with 30 paintings of mine .	所以netra和我的30幅畫都被困住 。
suddenly , loki didn’t feel so clever .	突然 , 洛基沒有那麼聰明 。
it turned out , the light in that room was slightly different .	結果發現 , 房間中的光稍微不同 。
everybody knows , you should absolutely not work with your spouse .	大家都知道 , 你絕對不應該和你的伴侶合作 。
not the work , the work was still oftentimes as dark as ever .	不是工作 , 工作通常是黑暗 。
we must understand that as we approach people with so much trauma .	我們必須了解當我們接觸到這麼多創傷的人 。
this one disguises itself as floating algae .	這個分歧本身是漂浮的藻類 。
so we sell the 40pack of condoms , right ?	所以我們賣了40包裝 , 對吧 ?
voice over: the new playdoh mop top hair shop .	聲音一遍:新玩樂的頭髮 。
only one problem: you're not talking to the bank .	只有一個問題:你不和銀行談話 。
let me show you a quick video of what this camera does .	讓我快速展示這張相機的影片 。
hawaiians say it's a good night for fishing .	夏威夷人說這對魚來說是很棒的夜晚 。
i realize that this picture was taken at a friend's living room .	我意識到這張照片在朋友的客廳拍攝 。
if he slept one hour , 30 people would die .	如果他睡了一小時 , 三十人會死 。
and watch the change as it goes into this long dry season .	當它進入這長的季節時 , 看到改變 。
in our process , we basically use it as a glue .	在我們的過程中 , 基本上 , 我們把它當成螢光 。
but in the last few decades that has totally changed .	但在過去的幾十年中 , 完全改變了 。
that's a really big bet . why did they do that ?	這是個很大的賭注 。 為什麼他們會這樣做 ?
so our collective curiosity went into overdrive .	所以我們的集體好奇心已經被過濾了 。
i've seen all of this . these are excuses .	我看過所有這些 , 這些都是藉口 。
he was simply the instrument of god's will .	他只是神的樂器 。
and this didn't exist in codices a and b .	這不存在於核心和b 。
i did that twice , and i went broke .	我做了兩次 , 然後我打破了 。
it was 443 feet above the earth .	地球上有443英尺 。
they're all together there . they are immobile .	它們都聚在一起 。 它們是冰山 。
then , i got permission for college .	然後 , 我得到了大學的許可 。
