and i think that's where we are .	我認為那就是我們所在的地方 。
and this is the same thing , money down there , and health , you know ?	這是同樣的事 , 金錢 , 健康 , 健康 , 你知道嗎 ?
but i think being different is good , because you present a different point of view .	但我認為 , 身為不同的是好事 , 因為你展示了不同的觀點 。
and this runs off of a motorcycle battery .	這個電池從馬車電池中跑出來 。
you don't need you don't need something more to get something more .	你不需要更多東西才能得到更多東西 。
so , i did tropical ecology and plant botany .	所以 , 我做了熱帶生態和植物 。
no magic . no secret . it's just love .	沒有魔術 , 沒有秘密 , 只是愛 。
that's because this used to be my home and office on maui .	那是因為過去是我的家和辦公室 。
but i talked to other people who were true ideologues .	但我和其他真正的獨裁者談話 。
you can see the chai being poured in the background .	你可以看到在背景裡被放到後面 。
these kinds of things play out in lots of bad ways in humans .	這些東西在人類身上扮演著許多壞事 。
same neurons , same neurochemicals , same biology .	同樣的神經元 , 同樣的神經化學 , 同樣的生物 。
women use social media at a rate of 600 percent more than men .	女性用社群媒體的比例 , 比男性還要多600% 。
amundsen was focused solely on reaching the pole .	杏仁核聚焦在接觸到池塘 。
so we have a biology of trustworthiness .	所以我們有了信任的生物學 。
it's the best way to shut people down on an airplane .	最好的方法是把人關在飛機上 。
and he had no training or background in logistics .	他沒有在邏輯上訓練或背景 。
these cells are unique because they're totally naïve .	這些細胞是獨特的 , 因為它們是完全天真的 。
the third , judge bryson , agreed with us .	第三 , 法官布萊森 , 同意我們 。
but it's so fundamental to everything else in our world .	但對於我們世界上所有其他東西都如此重要 。
because it's so hard to admit our own fallibility .	因為很難承認我們自己的潛力 。
bandura calls this process " guided mastery . "	bandura稱這個過程為 「 引導大師 」 。
how do i integrate this information into the longer course of my life ?	我如何將這些資訊融合到我人生的過程中 ?
so what did we do ? we send it back to the editor .	我們要怎麼做 ? 我們把它送回編輯器上 。
i had extensive and lifethreatening injuries .	我有很大的生命威脅傷害 。
how many of you have ever heard someone say privacy is dead ?	有多少人聽過有人說隱私是死了 ?
cs: i can't stop imagining what that might be .	克里斯:我不能停止想像這可能是什麼樣子 。
they go from a couple of inches to a couple of feet .	他們從幾英吋到幾英尺 。
loud stops being loud anymore , after a while .	大聲停止不再大聲 , 一陣子之後 。
it has nothing to do with the fact that i was born there , of course .	當然 , 我出生的事實完全沒有關係 。
i put it to you: is this eliminating poverty ?	我把它放到你們身上:這個消失貧窮嗎 ?
it's the second highest contributor to climate change .	這是氣候變遷的第二個最高貢獻者 。
they were jewish refugees from belgium .	他們是來自貝爾gium的猶太難民 。
ten percent of americans don't disappear every year .	百分之十的美國人每年都不會消失 。
and i know some of you are saying , " practice ?	我知道你們有些人會說: 「 練習嗎 ?
it was an account controlled only by rita .	它只被里達所控制 。
brazil is the most violent country in the world today .	巴西是現今世界上最暴力的國家 。
the kind with the corrugated roof , you know .	貪腐的屋頂 , 你知道的 。
it's the bottom line , the dollar line .	它是底線 , 黃線 。
and the third one was , never criticize a teammate .	第三個是 , 從來沒有批評團隊 。
they should be dedicated mainly to knowledge production .	他們應該主要是知識生產 。
not very well , it turns out . i can't do that .	不是很順利的 , 結果是 , 我不能這麼做 。
it's more than just being open to selfimprovement .	不只是開放自我改善 。
you can add a third dimensionality to the film .	你可以在電影中加上第三個維度 。
what if addiction is an adaptation to your environment ?	如果成癮是對你的環境的適應呢 ?
so this is like the stealth bomber of the ocean .	這就像是海洋的鋼鐵炸彈 。
and ems also have some more action possibilities .	電子郵件也有更多的行動能力 。
you have to create the circumstances where they show themselves .	你必須創造出他們自己展示的環境 。
so we need to think differently about agriculture science .	所以我們需要用不同的方式來思考農業科學 。
and that's their problem ; we're eating them to death .	這就是他們的問題 , 我們在吃它們去死亡 。
and we reject any story that contradicts it .	我們拒絕了任何故事 , 將它聯繫起來 。
and it's so interesting that i thought i would tell you about it .	這很有意思 , 我覺得我會告訴各位 。
and the good news is that we managed to help change the law .	好消息是 , 我們開始協助改變法律 。
this woman is an extraordinary grandmother .	這位女士是很棒的祖母 。
how do you do it from the power of the consumer up ?	你要如何從消費者的力量上升 ?
could it be that we don't need to go to school at all ?	可能我們不需要上學嗎 ?
it does not matter how powerful your prosthetic ankle is .	無論你的義肢有多強大 。
and so it goes back to the lesson of the jitney .	所以 , 回到旅程的教訓 。
and of course , in wartime , conditions aren't perfect .	當然 , 在戰爭時 , 情況並不完美 。
so it's a consumerdriven coop .	所以這是消費者的合作 。
but i wasn't weak ; i was a high achiever .	但我不是弱點 , 我是高成就 。
and so i think that's what it all boils down to .	所以我認為這就是所有瓶子都放下了 。
the odds were massively stacked against them .	奇怪的是 , 大量地對抗他們 。
so , gently touch the tip of a needle .	所以 , 小心地觸摸針頭 。
and this is , again , the point i'm trying to make .	這又是 , 我想要做的重點 。
we don't value our own traditional knowledge .	我們不珍惜傳統的知識 。
now , i lose a lot of arguments .	現在 , 我失去了很多爭論 。
that's where all the resources come from .	這就是所有資源來源的地方 。
so here we are back to the horse and buggy .	這裡我們回到馬上和布希 。
identical in shape , size , spectral content .	形狀 , 大小 , 視覺內容 。
and it's also deeply embedded in our lives .	它也深植在我們的生活中 。
sleeping at night enhances our creativity .	晚上睡覺會強化我們的創意 。
the platinum layers are the muscle .	塑膠層是肌肉 。
it's this deep sense of trust and cooperation .	這是一種深度的信任和合作感 。
and what was born is what we call today the disability rights movement .	出生的就是今天我們所謂的殘疾權運動 。
but what they're also telling me is that they have fears .	但他們也告訴我 , 他們有恐懼 。
i'd like for you to take a moment to imagine this with me .	我希望你們花點時間來想像這點 。
what we're talking about today is also rocket science .	今天我們正在談的也是火箭科學 。
i went to the democratic republic of congo .	我去了剛果民主共和黨 。
only , i think it's quite a big blow again .	只有 , 我認為這是一個很大的炸彈 。
i see cats and dogs walking towards me .	我看到貓和狗走向我 。
we just dismiss it out of our consciousness .	我們只是從意識中解開它 。
and most of those losses are because of things we know .	這些損失大部分是因為我們所知的事物 。
and so we walked back up to the mountain two days later .	兩天後 , 我們走回山上 。
and we take advantage of something that is very simple .	我們採取一些非常簡單的東西 。
so that's it . that's it . that's it .	這就是它 。 這就是它 。 這就是它 。
but it's the '80s , it's cool .	但它是80年代 , 很酷 。
they live in an environment of chemosynthesis .	他們生活在一個化學合成環境中 。
those colorful , outofthebox kind of thinkers .	這些顏色 , 外交的思想者 。
i remember , for some reason , that they were exactly the same height .	我記得 , 有些原因 , 他們是一樣的高度 。
also , don't delete what you've highlighted .	此外 , 不要刪除你所謂的高點 。
and it will fundamentally transform our relationship with local travel .	它會徹底改變我們與當地旅行的關係 。
but when most of us have bits of time , what do we do ?	但當大部分人有一點時間 , 我們該怎麼辦 ?
and when he presented the project to me , he started crying .	當他向我展示這個計畫時 , 他開始哭泣 。
and i stumbled across something called " cancer stem cells . "	我突然發現了一種叫做 「 癌症幹細胞 」 。
oh great ! yeah . yeah you can all stop calling now !	喔 , 太棒了 ! 沒錯 , 你現在都可以停止打電話了 !
and the half a turn is halfway between the six pointed stars .	一半的轉向是六個星球之間的一半 。
being queer and trans is about creating new ways of existing .	身為酷兒和變性 , 是要創造新的存在方式 。
in the next scene , walle comes back to life .	在下一個場景裡 , 牆又回到生命中 。
we've got to attack that brand in front of them .	我們必須在他們面前攻擊這個品牌 。
do they go from one side of the pacific to the other ?	他們從太平洋一邊走到另一邊 ?
how many people are trying to learn english worldwide ?	有多少人試圖學習英語 ?
this is an averagesize greenlandic iceberg .	這是一個平均的冰島冰山冰山 。
and then i made it 32 more times , and then it worked . "	然後我再做了32次 , 然後它成功了 。 」
come on , they live in big houses , they have big cars .	拜託 , 他們住在大房子裡 , 他們有大型汽車 。
well , something like technorati is supplying that .	嗯 , 像科技 , 可以供應它 。
taio rocha uses making soap as a technology of learning .	塔尼亞·羅卡拉使用肥皂作為學習的技術 。
a key notion in those equations is fitness .	在這些方程式中 , 關鍵的概念是正確的 。
a couple years later , the movie " jaws " came out .	幾年後 , 電影《日本》出來了 。
and after 35/36 years , it's still going on .	在3/36年之後 , 它仍然在發生 。
how many of you are augmented cyborgs ?	在座有多少人被強化的循環 ?
the bigger question is , what do you do about the value down here ?	更大的問題是 , 你要怎麼做 ?
the point is then recorded into a 3d visualization program .	重點是 , 錄製了一個3d視覺化計劃 。
and his dad said , " that's inertia . "	他的爸爸說: 「 那真是不可思議 。 」
and what happens is that people , they start to see themselves in this space .	結果是 , 人們開始在這個空間中看到自己 。
when they don't work , someone or something is to blame .	當他們不行時 , 或有人會怪罪 。
that second memory probably isn't as strong , but why not ?	第二個記憶可能不那麼強 , 但為什麼不 ?
i said , " what did you burn , marlene ? "	我說: 「 你燒了什麼 , 火星 ? 」
and i was looking at that , trying to figure out what it means .	我看著這點 , 試圖找出它的意義 。
and that worthy ambition became his lodestar .	那個值得的野心變成了他最愛的 。
that bill is what we had our eyes set on from day one .	那個比爾是我們從那天開始的 。
it's a stretch of beach we know so well .	這是我們所知的海灘 。
and i think this is beginning to happen in the entertainment business .	我認為這已經開始發生在娛樂業中 。
in that process , she found out that first , she was not alone .	在這個過程中 , 她發現第一 , 她並不孤單 。
i will take those now . thank you all of you that did this .	我現在會帶著這些 。 謝謝你們這些都這麼做了 。
if we overshoot , we can pour a little bit back .	假如我們超越了 , 我們可以再回來一點 。
that because the overdoses are happening so much to the white community .	那是因為大量的藥物在白人社區中發生了很多事 。
that's all i'm trying to do , all day long .	這就是我一直在努力做的事 , 整天都要做 。
and then he said , " why would they vote for him ? "	然後他說: 「 他們為什麼會投票給他 ? 」
the two of these are delivering the best of both worlds .	這兩種是提供了世界上最棒的兩種世界 。
fortunately , our queen is well prepared .	幸運的是 , 我們的蟻后已經準備好了 。
so netra was stuck with 30 paintings of mine .	所以netra被困住了30幅畫 。
suddenly , loki didn’t feel so clever .	突然間 , 洛基沒有那麼聰明 。
it turned out , the light in that room was slightly different .	結果發現 , 在那間房間裡的燈光稍微不同 。
everybody knows , you should absolutely not work with your spouse .	大家都知道 , 你絕對不該和你的伴侶合作 。
not the work , the work was still oftentimes as dark as ever .	不是工作 , 工作通常都很黑暗 。
we must understand that as we approach people with so much trauma .	我們必須了解 , 當我們接觸到這麼多創傷的人 ,
this one disguises itself as floating algae .	這一種分歧本身是漂浮的藻類 。
so we sell the 40pack of condoms , right ?	所以 , 我們賣了40個裝置 , 對吧 ?
voice over: the new playdoh mop top hair shop .	聲音說:新玩樂的頭髮店 。
only one problem: you're not talking to the bank .	只有一個問題:你不在跟銀行交談 。
let me show you a quick video of what this camera does .	讓我給各位看一個快速的影片 , 說明這張相機是怎麼做的 。
hawaiians say it's a good night for fishing .	夏威夷人說這對魚來說是很棒的夜晚 。
i realize that this picture was taken at a friend's living room .	我明白這張照片是在朋友的客廳拍攝 。
if he slept one hour , 30 people would die .	如果他睡了一小時 , 三十人會死 。
and watch the change as it goes into this long dry season .	看看這個長季的變化 。
in our process , we basically use it as a glue .	在我們的過程中 , 我們基本上用它作為一個流感 。
but in the last few decades that has totally changed .	但在過去幾十年間 , 完全改變了 。
that's a really big bet . why did they do that ?	那是個很大的賭注 。 他們為什麼會這樣做 ?
so our collective curiosity went into overdrive .	所以 , 我們的集體好奇心逐漸進步 。
i've seen all of this . these are excuses .	我看過這一切 。 這些都是藉口 。
he was simply the instrument of god's will .	他只是神的樂器 。
and this didn't exist in codices a and b .	這不存在於核心和b 。
i did that twice , and i went broke .	我做了兩次 , 然後我打破了 。
it was 443 feet above the earth .	地球上有43英尺 。
they're all together there . they are immobile .	它們都在那裡 。 它們是模組的 。
then , i got permission for college .	接著 , 我得到了大學的許可 。
a very famous chinese saying , she said .	一位很有名的中國人說 , 她說 。
all the processing to do that was actually done on the device itself .	所有在裝置上做的過程 。
it's such a delight to have you on the stage .	這對你來說是很開心的 。
animals might love to play , but they don't love to watch .	動物可能很喜歡玩耍 , 但牠們不喜歡看 。
perhaps you can guess what the word underneath was .	也許你可以猜測下面的字是什麼 。
so they introduced me to five families .	所以他們向我介紹五個家庭 。
today we treat high blood pressure mostly with pills .	現今 , 我們大部分都用藥來治療高血壓 。
and that takes me to my final part , part three .	那就帶我到最後一部分 , 第三部分 。
but unfortunately , we need this system in part .	但不幸的是 , 我們需要這個系統 。
just kidding , warming up king of hearts .	只是開玩笑 , 溫暖的心靈 。
people like the persecuted palestinians .	像被逮捕的巴勒斯坦人 。
on the right is a robot that we put in some pond water .	右邊是一台機器人 , 我們放進一些池塘裡 。
brain magic . what's brain magic all about ?	大腦魔術 , 什麼是大腦魔術 ?
you both won . i congratulate both of you .	你都贏了 , 我恭喜你們兩人 。
yeah , that's a terrifying result .	是的 , 這是一個很可怕的結果 。
this woman told me it was in the nick of time .	這位女士告訴我 , 是時間的尼克 。
there are not that many things on earth that are " almost everything . "	地球上有許多東西是 「 幾乎一切 」 。
they shouldn't be there . and we called it lost city .	他們不該去那裡 。 我們稱之為 「 失去城市 」 。
but the result is a new culture with less hierarchy .	但結果是新的文化 , 有較少階級的新文化 。
i cannot will myself to be passionate at 71 .	我不會自己在71歲時感到熱情 。
the country the home of biological . and putting them together .	國家是生物的家 , 把它們結合在一起 。
it doesn't matter how you are or what the day is like .	不論你是怎麼樣的 , 或那天是什麼樣子 。
and within two days the bridge was closed to the public .	在兩天內 , 橋樑被關閉到大眾 。
and this is exactly why failed states are so dangerous .	這就是為什麼失敗國家如此危險 。
" libation , north carolina , 1999 .	「 肢體 , 北卡羅萊納 , 199年 。
so it was about what i was supposed to be doing .	所以那就是我應該要做的事 。
and this is an experiment that may test for them in our lifetime .	這是我們一生中可能測試的實驗 。
so how do we do science in complex systems like forests ?	所以 , 我們要如何在複雜的系統中做科學 ?
well , you can still sell novels without books .	嗯 , 你仍然可以賣小說 , 沒有書籍 。
hold down the shift key to scroll back up again .	等一下 , 把鑰匙放回去 。
listen , this isn't your grandpa's weed .	聽著 , 這不是你的孫子婚禮 。
at this time , fleming is away on vacation .	此時 , 逃離了疫苗 。
and what happened then was peter explained to the leaders .	當時 , 彼得對領導者解釋了什麼 。
sometimes , extraordinary change could happen in just hours .	有時 , 非凡的改變可能只在幾個小時內發生 。
rl: i think terrorism is still number one .	理查爾:我想恐怖主義仍然是第一個 。
and as you can see , there's a large sex difference .	你可以看到 , 有很大的性別差異 。
everybody is thrown off . you go in for the kill .	每個人都被扔掉了 , 你去殺戮 。
you can watch me for one minute now and you'll see the whole thing .	你現在可以看我一分鐘 , 然後你會看到整件事 。
so i knew that had to be solved , and had to be automatic .	我知道這必須被解決 , 而且必須是自動化 。
special olympics also addresses critical health needs .	特殊的奧運會也解決健康需求 。
i don't want to make beautiful stuff ; i want to make the world a better place .	我不想製造美麗的東西 , 我想要讓世界變得更好 。
he works in the country where he comes from , burkina faso .	他在這個國家工作 , 他來自burkinafo 。
the line between conservation and domestication is blurred .	保守和家庭間的界線都被爆發了 。
and now , if it's electric , they can't even hear it .	現在 , 如果它是電 , 它們甚至無法聽見它 。
and it's constructed for change . it's all about change .	它是為了改變而建構的 , 全部都是改變 。
mathematics is so much more than just a subject you study at school .	數學不只是你在學校研究的主題 。
now , you must write a sequel , and this is what will happen . . . "	你必須寫一篇文章 , 這就是會發生的事 。 」
and then i pleaded with them to show me some wrestling moves .	然後我帶著他們去看一些摔角的動作 。
so my brother had no alternatives ; he lacked power .	所以我哥哥沒有替代方案 ; 他缺乏權力 。
and this survey is even larger than what i've shown here .	這個調查更大 , 比我在這裡展示的還要大 。
bruno giussani: look at them first . look at them first .	brunogiusi:首先看他們 。 看看他們 。
she organized smallscale protests , sitins and much more .	她組織了小規模的抗議 , 坐下來 , 更多 。
one the best examples of this came in game four of the 2015 finals .	其中一個最棒的例子是2015年的四個遊戲 。
insane idea , if you're a secularist person , like me .	坦白說 , 如果你是個秘密主義者 , 就像我一樣 。
that's a time lag at a time when it's most important to move quickly .	那時 , 最重要的是移動的時候了 。
if everyone in this room got involved , who knows what we could do ?	如果在座的每個人都參與 , 誰知道我們能做什麼 ?
and of course , " the vagina monologues " we know about .	當然 , 「 陰道獨裁者 」 我們知道 。
he was not invited to the screening . he was too young for that .	他不被邀請到螢幕上 , 他太年輕了 。
well , it's that pesky business of the gender pay gap .	嗯 , 這就是性別付出的慈善事業 。
actually , these are really resilient ecosystems .	事實上 , 這些是非常有效的生態系統 。
all he knows is where he tagged them , and where they popped off .	他只知道他把他們標記在哪裡 , 他們在哪裡被打開 。
it's found in thailand's fishing industry .	它在泰國的漁業中發現了 。
i don't mean looking at it from that way , abusing the little species .	我不是指從那方面來看 , 虐待小物種 。
it's not easy to describe as a demographic .	描述的不是簡單的描述 。
but it's also a new source of opportunities for businesses .	但這也是個新的機會 , 為企業帶來了機會 。
but the dropout crisis is just the tip of an iceberg .	但乾旱危機只是冰山的標題 。
but the real difficulty was that there was no way to paralyze muscles .	但真正困難的是 , 沒有辦法癱瘓肌肉 。
and they clearly cheated in a very , very serious way .	他們很明顯地在一個非常非常嚴肅的路上作弊 。
and this is what i tried to do with my architecture as well .	我也試圖用建築來做這件事 。
institutions hate being told they're obstacles .	機構討厭被告知他們是障礙 。
perhaps my biggest problem with coming from countries is the myth of going back to them .	也許我最大的問題是從國家來的迷思 , 回到他們身上 。
and i'm not being modest or selfdeprecating i am amazing .	我不是老鼠或自我複製 , 我很棒 。
he kind of got this confused look on his face , and he said . . .	他有點困惑地看著他的臉 , 他說 。
because these rivers are the lifeblood of people all along their course .	因為這些河流是一生中所有人 。
" and what do you mean with 'western world ? ' " i said .	「 你對推特世界的意思是什麼 ? 」 我說: 「 我說 。 」
cp: at first , very kind of pained , awkward conversations .	克:一開始 , 非常痛苦 , 尷尬的對話 。
i'm a mathematician . we would like to be able to understand better .	我是數學家 , 我們希望能更了解 。
like so i wrote a song , and i hope you guys dig it .	像這樣 , 我寫了一首歌 , 我希望你們能挖掘它 。
i'm on their board , and i still am involved with it .	我在他們的董事上 , 我仍然參與其中 。
in the future , options like these may replace burial completely .	在未來 , 像這樣的選項 , 可能完全取代燃燒 。
well , what would a tudor gentleman be preoccupied with ?	嗯 , 腫瘤先生 , 會發生什麼事 ?
and i said , " that's a really good idea , what else could it do ? "	我說: 「 那是個很棒的點子 , 它能做些什麼 ? 」
and some people will say , " he needs sensitivity training . "	有些人會說: 「 他需要敏感的訓練 。 」
the cancer quickly took over her body and mind , and she passed away six months later .	癌症很快就接管她的身體和心智 , 她在六個月後過世了 。
you prioritize the one guy who seems to be going a little off course .	你原先把那些看似有點離譜的傢伙 。
ca: leymah , thank you . thank you so much for coming to ted .	克里斯:萊瑪 , 謝謝你們 。 非常感謝你們來ted 。
what immense , if misplaced , creativity . right ?	如果缺乏、創造力 , 會是什麼 ?
anyway , there isn't . you don't need something more to explain something more .	總之 , 並沒有 。 你不需要更多的解釋 。
if you'd like some feedback on them , you can send them to me .	如果你想要一些回饋給他們 , 你就可以把他們寄給我 。
and in fact , i think we're even wrong when we talk about cancer as a thing .	事實上 , 我認為 , 當我們談到癌症時 , 我們甚至是錯的 。
and it works , not just for my wife , but certainly for other patients .	它不僅適用於我的妻子 , 還對其他病人來說是有用的 。
and they did this incredible ritual combat dance .	他們做了很棒的儀式對抗舞蹈 。
i have charged 13 . 7 billion to your american express card .	我收到了137億人給你的美國表情卡 。
then look out over the whole of the next week , and see where you can plan them in .	接著 , 看看接下來的一週 , 看看你能在哪裡規劃它們 。
800 films , 20072015 , 886 directors .	2007年 , 800部電影 , 86個主題 。
diy drones is the community ; they do this thing called arducopter .	diy無人機是社區 , 他們會這樣做 , 叫做arduopter 。
one lovely experiment was done by kurt gray and dan wegner .	有一個很棒的實驗 , 是由kururgy和dangy所做的 。
add people , add laptops , you have a laptop orchestra .	加上人 , 加上筆記本 , 你有筆記型電腦 ,
of course , even if a building supports itself , it still needs support from the ground .	當然 , 即使建築本身支持 , 它仍然需要從地面上支援 。
now i don't know where you guys were , but i was in my living room .	我不知道你們在哪裡 , 但我在客廳裡 。
we all want that credit card on the far left , because it's black .	我們都希望左邊的信用卡 , 因為它是黑色 。
you saw in the video , i was doing a socalled exit protocol .	你在影片中看到 , 我正在做一個所謂的外交工具 。
the lowerlevel employees thought it was very funny .	低階級的員工認為這很有趣 。
in the us , we've seen growth from six percent to over 17 percent now .	在美國 , 我們已經從6%到17% 。
and i always thought that was a very annie hall kind of outfit .	我總是認為那是個很棒的幻覺 。
or , " move your cup to the northnortheast a little bit . "	或者 , 「 把你的杯子搬到北美洲 。 」
so 30 is going to be at the top like a kind of greatgrandparent .	所以 , 三十會是像一個偉大的祖父母 。
show up like a domestic worker , because our children are counting on us .	像一個家庭工作者 , 因為我們的孩子正在計算我們 。
things that were thought impossible just a few years ago can actually be measured now .	幾年前 , 認為不可能的事 , 其實可以被測量到 。
how can we tell this woman that she isn't going to have a washing machine ?	我們要如何告訴這個女人 , 她不會有洗衣機 ?
so , the big question is , " what exactly are gamers getting so good at ? "	所以 , 重大的問題是: 「 玩家如此擅長呢 ? 」
they're doing it together for the first time , so we'll see how it goes .	他們第一次一起做 , 所以我們會看到它是如何發生的 。
but because i had no family to inquire about me , they could do anything to me .	但因為我沒有家人需要我 , 他們可以幫我做任何事 。
and , you know , if we think about it this way , it starts to change everything .	你知道 , 如果我們這樣想 , 它就開始改變一切 。
every innocent bystander will be burned to a crisp .	每一個無辜的助者都會被燒毀到危機上 。
and , long story short , again , they've been so successful .	長話短說 , 又一次 , 他們成功了 。
let's see , should we order that all pets be kept indoors ?	咱們來看看 , 我們應該要把所有的寵物都留在室內嗎 ?
this is a longliner , fishing around the southern coast of africa .	這是很長的線條 , 在非洲南岸捕魚 。
my thing with school lunch is , it's a social justice issue .	我和學校午餐有關 , 這是一個社會正義議題 。
doesn't matter our color , our race , or how wealthy we are .	不論我們的顏色、種族、財富 , 或我們是如何的財富 。
i was a little girl in two long braids , but i promised .	我當時是兩個長的圖書館裡的小女孩 , 但我承諾 。
did i happen to mention the two things that firefighters dislike the most ?	我剛剛剛剛剛剛提到 , 消防員和最相似的兩件事 ?
and our anatomists are going to go in and take a deeper look at this .	我們的解剖學家會進一步 , 更深入地看這個 。
or it could take a fly and put legs where its antennae should be .	或者 , 它可以飛行 , 把腿放到它應該在哪裡 。
many people , including my mother , said i was crazy .	許多人 , 包括我母親 , 說我很瘋狂 。
bruno giussani: thank you , michael .	brunogiusi:謝謝 , michael 。
you say you feel one way , but your body proves that you feel something else .	你說你有一種感覺 , 但你的身體證明了你感受到其他東西 。
what they would say was , " i wish they knew him like we know him . "	他們會說: 「 我希望他們知道他像我們一樣 。 」
so in a sense , bursty weblogs coming from new voices .	所以 , 在某種意義上 , 殘酷的網誌來自新聲音 。
so i was about 11 when i went along to my first meditation class .	所以 , 當我走到我第一個冥想課堂時 , 我大約11歲 。
soren enters the room . pop ! he goes invisible .	所以 , 雷恩在場 。 波普 ! 他看不見了 。
but neither gives us what we really want: both at the same time .	但 , 並不是我們真正想要的:同時也是如此 。
there's the trifold . people typically take two or three .	這裡有三倍 。 人們通常需要兩三次 。
but 106 is just not enough to make it powerful , to validate it .	但106年不足以讓它更強大 , 來評估它 。
it's what we call , " invest , connect and celebrate . "	我們稱之為 「 投資、連結和慶祝 」 。
throughout centuries , people have been fighting for their identity .	數世紀來 , 人們一直在為他們的身份而戰 。
i actually asked to visit mcgowan in the cmu .	我真的被要求去看cmu的麥當勞 。
there's no escaping the fact that everything we eat has a global impact .	我們所吃的一切都沒有逃離 。
and she asked the presenter , " would you choose to live in it ? "	她問當代人: 「 你選擇住在裡面嗎 ? 」
jumia is one of only three unicorns in the whole of africa .	朱姆尼亞是整個非洲只有三種未知的 。
i saw photographs of her and i thought i wanted to go .	我看到她的照片 , 我覺得我想要去 。
these are only fragments of the massive changes i have seen in china .	這些只是我在中國看到的大改變的一部分 。
so she said , " everybody in palestine , in where ? israel ?	她說: 「 在巴勒斯坦的每個人 , 在哪裡 ? 以色列 ?
it's never that easy to carry a pack full of rocks around .	從來沒有那麼容易帶著一個包裝滿石頭 。
it takes about 5 billion dollars to sequence a human being the first time .	要花大約五十億美元來定序人類是第一次的 。
if she asked for it and allowed it , how are we calling it rape ?	如果她要求它 , 並允許它 , 我們要如何稱它為 「 強暴 」 ?
being addicted to getting attention is just like being addicted to anything else .	被加入注意力 , 就好像被加上癮了 。
but their habit of treating patients by race lags far behind .	但他們對待病人的習慣遠遠遠遠遠超過種族奴隸 。
nowhere is that truer at burning man than at the temple .	現在 , 在燃燒男人的確是如此 。
so , say the goal is to do better on an intelligence test .	所以 , 假設目標是在智能測試上做得更好 。
out of those conversations grew some new ideas and we started some small experiments .	在這些對話中 , 產生了一些新的點子 , 我們開始了一些小實驗 。
no time . it says i have two minutes left , so we can't do this .	沒有時間 。 它說我有兩分鐘左右 , 所以我們不能這麼做 。
and when i suggested this publicly , it created an outcry again .	當我建議這個公眾時 , 它再次創造出了一場憤怒 。
the problem , however , is that mapping human social networks is not always possible .	然而 , 問題是 , 地圖上的人際網路並不總是可能 。
not just with their puppy , but with the rest of the family at class .	不僅僅有他們的屁股 , 而是在課堂裡的其他家庭 。
or create indoor play spaces for those cold and rainy days .	或者創造室內玩具空間 , 為那些冷卻又雨的日子創造空間 。
that's what happened when the robots actually are rewarded for doing something .	這就是當機器人在做點什麼時所發生的事 。
so spanish became part of the prepremed curriculum .	所以 , 西班牙人變成了預防的課程 。
my grandmother could cure anything by talking the life out of it .	我的祖母可以治癒任何事 , 藉由從中解讀生命 。
sadly , 20 million babies like this are born every year around the world .	很遺憾的是 , 像這樣的嬰兒每年出生了兩千萬個 。
for someone who wants to cure diseases , there is no higher calling .	對想要治癒疾病的人來說 , 沒有更高的呼籲 。
and going to school , that's not a goal , it's a mean .	上學 , 這不是目標 , 而是意義 。
but design also impinges on the clothes that i want to wear .	但設計也在我想要穿的衣服上 。
and in fact , it's an extremely dangerous feeling .	事實上 , 這是非常危險的感覺 。
we have taught them nutrition , hygiene .	我們有教他們營養、衛生 。
so , it's not true that there's no solution ; there is a solution !	所以 , 不是真的 , 沒有解決方案 ; 有一個解決方案 !
and the charm of white truffles is in their aroma .	白人衝突的頻道在他們的亞馬上 。
but this is really how i go about creating these photographs .	但這真的是我要如何創造這些照片 。
it's at the top of the pyramid of evidence .	這是證據的頂端 。
one of many different techniques using wireless sensors .	許多不同的技巧之一使用無線感測器
outdated regulations and yesterday's mindsets .	出版規則 , 昨天的心智 。
we're also guessing what is socially acceptable choice .	我們也在猜測社會上是如何接受的 。
the more you do of something , disproportionately the better you get .	你越多做點什麼 , 就會變得越好 。
it's also the resolution of a ct scanner .	它也就是獨裁掃描師的解析度 。
so the following year , i decided to go to architecture school .	接下來一年 , 我決定去建築學校 。
i'm curious , show of hands , who agrees with it ?	我很好奇 , 舉手 , 誰同意呢 ?
so this , to me , is a tragic but a solvable problem .	所以 , 對我來說 , 這是一個悲劇性 , 但是一個解決的問題 。
was this a shoreline of fluids ? we didn't know .	這是流感的鞋子嗎 ? 我們不知道 。
from slavery through mass incarceration , it always has been .	從奴隸制度到大量監禁 , 一直都是如此 。
after going to sleep at 12:45 a . m .	睡12:45 。
how does that translate to barrels of oil equivalent ?	該如何將石油和石油相同 ?
here is a screenshot from the virtual museum .	這是一個虛擬博物館的螢幕 。
and i'm a terrible yoyo thrower .	我是個很可怕的瑜伽箭頭 。
the question that you will ask will determine much of the answer that you get .	你要問的問題會決定你得到的答案 。
you can also do the same for mobilizing diaspora giving .	你也能做同樣的事 , 來促使dipora捐贈 。
so that's an investigation of the negative imagination .	這是一個負面想像的調查 。
but when something like this happens , things are qualitatively changing .	但當這種情況發生時 , 事情正常改變了 。
she went , " no no no no no no no . it's an amazing picture .	她說: 「 不要 , 不 , 不 , 不是 。 這是一張很棒的照片 。
and these are the two concepts i'd like to explore .	這是我想要探索的兩種概念 。
separation technologies are going to be extremely important .	分離技術將會非常重要 。
