i want to leave you with one last thought .	我想要留給你們一個想法 。
but it's the '80s , it's cool .	但它是80年代 , 它是酷的 。
i see cats and dogs walking towards me .	我看到貓和狗走向我 。
i went to the democratic republic of congo .	我去了民主黨 。
what we're talking about today is also rocket science .	今天我們談的是關於科學 。
so that's it . that's it . that's it .	所以這就是這樣 。
and we take advantage of something that is very simple .	我們拿一個很簡單的優勢 。
and so we walked back up to the mountain two days later .	所以 , 我們回到山上兩天後 。
only , i think it's quite a big blow again .	我覺得這是很大的 。
i'd like for you to take a moment to imagine this with me .	我想要想像一下 , 請你們想像一下 。
you can add a third dimensionality to the film .	你可以加入電影 。
how many people are trying to learn english worldwide ?	世界上有多少人試著學習英語嗎 ?
and when he presented the project to me , he started crying .	當他向我展示計畫時 , 他開始哭 。
not the work , the work was still oftentimes as dark as ever .	不是工作的 , 工作還常常常被黑暗 。
and i stumbled across something called " cancer stem cells . "	我被稱為 「 癌症細胞幹細胞 」 。
i said , " what did you burn , marlene ? "	我說: 「 你吃什麼 ? 」
oh great ! yeah . yeah you can all stop calling now !	噢 ! 啊 ! 你可以停止 !
that second memory probably isn't as strong , but why not ?	第二個記憶可能不是很強的 , 但為什麼不一樣 ?
everybody knows , you should absolutely not work with your spouse .	大家都知道 , 你絕對不應該和你一樣工作 。
those colorful , outofthebox kind of thinkers .	那些顏色的顏色 。
we've got to attack that brand in front of them .	我們必須攻擊他們 。
and the half a turn is halfway between the six pointed stars .	一半的星球是六個星球 。
in the next scene , walle comes back to life .	在接下來 , 牆上 , 牆回到生命 。
do they go from one side of the pacific to the other ?	他們從另一邊走到另一邊 ?
being queer and trans is about creating new ways of existing .	被特殊和轉變的新方法是創造新的生命 。
and then he said , " why would they vote for him ? "	然後他說: 「 為什麼他們會投票 ? 」
taio rocha uses making soap as a technology of learning .	工程師用這種技術來做成科技 。
a couple years later , the movie " jaws " came out .	幾年後 , 電影《日本》 。
well , something like technorati is supplying that .	好 , 像科技一樣 , 應該成功 。
a key notion in those equations is fitness .	那些平方的關鍵不夠 。
come on , they live in big houses , they have big cars .	來吧 , 他們住在大房子裡 , 他們有很大的車子 。
and then i made it 32 more times , and then it worked . "	然後我做了322次 , 然後它運作了 。 」
how many of you are augmented cyborgs ?	多少人被告知 , 對吧 ?
and after 35/36 years , it's still going on .	三十五十五年 , 它仍然在上班 。
the bigger question is , what do you do about the value down here ?	最大的問題是 , 你要做什麼 ?
the point is then recorded into a 3d visualization program .	重點是以3個視覺程式來記錄 。
when they don't work , someone or something is to blame .	當他們沒有工作時 , 有人會做些事 。
and what happens is that people , they start to see themselves in this space .	人們開始看到自己 , 他們開始看到自己 。
and his dad said , " that's inertia . "	他的父親說: 「 那在亞洲 。 」
we must understand that as we approach people with so much trauma .	我們必須了解 , 像我們使用的大量 。
and it will fundamentally transform our relationship with local travel .	基本上 , 它會轉變我們的關係 。
and i think this is beginning to happen in the entertainment business .	我認為這個開始發生在北極企業 。
that bill is what we had our eyes set on from day one .	那天 , 我們有眼睛的眼睛 。
and i was looking at that , trying to figure out what it means .	我當時在想 , 試著找出什麼 。
and of course , in wartime , conditions aren't perfect .	當然 , 在戰爭中 , 情況不完美 。
and that worthy ambition became his lodestar .	那個理論變成了他的失敗 。
if we overshoot , we can pour a little bit back .	如果我們在攝影機中 , 我們可以再再再回回 。
it's a stretch of beach we know so well .	這是我們所知道的 。
that because the overdoses are happening so much to the white community .	因為這個選擇發生在白人社區裡發生了很多事 。
in that process , she found out that first , she was not alone .	在這個過程中 , 她發現了第一個 , 她不是孤單 。
the two of these are delivering the best of both worlds .	這些是世界上最佳的最佳世界 。
and so it goes back to the lesson of the jitney .	所以 , 它會回到約翰的比賽 。
i will take those now . thank you all of you that did this .	我現在將這些東西帶給這些 。
so netra was stuck with 30 paintings of mine .	所以 , 相對是30個畫面 。
so we sell the 40pack of condoms , right ?	所以 , 我們將四分之四分之一 , 對吧 ?
hawaiians say it's a good night for fishing .	哈佛說 , 它是一個很棒的夜晚 。
also , don't delete what you've highlighted .	同時 , 不要放射你高速的 。
i remember , for some reason , that they were exactly the same height .	我記得 , 有些原因是 , 他們正確的 。
but when most of us have bits of time , what do we do ?	但當大多數人有一些時間 , 我們做什麼 ?
it turned out , the light in that room was slightly different .	結果是 , 房間的光是不同的 。
suddenly , loki didn’t feel so clever .	突然 , 貝爾不覺得很聰明 。
only one problem: you're not talking to the bank .	只有一個問題:你不談談銀行 。
i realize that this picture was taken at a friend's living room .	我意識到這張照片在一個朋友的房子裡 。
let me show you a quick video of what this camera does .	讓我給你們看一張攝影的影片 。
fortunately , our queen is well prepared .	幸運的是 , 我們的特殊是準備好 。
voice over: the new playdoh mop top hair shop .	聽起來:新玩玩笑 。
this one disguises itself as floating algae .	這一分之一的分之一 。
so our collective curiosity went into overdrive .	我們收集了好奇心的技能 。
i did that twice , and i went broke .	我這麼做了 , 我去了 。
in our process , we basically use it as a glue .	在我們的過程中 , 我們基本上使用它 。
and this didn't exist in codices a and b .	這不存在在珊瑚礁中 。
but in the last few decades that has totally changed .	但在過去幾十年 , 必須改變 。
so it was about what i was supposed to be doing .	所以這是我應該做的 。
if he slept one hour , 30 people would die .	如果他死了一小時 , 三十人會死 。
i've seen all of this . these are excuses .	我已經看見了 。
and watch the change as it goes into this long dry season .	看看它的變化 。
he was simply the instrument of god's will .	他只是神奇的神話 。
that's a really big bet . why did they do that ?	這真的很大 , 為什麼他們做了什麼 ?
they're all together there . they are immobile .	他們都聚在一起 。
and that takes me to my final part , part three .	這讓我決定我的定義 , 三部分 。
so they introduced me to five families .	所以他們介紹我五個家庭 。
but unfortunately , we need this system in part .	但不幸的是 , 我們需要這個系統 。
all the processing to do that was actually done on the device itself .	所有所有東西都在設設設設設設設備 。
just kidding , warming up king of hearts .	只是孩子們 , 戰鬥了心臟 。
perhaps you can guess what the word underneath was .	或許你能猜猜 , 下面是什麼 。
a very famous chinese saying , she said .	很有名的中國中國說 , 她說了 。
it's such a delight to have you on the stage .	這很明顯 , 必須有你在階段上 。
on the right is a robot that we put in some pond water .	在右邊 , 我們把水帶給一些水 。
then , i got permission for college .	然後 , 我收到大學 。
today we treat high blood pressure mostly with pills .	今天我們用高血液的血液 。
animals might love to play , but they don't love to watch .	動物可能喜歡玩 , 但他們不喜歡看 。
people like the persecuted palestinians .	人們喜歡對抗議者 。
" libation , north carolina , 1999 .	「 自由、北韓、北韓、1999年 。
so , he pulled me up , and i was fine .	所以 , 他把我放棄我 , 我很吃 。
yeah , that's a terrifying result .	是的結果 。
this woman told me it was in the nick of time .	這位女士告訴我 , 當時是很棒的 。
there are not that many things on earth that are " almost everything . "	地球上沒有這麼多的東西 。 」
but the result is a new culture with less hierarchy .	但結果是新文化文化的新文化 。
i cannot will myself to be passionate at 71 .	我無法在71111111 。
they shouldn't be there . and we called it lost city .	他們不應該在那裡 。 我們稱它失去了城市 。
it doesn't matter how you are or what the day is like .	天然不重要 。
the country the home of biological . and putting them together .	生物學院的家子 , 把它們聚在一起 。
and within two days the bridge was closed to the public .	在兩天內 , 橋上被公開 。
brain magic . what's brain magic all about ?	大腦的大腦是什麼 ?
and this is exactly why failed states are so dangerous .	這正是為什麼失敗 。
it was 443 feet above the earth .	它是43公尺 。
and this is an experiment that may test for them in our lifetime .	這是我們人生的實驗 。
listen , this isn't your grandpa's weed .	聽起來 , 這不是你的祖父 。
hold down the shift key to scroll back up again .	下降 , 會再再再再再次 。
so how do we do science in complex systems like forests ?	所以 , 我們怎麼做科學系統呢 ?
well , you can still sell novels without books .	嗯 , 你還還還還沒有書 。
sometimes , extraordinary change could happen in just hours .	有時 , 傳統改變可能發生在小時內發生 。
and what happened then was peter explained to the leaders .	然後發生了什麼事 , 解釋領導者 。
rl: i think terrorism is still number one .	克里斯:我認為恐怖主義仍然有數 。
and as you can see , there's a large sex difference .	如你所見的 , 有一個很大的差異 。
at this time , fleming is away on vacation .	在這個時候 , 睡眠的疫苗 。
everybody is thrown off . you go in for the kill .	所有人都被丟掉 。
now , you must write a sequel , and this is what will happen . . . "	現在 , 你必須寫一個秘密 , 這會發生什麼事 。 」
and now , if it's electric , they can't even hear it .	現在 , 如果電電磁器 , 它們無法聽覺 。
the line between conservation and domestication is blurred .	重點和方向之間的線線是很令人興奮 。
he works in the country where he comes from , burkina faso .	他在國家裡工作工作工作 , 他來自西班 。
i don't want to make beautiful stuff ; i want to make the world a better place .	我不想製造美麗的東西 , 我希望讓世界變得更好的地方 。
and it's constructed for change . it's all about change .	改變了改變 。 所有改變 。
mathematics is so much more than just a subject you study at school .	數學是比你所學的 , 比你在學校學習的 。
so i knew that had to be solved , and had to be automatic .	所以我知道 , 必須要解決 , 必須是自動的 。
special olympics also addresses critical health needs .	特別的是 , 除了心理健康需求 。
if everyone in this room got involved , who knows what we could do ?	如果在這個房間裡 , 誰知道我們能做什麼 ?
and this survey is even larger than what i've shown here .	而這個資源比我展示的比我展示了什麼 。
well , what would a tudor gentleman be preoccupied with ?	嗯 , 什麼會發生什麼 ?
insane idea , if you're a secularist person , like me .	在巴西的想法中 , 如果你是個秘密的人 , 就像我一樣 。
and then i pleaded with them to show me some wrestling moves .	然後我把他們帶給他們一些最糟的移動 。
i have charged 13 . 7 billion to your american express card .	我有三十億美元 , 美國的美國表演的美國表演 。
one the best examples of this came in game four of the 2015 finals .	在2015年的最佳例子中 , 最好的例子 。
or , " move your cup to the northnortheast a little bit . "	或者: 「 搬到北邊 , 搬到北極 。 」
she organized smallscale protests , sitins and much more .	她有機微小的微微生物 , 肝臟和更多 。
you can watch me for one minute now and you'll see the whole thing .	現在你能看一分鐘 , 你會看到整個東西 。
and of course , " the vagina monologues " we know about .	當然 , " 巨大的同事 " 我們知道 。
that's a time lag at a time when it's most important to move quickly .	當時最重要的是 , 當它最重要的角度很快 。
he was not invited to the screening . he was too young for that .	他不邀請螢幕 。 他太年輕了 。
actually , these are really resilient ecosystems .	事實上 , 這些是很容易的 。
all he knows is where he tagged them , and where they popped off .	他都知道在哪裡 , 他把它們放在哪裡 。
it's found in thailand's fishing industry .	它發現在哈哈佛的農業 。
i don't mean looking at it from that way , abusing the little species .	我不代表它從這個角度來看 , 一個小的物種 。
it's not easy to describe as a demographic .	它不容易描述 。
but the dropout crisis is just the tip of an iceberg .	但飛機危機只是冰淇淋的組織 。
but it's also a new source of opportunities for businesses .	但它也是個機會的機會 。
but the real difficulty was that there was no way to paralyze muscles .	但真正的困難是 , 無論是種族群 。
and they clearly cheated in a very , very serious way .	顯然 , 非常嚴重 , 非常嚴重 。
and this is what i tried to do with my architecture as well .	這是我試著做的事 。
institutions hate being told they're obstacles .	在抗生素中 , 被告知 。
ju: i think in five years time when you buy a computer , you'll get this .	克里斯:我在五年買電腦 , 你會得到這個 。
cp: at first , very kind of pained , awkward conversations .	首先 , 首先 , 有點痛苦 , 有點痛苦 。
" and what do you mean with 'western world ? ' " i said .	「 你說 , 你有意思的意思嗎 ? 」
he kind of got this confused look on his face , and he said . . .	他有點困惑 , 看著他的臉書 , 他說了 。
because these rivers are the lifeblood of people all along their course .	因為這些河流是人們的生命 。
and i'm not being modest or selfdeprecating i am amazing .	我不是母親或自自自自自自自動的 。
in the future , options like these may replace burial completely .	在未來 , 選舉例來說 , 選項完全完全完全完全完全 。
like so i wrote a song , and i hope you guys dig it .	就像我寫一個歌 , 我希望你們的傢伙 , 我希望你們的傢伙 。
so my brother had no alternatives ; he lacked power .	所以我的兄弟沒有法律 , 他發了權力的力量 。
i'm on their board , and i still am involved with it .	我在他們的職業裡 , 我仍然在參與它 。
i'm a mathematician . we would like to be able to understand better .	我是個數學學家 , 我們想要了解更好 。
and i said , " that's a really good idea , what else could it do ? "	我說: 「 這真是個很好的想法 , 另一方面可以做什麼 ? 」
this is a longliner , fishing around the southern coast of africa .	這是一個長期 , 在南非的南非 。
you prioritize the one guy who seems to be going a little off course .	你把這個傢伙帶到一個小傢伙裡 , 看起來很小 。
the cancer quickly took over her body and mind , and she passed away six months later .	她的身體很快 , 心臟和心臟 , 她在六個月後 。
ca: leymah , thank you . thank you so much for coming to ted .	克里斯:謝謝 , 謝謝大家 。
what immense , if misplaced , creativity . right ?	突然 , 如果誤解了 , 創造力 , 對吧 ?
and in fact , i think we're even wrong when we talk about cancer as a thing .	事實上 , 我認為我們在談癌症時 , 我們甚至不錯 。
if you'd like some feedback on them , you can send them to me .	如果你喜歡在他們身上 , 你就可以送給他們 。
anyway , there isn't . you don't need something more to explain something more .	無論是 , 你不需要解釋更多的東西 。
and it works , not just for my wife , but certainly for other patients .	它工作 , 不是為了我的妻子 , 但某些病人都需要其他病人 。
and they did this incredible ritual combat dance .	他們做了這個很棒的版本 。
well , it's that pesky business of the gender pay gap .	嗯 , 這是現代的商業 。
then look out over the whole of the next week , and see where you can plan them in .	接著 , 看看接下來的整個星期 , 看到你能在哪裡 。
800 films , 20072015 , 886 directors .	800個電影 , 2008年 , 86公尺 。
diy drones is the community ; they do this thing called arducopter .	紅色是社區的 , 他們做了一件事 , 稱為 「 公園 」 。
one lovely experiment was done by kurt gray and dan wegner .	最愛的實驗是從廚房做實驗的實驗 。
of course , even if a building supports itself , it still needs support from the ground .	當然 , 即使是建立支持自己 , 它仍然需要支持 。
add people , add laptops , you have a laptop orchestra .	除了人們 , 除了 , 你有一條直線 。
you saw in the video , i was doing a socalled exit protocol .	在影片中 , 我在做一個計算的專業 。
now i don't know where you guys were , but i was in my living room .	我不知道你在房間裡 , 但我住在我的房子裡 。
we all want that credit card on the far left , because it's black .	我們都想要這樣想 , 因為它是黑人 , 因為它是黑人 。
the lowerlevel employees thought it was very funny .	最低的員工認為這是很棒的 。
let's see , should we order that all pets be kept indoors ?	讓我們來看看 , 我們應該要把所有東西放進房子裡 ?
in the us , we've seen growth from six percent to over 17 percent now .	在美國 , 我們已經看過超過17% 。
bruno giussani: look at them first . look at them first .	布尼尼尼亞:看看他們首先的第一個 。
things that were thought impossible just a few years ago can actually be measured now .	幾年前 , 不可能是不可能測量的 。
so 30 is going to be at the top like a kind of greatgrandparent .	所以 , 三分之三是很棒的公園 。
and , long story short , again , they've been so successful .	很久 , 又一次 , 他們已經成功了 。
and , you know , if we think about it this way , it starts to change everything .	你知道 , 如果我們想想這個方法 , 開始改變 , 它開始改變一切 。
so , the big question is , " what exactly are gamers getting so good at ? "	所以 , 大問題是: 「 什麼是遊戲的遊戲嗎 ? 」
show up like a domestic worker , because our children are counting on us .	舉例來說 , 例來說 , 因為我們的孩子在我們兒童上 。
how can we tell this woman that she isn't going to have a washing machine ?	我們要如何告訴這位女士的女子嗎 ?
but because i had no family to inquire about me , they could do anything to me .	但因為我沒有家人來談我 , 他們可以做什麼 。
every innocent bystander will be burned to a crisp .	每一世紀的農業都會受到危機 。
they're doing it together for the first time , so we'll see how it goes .	第一次 , 我們將它結合在一起 , 我們會看到它有多快 。
and i always thought that was a very annie hall kind of outfit .	我一直認為這是一個很棒的仇恨 。
and some people will say , " he needs sensitivity training . "	有些人會說: 「 他需要秘密訓練 。 」
and our anatomists are going to go in and take a deeper look at this .	我們的動物學家會去去看看這一點 。
or it could take a fly and put legs where its antennae should be .	或者它可以用飛機 , 把它放到它的dna應該是這樣 。
my thing with school lunch is , it's a social justice issue .	我的學校是社會問題 , 它是一個社會問題 , 是一個社會問題 。
did i happen to mention the two things that firefighters dislike the most ?	我做了兩件事呢 ?
i was a little girl in two long braids , but i promised .	兩歲的女孩在兩歲的女孩 , 但我很驕傲 。
doesn't matter our color , our race , or how wealthy we are .	不是我們的顏色 , 或者我們的紅色 , 或者我們是如何 。
for someone who wants to cure diseases , there is no higher calling .	為了治療疾病疾病的人 , 那裡沒有高的稱 。
so in a sense , bursty weblogs coming from new voices .	所以 , 在一方面 , 我們從新聲音從新聲音開始 。
what they would say was , " i wish they knew him like we know him . "	他們會說: 「 我希望他喜歡他 。 」
there's the trifold . people typically take two or three .	這裡有了兩者 , 通常有兩或三分之一 。
bruno giussani: thank you , michael .	布魯克:謝謝你 , 謝謝 , 謝謝 , 謝謝謝 。
you say you feel one way , but your body proves that you feel something else .	你說 , 覺得你覺得自己是其他的 , 但你覺得你覺得其他東西 。
soren enters the room . pop ! he goes invisible .	所以 , 房間的房子 , 他走了不可見 。
so i was about 11 when i went along to my first meditation class .	所以 , 我當時在我第一次的教學課時 , 我第一次到我的第一位教室 。
but neither gives us what we really want: both at the same time .	但 , 我們真的希望我們真正想要的:兩次 。
but 106 is just not enough to make it powerful , to validate it .	但106個是不夠強的 , 為了確保它 。
throughout centuries , people have been fighting for their identity .	在最近 , 人們對他們來說 , 人們對他們的自身 。
there's no escaping the fact that everything we eat has a global impact .	我們吃了這個事實 , 我們吃了全球影響 。
i actually asked to visit mcgowan in the cmu .	事實上 , 我真的問村莊 。
it's what we call , " invest , connect and celebrate . "	我們稱之為 「 投資 」 、 「 投資 」 。
and she asked the presenter , " would you choose to live in it ? "	她問我: 「 你會選擇住在它嗎 ? 」
i saw photographs of her and i thought i wanted to go .	我看到她的照片 , 我以為我想要去去 。
it's never that easy to carry a pack full of rocks around .	它從來沒有這麼簡單的岩石 。
these are only fragments of the massive changes i have seen in china .	這些是大規模的改變 , 我已經看到在中國 。
out of those conversations grew some new ideas and we started some small experiments .	出乎這些話題 , 我們開始一些新想法 。
and yet , i persist in this quixotic endeavor .	然而 , 我對這個需要的性性終終 。
it takes about 5 billion dollars to sequence a human being the first time .	它花了大約五十億美元 , 人類是第一次的 。
if she asked for it and allowed it , how are we calling it rape ?	如果她問它並允許它 , 我們稱它為何種族 ?
so , say the goal is to do better on an intelligence test .	所以 , 目標是要做更好的測試 。
but their habit of treating patients by race lags far behind .	但他們對病人的精神病患的治療 。
no time . it says i have two minutes left , so we can't do this .	沒時間說 , 我有兩分鐘的時間 , 所以我們不能這麼做 。
so she said , " everybody in palestine , in where ? israel ?	所以她說: 「 每個人 , 在哪裡 , 在哪裡 ?
nowhere is that truer at burning man than at the temple .	現在 , 實際上 , 在溫室裡 , 比溫暖的男子還要多 。
being addicted to getting attention is just like being addicted to anything else .	除了注意力 , 只能注意到其他東西 。
sadly , 20 million babies like this are born every year around the world .	幸運的是 , 二十萬個嬰兒 , 像這個世界每年都一樣 。
the problem , however , is that mapping human social networks is not always possible .	然而 , 問題是 , 人類網路網路網路網路網絡不是不可能的 。
that's what happened when the robots actually are rewarded for doing something .	機器人實際上發生了什麼事 。
not just with their puppy , but with the rest of the family at class .	不是用他們的表面 , 但和家人在教室裡的其他家庭 。
or create indoor play spaces for those cold and rainy days .	或者在這些珊瑚遊戲中創造的空間 。
so spanish became part of the prepremed curriculum .	所以 , 英國變成了目前的預測 。
my grandmother could cure anything by talking the life out of it .	我的祖祖祖祖祖母可以用它來談 。
and when i suggested this publicly , it created an outcry again .	當我建議這個公開時 , 它創造了了一套出口 。
many people , including my mother , said i was crazy .	很多人 , 包括我的母親 , 說我很瘋狂 。
i'm curious , show of hands , who agrees with it ?	我很好奇 , 看看嗎 ?
here is a screenshot from the virtual museum .	這是一個虛擬物館 。
how does that translate to barrels of oil equivalent ?	如何將氧化碳放到石油嗎 ?
and in fact , it's an extremely dangerous feeling .	事實上 , 它是一個非常危險的感覺 。
so , it's not true that there's no solution ; there is a solution !	所以 , 這不是真的解決方案 , 有一個解決方案 , 有一個解決方案 。
but this is really how i go about creating these photographs .	但這真的我要如何創造這些照片 。
and the charm of white truffles is in their aroma .	白色的角色是白色的 。
so this , to me , is a tragic but a solvable problem .	所以 , 對我來說 , 是個悲劇的問題 。
so the following year , i decided to go to architecture school .	所以 , 去年 , 我決定去芝加學學院 。
outdated regulations and yesterday's mindsets .	出版和昨天 , 是的心智 。
it's at the top of the pyramid of evidence .	這是證據證據 。
and going to school , that's not a goal , it's a mean .	去學校 , 這不是目標 , 意思是 , 意思是 。
this is used by criminals . this is used by stalkers .	這是在法庭上使用的 。
the more you do of something , disproportionately the better you get .	愈來愈多 , 分析你會得到更好的機會 。
we're also guessing what is socially acceptable choice .	我們也猜猜的是 , 社會的選擇 。
was this a shoreline of fluids ? we didn't know .	這是一個幸運嗎 ? 我們不知道 。
it's also the resolution of a ct scanner .	它也是一個受害者的工具 。
from slavery through mass incarceration , it always has been .	從北極的大規模中 , 一直一直是 。
but design also impinges on the clothes that i want to wear .	但設計也改變了我希望我們去探索的雲朵 。
after going to sleep at 12:45 a . m .	在12:45個:45個 。
we have taught them nutrition , hygiene .	我們必須把它們放到農場 , 生態 。
you can also do the same for mobilizing diaspora giving .	你也可以做同樣的反應 。
but when something like this happens , things are qualitatively changing .	但 , 當這樣的情況發生時 , 事情是平等的 。
the question that you will ask will determine much of the answer that you get .	問題你會問你 , 你得到的答案 。
and i'm a terrible yoyo thrower .	我是個很聰明的樂趣 。
so that's an investigation of the negative imagination .	所以 , 這是一種傳統的基礎 。
and , as the name might suggest , it is found pretty much around the world .	如今 , 名名字的名字 , 發現世界很大 。
and these are the two concepts i'd like to explore .	這些是我想要探索的兩個概念 。
separation technologies are going to be extremely important .	電視技術將會非常重要 。
she went , " no no no no no no no . it's an amazing picture .	她說: 「 沒有 。 沒錯 。 這張很棒 。
and that's what's is that part of what's caused the problem ?	而這是什麼部分原因呢 ?
this here is an equal bracket for the same purpose .	這是一個平衡的標準 。
it was a very basic reaction to find some reason we can do this .	它是很基本的反應 , 找到一些原因 。
girl: this is daniel , the coolest android in the world .	女孩:這位女士 , 世界上最酷的組織 。
that , to my mind , is the fundamental challenge now of development .	這對我來說 , 我的心智是發展的基本挑戰 。
so we did , we asked her , and she gamely picked up the letter .	因此 , 我們問她 , 玩笑了 。
but ballet isn’t just for epic fairytales .	但細菌不僅僅僅僅僅僅僅僅僅僅僅如此 。
bonica's years of wrestling caught up to him .	史丹尼亞最糟糕的貓在他身上 。
now you might wonder how a 13 yearold girl could come up with this idea .	現在你可能會想 , 13歲的女孩可以把這個想法放到這個想法 。
now , deregulation also brought back rogue economics .	最終 , 宗教也被帶回了政治 。
there's no other way to describe what's going on here .	這裡沒有其他的方法 。
so here's the lessons of openness that i think we need to learn .	這是我認為我們需要學習的 。
i found that the gezi protesters were despairing .	我發現 , 喬治·維維維爾是公平的 。
this is the type and quality of data that you all will get to see .	這是數據和平衡的數量 。
60 percent of the 3 , 000 families responded .	60% , 000個家庭負責 。
but you know , we said , " david , who's going to know ?	但 , 我們說: 「 爸爸 , 誰會知道嗎 ?
the central nervous system nerves there is no cure .	最近的神經系統的神經系統 , 沒有好好奇 。
jumia is one of only three unicorns in the whole of africa .	尼亞是非洲唯一的三分之一 。
and sloths can do almost anything in this inverted position .	雲朵幾乎可以做不到任何東西 。
one of many different techniques using wireless sensors .	很多不同的技術我們用無線電視器 。
a chinese scholar would understand 20 , 000 characters .	中國學院會了解200個角色 , 000個角色 。
if we run the numbers forward to today , it probably looks something like this .	今天我們跑步的數字 , 可能看起來像這樣 。
tim jackson: well that's clearly not what you're doing .	約翰:嗯 , 很明顯 , 並不清楚你在做什麼 。
so we might also ask: how will clouds change global warming ?	所以 , 我們還會問: 「 全球暖化全球暖化全球暖化嗎 ?
let's see how we can do it with tissue engineering .	讓我們來看看我們如何做組織的組織 。
my dad is here with me today , and my mom is at home watching .	我的父親是今天的 , 我媽媽媽在家裡看的 。
but what people really often think about the dictionary is , they think more like this .	但人們通常認為方向是對方的 , 他們認為比較像這樣 。
but the miniaturization of atomic clock technology is . . .	但 , 心理學家的生態系統是 。
because they know that that is one sure way to do carbonfree energy .	因為他們知道這是一個確定的方法 。
that's what the therapist says: " how are you feeling today ? "	這張圖學家說: 「 你今天的感覺是什麼 ? 」
but fortunately , such effects are usually temporary .	但 , 幸運的是 , 效果的效果 。
today , satnav systems directly complement human beings .	現今 , 愛系統是人類的人類 。
this was the tallest building in new york in the mid19th century .	這是紐約的建築 。
and the later it fails , the worse the consequences .	後來失敗後 , 最糟糕的結果 。
so he suffered from essential tremor for many years .	所以 , 他在很多年內的信任 。
" we don't care about being happy . we need to live with passion .	「 我們不在乎快樂 。 我們需要生活 。
see , mama had tattoos on her arms and her legs .	看看 , 哺乳的手臂和她的腿 。
that means every market transaction is based on incorrect information .	這代表每個市場的資訊是基礎的 。
as oil prices go up , energy patents go up .	當石油上升 , 能源能走進 。
in fact , some can even start to feed on the mucus lining .	事實上 , 有些人可以開始在肌肉上 。
it's done , it's out , you're cured of cancer .	這樣做 , 它是癌症的 。
the seal weighed about as much as the people in the boat .	秘密的秘密 , 人們在船上 。
and she reminded me that my favorite color was blue .	她提醒我最喜歡的顏色是藍色 。
this is the first photograph taken from the surface of any planet .	這是地球表面的第一個照片 。
so then we wondered , " can they actually maneuver with this ? "	於是我們想: 「 他們真的可以用這個 ? 」
think for a second about those librarians back in livingston .	想想這些圖書館的圖書 。
they would anesthetize people , convulse them . . .	他們會認真人 , 把他們帶給他們 。
so we can build . and we kept building , and that is the result .	所以 , 我們可以建造建築物 , 這樣是結果的結果 。
the doppler effect is used to discover extrasolar planets .	效果的效果是用來探索地球 。
the soil alone on mars contains up to 60 percent water .	火星上有60%的水 。
we would build projects together , like model rockets and slot cars .	我們要建立一個計畫 , 比如模型 , 像岩石 。
one is you can actually explain what happens when you steam broccoli .	首先 , 你能解釋發生什麼事 。
let's contrast that for a minute to development .	咱們來談 , 為了發展 。
so i looked in the book for the most difficult move , and it was this .	於是我看看最困難的書 , 它是這樣 。
these are all things that ended up not making it into the final machine .	這些是最後的所有東西都不用於最後的機器 。
we're not paying the true environmental costs of our actions .	我們不會付出我們行動的環境 。
so immediately , darwin starts making notes .	所以 , 我很高興 , 爸爸開始做 。
and for this festival , about 100 million people congregate .	為此 , 大約有10萬人會議 。
so this airplane has no windows anymore , for example .	所以 , 這個飛機沒有窗戶 , 例如 。
it requires you only to show up as a citizen .	它需要給你看一個公民的公民 。
i saw a group of kids kind of huddled in a circle .	我看到一個小孩子 , 有點飢餓 。
at last a long corridor , a stair and a door .	在最後一個長期 , 一個公平的樓梯 。
but this is learning too , because we asked them to go out into real spaces .	但這個學習太多 , 因為我們問他們去真實空間 。
because we have almost finished , i'll repeat this story .	因為我們幾乎完全定義了 , 我再再再複製這個故事 。
they can go into simulations , socratic dialogue .	他們可以進入模擬 , 民主的同事 。
they sacrifice family time . they sacrifice friend time .	他們很不幸的家人 。
and by turning things off , it's more or less a zero .	把東西丟掉 , 更少 , 更少是零零 。
to the first question , 63 percent of people said yes , we like it .	第一個問題 , 63%的人說 , 我們喜歡它 , 我們喜歡它 。
" hearty " and " welcome " are both saxon words .	「 心臟 」 和 「 愛滋 」 的字 。
and when i met them and i saw their work , i decided i wanted to help .	當我遇到他們工作時 , 我決定要幫助他們 。
" we assure you that you will get your free drugs each time . "	「 我們將你的免費 , 你就會得到免費的藥物 。 」
but do all individuals benefit from taking such an approach to choice ?	但 , 所有人都能從這些方法來選擇呢 ?
what is the tenor of their email ? how is it working out ?	他們的員工 ? 如何運作 ?
so you completely print this part , and it can transform into something else .	所以你完全印出這個部分 , 它可以轉換其他東西 。
bonuses , commissions , their own reality show .	骨骼 , 包含了現實 , 他們自己的現實 。
where can black girls be black without reprimand or punishment ?	在哪裡黑女孩的黑女孩 ?
so many people in her family opened their world to me and shared their stories .	所以她家裡很多人打開他們的世界 , 分享他們的故事 。
the brain is assimilating that too , as fast as we can measure .	大腦的速度是很快的 , 就像我們能測量的 。
i asked myself , what if the internet and facebook existed 100 years ago ?	我問自己 , 如果網路和臉書和臉書存在一百年前 ?
we spend right now about 750 million to 800 million dollars a year .	我們現在花了7億美元 。
so the three of us started an educational games company to bring science to life .	第三個我們開始教育遊戲的遊戲 。
you do not need to wish harm on others to make it happen . "	你不需要希望它發生 。 」
and when i asked her , " why is your name 'angry' ? "	當我問她: 「 為什麼你的名字 ? 」
