i want to leave you with one last thought .	我想要留下最後一個想法 。
they say three percent of the population likes classical music .	他們說有三分之三的人口 , 像是教室音樂 。
add them all up and the result won't be perfect .	除此之外 , 結果不會完美 。
in other words what is a meritocratic society ?	換句話說 , 漫畫社會是什麼 ?
but the point is , it doesn't feel that way .	但 , 重點是 , 這並不感覺 。
facebook has started a dark net site .	臉書開始了一個黑暗的網站 。
it is that beautiful . it is yours to protect . "	它是美麗的 , 你是保護的 。 」
well , there is very little i can do about that .	嗯 , 我可以這樣做 。
i have chosen not to rock the boat .	我選擇不去追蹤船 。
i'll try to make that clear partially clear .	我試著讓這個簡單的一部分 。
let's start easy , with the middle east .	咱們先從中東開始 。
so low income here , high income there .	所以 , 低收入這裡 , 高收入了 。
that seems like a onequestion iq test .	這看起來像是一個特殊的測試 。
stereotypes have been broken .	西方人已經被破碎了 。
now this app is spawning itself from the data .	這應用在資料中 。
it's less linear for them and more circular .	牠們和更多圓圈不多 。
but i would say nothing , and i would seethe inside .	但我會說什麼 , 然後我會在裡面看到 。
when we know something well , it's difficult to change .	當我們知道某件事的時候 , 很難改變 。
most city agencies give us statistics .	大部分城市機構給我們統計數據 。
jl: and that helped when amy was born ?	約翰:那是出生的嗎 ?
you can create a compstat for justice .	你可以在正義上創造一個競爭 。
and when they were old , they were completely different animals .	當他們長大時 , 他們完全不同動物 。
and trust me it was not that great back then .	相信我那不是太棒了 。
but how will we know ? how will we come to know ?	但我們要如何知道 ? 我們要如何知道 ?
agf: it's important for many reasons .	ag:這對許多原因很重要 。
meet someone you do not know , and get to know them .	見面你不認識的人 , 去了解他們 。
cameraman: i work on different camera solutions .	攝影師:我在不同攝影機上工作 。
and i found something interesting , i thought , at that time .	當時我發現了一些有趣的事 , 在那時我就想了 。
similarly , we can think about physiology .	同樣地 , 我們能想到物理學 。
so i'll paraphrase his exact words .	所以 , 我會把他的演講傳遞給他的表達 。
will they feel excommunicated as i did ?	他們會感到溝通嗎 ?
and we never think about the hidden connection .	我們從來沒有想到隱藏的連結 。
well , i had a unique seat that day .	那天我有一個獨特的海灘 。
and to explain why this is so , i have a question .	為了解釋這為什麼我有問題 。
radicalization isn't this yesorno choice .	種族化並非如此 。
" where were you october 5th ? "	「 你在哪裡 ? 」
medical conditions don't negate the human condition .	醫療條件不見得通 。
i mean 100 percent death rate is pretty severe .	我的意思是100%的死亡率非常嚴重 。
and in study after study , they have run from difficulty .	在研究後 , 他們從困難的角度開始 。
other people do all sorts of jobs to get by .	其他人都做各種工作 。
so these are ecological and economic impacts of climate .	這些是氣候和經濟影響 。
then i got a letter from this gentleman .	然後我從gleman身上得到一封信 。
the more shame , the more clicks .	更羞愧的是 , 越多的駭客 。
a fish can't do anything to a crow . "	一個魚不能做任何事 。 」
now , notice the word here is " become . "	現在 , 注意到這個詞是 「 變成 」 。
they came to told me , i have to save him .	他們告訴我 , 我必須拯救他 。
and that's really how i became an entrepreneur . "	這真的是我如何成為企業家 。 」
are you admitted into the college you wanted to get into ?	你承認你想要進入大學嗎 ?
because you see now , i presented statistics that don't exist .	因為現在 , 我現在展示了統計數據不存在 。
we did this in africa , and we're very proud of that .	我們在非洲做這件事 , 我們非常驕傲 。
she didn't say much ; there were lots of silences .	她沒有說太多 , 有很多沉默 。
moreover , he invites us to look under the hood .	另外 , 他邀請我們去看房子 。
that's a digital storage in a physical container .	這是一個數位儲存器 。
and that of course defeats the object of the exercise .	當然 , 這當然會導致極端的物體 。
the research in this field has been taking giant steps lately .	在這個領域中 , 研究一直在帶著巨大的步驟 。
and tourism campaigns can just be cheesy .	為了保守主義的營養 , 只是廚房 。
but conceptually , it's essentially simple .	但 , 通常 , 基本上是簡單的 。
and as you can see , it's extremely difficult to read .	各位可以看到 , 它非常困難讀 。
sialic acid is not the kind of sugar that we eat .	簡單的古老並不是我們吃的糖 。
if you go to my site , there's tons of things .	如果你去我的網站 , 有很多東西 。
and on other days , we would read together , we would read poetry .	另一天 , 我們會一起閱讀 , 我們會閱讀詩 。
i knew then that this topic needed to be open for discussion .	我知道這頂端需要開放討論 。
and languages differ in where they put boundaries between colors .	語言的差距在於顏色之間 。
this is called the registry of standard biological parts .	這叫做 「 標準生物粒子 」 。
and i'll be honest , i don't know why that is .	我很榮幸 , 我不知道為什麼 。
so immediately , we're rejecting them .	所以 , 很快地 , 我們對他們感到拒絕 。
and that's why you don't need to model the glass .	這就是為什麼你不需要模型玻璃 。
we went to other countries . as i said we went to denmark .	我們去了其他國家 , 如我說 , 我們去沙漠 。
and he said that , in fact — let me see if this thing works .	他說 , 在事實上 , 請我看看這東西是否有效 。
so this is the 50 percent line , that's the random expectation .	這是50%的線索 , 這是隨機預期 。
i've been trying to show you the oddities of human behavior .	我一直在試圖展示人類行為的奧運 。
in about 30 days or so they'll be connected to the greenlab .	大約30天或所以它們將連結到綠色玻璃上 。
craig venter: can we explain how significant this is ?	首先:我們能解釋這有多大 ?
they showed puss oozing out from between their teeth .	他們在他們的牙齒之間展現出出棕色的油油 。
the challenge , so often , is hanging on to that as we grow up .	所以 , 通常 , 隨著我們成長時 , 改變了 。
and i believe the end product of it will be entirely about engagement .	我相信它的終結是完全關注參與的產品 。
nobody , so like i said , i'm a titan .	我說 , 沒人 , 我說 , 我是個小小小的 。
" and that we're focused on our careers , not our family . "	「 我們專注於我們的職涯 , 不是我們的家人 。 」
there are also people who are allergic to a particular vaccine .	有些人都注意到特別疫苗的人 。
we represent over 60 percent of the number of refugees globally .	我們代表超過60%的難民數量 。
we can revert the malignant phenotype .	我們可以把魔術轉換成魔術 。
we have to fix that and figure out what we're going to do . "	我們必須填補這一點 , 找出我們要做的事 。 」
he was in sudan when the civil war broke out there .	他在蘇丹那時 , 他在蘇丹出生了 。
as you might see the bottom of the list was climate change .	你可能會看到獅子的底部是氣候變遷 。
now , these are trivial marketing examples , i accept .	現在 , 這些是試驗市場的例子 , 我接受 。
for every yes , you would get a point on your ace score .	每一個是的 , 你就會得到一個點子 。
and so this green dot up here is a driver assistance system .	所以這個綠點是驅動機制 。
it's the idea that some people don't believe in an afterlife .	有些人不相信 , 有些人不相信在教授身上 。
and what's under that is what we call bureaucracy .	我們稱之為 「 巴胺民主 」 。
you know who to arrest , who to negotiate with .	你們知道誰要聰明 , 誰會和誰交配 。
so mission 31 wasn't so much about breaking records .	所以 , 任務31並非太多關於破壞紀錄 。
and then , eventually , only dummies wanted to work there .	然後 , 最終 , 只有因為塵埃想要在那裡工作 。
some of our heroes return home to tell their stories .	我們有些英雄回家告訴他們的故事 。
it shouts out the hidden filtered voices .	它把隱藏的聲音放出來 。
tmm: it's 6:30 a . m .	mm:它是6:3:30 。
well , it's actually a lot cheaper than you may think .	其實比你想像的還要多 。
let the gratefulness overflow into blessing all around you .	讓你們周遭的悲慘轉變變成無窮 。
and in string theory , vibration determines everything .	在弦中 , 勇敢地決定一切 。
these technologies are commercially available .	這些技術是商品 。
and i needed to find something historically that would match that .	我需要找到歷史上的歷史 。
it could be one becomes very obese , the other is not .	它可能變成非常障礙 , 另一個則不是 。
and those two things are religion and politics .	這些兩件事是宗教和政治 。
and this is the kansai airport , in japan .	這是kani的飛機 , 在日本裡 。
this photo , you can you can even see on an interactive map .	這張照片 , 你可以在互動地圖上看到 。
configure your brain to cope the best in that situation .	確保你的大腦在這個情況中最佳 。
and this one i learned because i tried to follow everything in the bible .	我學到 , 因為我試圖追隨所有東西 。
that is something which is very , very lacking in ai .	這是非常、非常缺乏人工智慧 。
what makes this dynamic inconsistency happen ?	這個dna經濟學家會發生什麼 ?
and that's mercury ok , ok , i'll stop .	沒錯 , 我會停止停止 。
we then process these husks with some basic equipment .	接著 , 我們處理一些基本的設備 。
you know , i'm making a very important argument .	我知道 , 我做了一項非常重要的論點 。
zach , can you hold your breath , please ?	zh , 你能否保你的呼吸 , 請你保持呼吸嗎 ?
and skin at the other end also represents the floor .	另一端的皮膚也代表雲朵 。
now do you need towels , laundry , maids ?	你現在需要輪子 , 拉克 , 馬里斯 ?
it spread like a crescendo all around the world .	它就像世界各地的雲端 。
and you think of the internet as this kind of distributed system .	你把網路視為一種分配系統 。
the higher the iq , the more likely they were to give up .	越高的伊拉克 , 越多他們就越願意放棄 。
and what it all boils down to is , of course , the sun .	當然 , 所有船都下降了 , 太陽 。
the third , judge bryson , agreed with us .	第三 , 法官和我們同意 。
it stayed here and tried not to move any part of its body .	它留在這裡 , 試圖移動它的任何一部分 。
we have life imprisonment without parole for kids in this country .	我們有生命存在於這個國家裡沒有孩子的監獄 。
just looked like the coast of california for me .	剛好像加州的海岸 。
this time , i'm going to talk about mental illness .	這次我要談心理疾病 。
i'm not holding these out as being the biggest issues .	我沒有把這些當作最大的問題 。
so , what i'd like to do now is try a little drawing .	所以 , 我現在想做的是試圖畫 。
it seems a little bit crazy , but it's not .	這似乎有點瘋狂 , 但不是 。
and in england , there's a pop singer .	在英國 , 有個警察 。
we're going to offer it as a donation to this poor country .	我們將把它當成貧窮國家的捐贈 。
this is the government's projection for the workingage population going forward .	這是工作人口的計畫 。
what we see are human beings in all their multiplicity .	我們所看到的是人類在各種多元化上 。
what you have here is an electronic cigarette .	這裡有個電子香菸 。
and a piazza is the beginning of urban life .	亞薩薩薩薩是城市生活的一開始 。
but the wall's main purpose today is cultural .	但今天的牆主要目的是文化 。
and i'm not just talking about getting your bell rung .	我不只是談到你的蜜蜂 。
now let me talk about what happens when you enter into the military .	現在我來談一下 , 當你進入軍隊時 , 會發生什麼事 。
of course all happy families aren't alike . "	當然 , 所有快樂家庭都不像這樣的 。 」
i think i was a stronger baby than my brother .	我覺得我比我弟弟更強壯 。
this is the signal for a catcher to walk the dog .	這是貓的訊號 。
this is the income distribution of china , 1970 .	這是中國的收入 , 1970年 。
child: ommm . ommm . ommm .	孩子:mmm.m.m.m.m.m.
we put people in boxes based on their genitalia .	我們在盒子上把人們放在盒子上 。
so here we are having our first client , brilliant .	這就是我們首次的客戶 , 很聰明 。
truly , you would be a great success story .	真的 , 你會成為一個很棒的成功故事 。
but , you know , our stories are like this because our lives are like this .	但是 , 我們的故事就像這樣 , 因為我們的生活就像這樣 。
most artists today learn on their own by trial and error .	現今大多數藝術家都在試驗和錯誤上學習 。
and so i started playing around , and i found something going on over here .	於是我開始玩樂 , 然後我在這裡找到了一些東西 。
" no , that's impossible , " they'd say .	「 不 , 那真是不可能的 , 」
up top: shopping bags and frappuccinos .	上方:購買袋子和粉絲 。
so we bought 100 , 000 books and sent them to india .	我們買了一萬本書 , 寄給他們去印度 。
if we can make matter alive , would we have a matterhazard ?	如果我們能讓活得很重要 , 我們會有一個很重要的標準嗎 ?
they go from a couple of inches to a couple of feet .	他們從一支廚房到幾個英尺 。
bandura calls this process " guided mastery . "	布洛斯稱之為 「 導致男性 」 。
it is about getting the message heard and respected .	它是要讓訊息聽起來和尊重 。
and then the pattern was changed: triangle , square .	然後這個模式改變了:三角、平方 。
but it's an unusual building to protect this telescope .	但這是一個不尋常的建築 , 保護這個望遠鏡 。
my beautiful wife has been with me through this entire journey .	我美麗的妻子一直在這整個旅程中 。
i thought that i couldn't come here without giving you something special .	我覺得我無法在這裡給你們一些特殊的東西 。
damn . but you know , watson is growing up fast .	大衛 , 但是你知道 , 威森正在成長快速 。
so ok , we proved we can turn things into interfaces .	所以 , 我們證明我們可以把事情轉換成介面 。
the peace talks dragged on and on and on .	和平面談話在和上 。
does this idea support this goal ? if yes , let's keep it .	這個想法是否支持這個目標嗎 ? 假如 , 咱們繼續 。
who decides whether to release a gene drive that can fly ?	誰決定要把基因驅動到飛機上 ?
but what if we stopped thinking about devices and think instead about environments ?	但如果我們停止思考裝置和思考環境的思考 ?
it's a complex system , but within it , there is no waste .	它是一個複雜的系統 , 但在裡面 , 沒有廢料 。
women use social media at a rate of 600 percent more than men .	女性使用社交媒體的率超過600% 。
it means you can have twins born oh , in 50 years ?	意思是 , 你能出生 , 喔 , 在50年裡嗎 ?
the swiss have an interesting army . five hundred years without a war .	瑞士有一個有趣的軍隊 , 五百年沒有戰爭 。
ear infections started when he was barely four months old .	耳朵開始時 , 當他在四個月內就開始 。
and so i applied to caltech and they turned me down .	所以 , 我很感興趣 , 他們轉變了我 。
and as i said before , you never know who you might inspire .	我之前說過 , 你從來沒知道你可能會鼓勵誰 。
and while this approach has merits , i have come full circle .	雖然這個方法有記憶 , 我有完整的圓圈 。
either way , she was focused , she was filling out the form .	無論如何 , 她被關注 , 她在形式的形式中 。
but interestingly , it's also a way to show how power has changed .	但有趣的是 , 這也是一個方法讓電力改變了如何改變 。
something that wasn't even a possibility became a reality .	這不是一個可能性變成一個現實 。
she said , " get off your throne . money is green . "	她說: 「 拿出你的天氣 。 錢是綠色 。 」
1990 , you've gotten most of the northern areas .	1990年 , 你有大部份的北方地區 。
and making buildings for this beauty makes cities better places to live .	為了讓這個美麗的建築讓城市變得更好 。
none in india . there are now at least a half a million active .	在印度 , 至少有五百萬個活躍 。
look: that huge hump in the middle already have girls in school .	看:在中間已經有女兒在學校裡有女孩 。
i had extensive and lifethreatening injuries .	我有很深刻且深刻的傷害 。
and we were asked to participate in a few projects before this .	在這個計畫之前 , 我們被要求參與其中幾個計畫 。
so , i did tropical ecology and plant botany .	所以 , 我對生物學和植物有很大的趨勢 。
but it's so fundamental to everything else in our world .	但 , 對於我們世界各地的一切都很有趣 。
it's the best way to shut people down on an airplane .	它是飛機的最佳方法 , 把人們放在飛機上 。
but i think being different is good , because you present a different point of view .	但我覺得自己是不一樣的 , 因為你給了不同觀點 。
but my obligations to my nation were always superior .	但我的國家總是超級人工智慧 。
so we have a biology of trustworthiness .	所以 , 我們有一個信任的生物學 。
and this is the same thing , money down there , and health , you know ?	這也是同樣的 , 錢下去 , 健康 , 你知道嗎 ?
these kinds of things play out in lots of bad ways in humans .	這些東西在人類身上扮演許多壞方法 。
and this runs off of a motorcycle battery .	而這場演奏了歷史電池 。
no magic . no secret . it's just love .	沒有魔術 , 沒有秘密 , 只是愛 。
amundsen was focused solely on reaching the pole .	蜜蜂被關注在警察上 。
you don't need you don't need something more to get something more .	你不需要更多東西才能得到更多的東西 。
same neurons , same neurochemicals , same biology .	同樣的神經元 , 同樣的神經元 , 同樣的生物學 。
that's because this used to be my home and office on maui .	這是因為這曾經是我的家和辦公室 。
you can see the chai being poured in the background .	你可以看到背景的角色 。
and he had no training or background in logistics .	他沒有訓練或背景 。
these cells are unique because they're totally naïve .	這些細胞是獨特的 , 因為它們完全是天真 。
but i talked to other people who were true ideologues .	但我和其他人談到真正的獨裁者 。
so we have not had that at all with these socalled treatments .	所以 , 我們沒有這些計算方法 。
because it's so hard to admit our own fallibility .	因為它很難承認我們的潛力 。
it has nothing to do with the fact that i was born there , of course .	其實我出生的事實上 , 當然 , 我出生了 。
so what did we do ? we send it back to the editor .	所以 , 我們該怎麼辦 ? 我們把它送回編輯器 。
then she came back and walked away from us into a second hut .	然後她回來 , 走到第二個幽默 。
how do i integrate this information into the longer course of my life ?	我如何把這些資訊融入我的生活過程中 ?
and it allowed me to test my device on her samples as well .	它讓我在她的樣本中測試我的裝置 。
cs: i can't stop imagining what that might be .	克里斯:我不能停止這可能是什麼 。
loud stops being loud anymore , after a while .	洛杉磯停止了 , 一陣子 。
how many of you have ever heard someone say privacy is dead ?	有多少人聽過 「 隱私 」 是死 ?
i put it to you: is this eliminating poverty ?	我給你們看:這首詩的貧窮嗎 ?
it does not matter how powerful your prosthetic ankle is .	這不管你的數學是多少強大的 。
and i know some of you are saying , " practice ?	我知道你們有些人說: 「 練習嗎 ?
the kind with the corrugated roof , you know .	那種腐敗的角色 , 你知道 。
and the third one was , never criticize a teammate .	第三個是 , 從來沒有批評團隊 。
it's more than just being open to selfimprovement .	不只是開放自我刺激 。
they were jewish refugees from belgium .	他們是來自貝爾的難民 。
brazil is the most violent country in the world today .	巴西是世界上最暴力的國家 。
they live in an environment of chemosynthesis .	他們住在一個廚房的環境 。
it's the bottom line , the dollar line .	這是底部的線 , 圓線 。
and ems also have some more action possibilities .	賦予更多可能性 。
not very well , it turns out . i can't do that .	結果不太好了 , 我無法做到 。
they should be dedicated mainly to knowledge production .	他們應該被偵測到知識產品 。
ten percent of americans don't disappear every year .	每年的美國人都不會消失 。
this woman is an extraordinary grandmother .	這位女士是個極大的祖母 。
so this is like the stealth bomber of the ocean .	這就像海洋的一員 。
it was an account controlled only by rita .	它只是由盧安達控制 。
and we reject any story that contradicts it .	我們拒絕任何故事 。
and that's their problem ; we're eating them to death .	這是他們的問題 , 我們吃他們死去 。
you have to create the circumstances where they show themselves .	你必須創造出他們自己展示的迴路 。
how do you do it from the power of the consumer up ?	你如何從消費者的力量 ?
what if addiction is an adaptation to your environment ?	如果加入你環境的適應是什麼 ?
and the good news is that we managed to help change the law .	好消息是 , 我們管理協助改變法律 。
and it's so interesting that i thought i would tell you about it .	有趣的是 , 我覺得我會告訴各位 。
it's the second highest contributor to climate change .	這是氣候變遷的第二個最高貢獻 。
could it be that we don't need to go to school at all ?	我們不需要去學校嗎 ?
so we need to think differently about agriculture science .	所以 , 我們必須仔細想想農業科學 。
that's all i'm trying to do , all day long .	這就是我所想做的 , 每天都想做的 。
so it's a consumerdriven coop .	所以這是一個消費者 。
this is an averagesize greenlandic iceberg .	這是一個平均冰島冰川 。
it's this deep sense of trust and cooperation .	這深刻的信任和合作 。
the odds were massively stacked against them .	石油很大地對抗它們 。
and so i think that's what it all boils down to .	所以我認為這一切都是下去的 。
so , gently touch the tip of a needle .	所以 , 很高興地觸觸觸觸到針對需要的需求 。
and this is , again , the point i'm trying to make .	同樣的 , 我想要做的重點 。
that's where all the resources come from .	這就是所有資源來自哪裡 。
so here we are back to the horse and buggy .	所以 , 我們回到了馬克和布希 。
we don't value our own traditional knowledge .	我們沒有價值我們的傳統知識 。
now , i lose a lot of arguments .	我失去了很多論點 。
and it's also deeply embedded in our lives .	這也是我們生活中的深處 。
identical in shape , size , spectral content .	形狀的形狀 , 大小 , 珊瑚礁 。
sleeping at night enhances our creativity .	睡在晚上睡著我們的創造力 。
but what they're also telling me is that they have fears .	但他們也告訴我 , 他們有恐懼 。
but i wasn't weak ; i was a high achiever .	但我不是弱點 , 我是個高效的成果 。
and what was born is what we call today the disability rights movement .	今天我們稱之為 「 距離運動 」 。
the platinum layers are the muscle .	塑膠層是肌肉 。
we just dismiss it out of our consciousness .	我們只是把意識分離出來 。
and most of those losses are because of things we know .	這些失去的大部份是因為我們知道的東西 。
but it's the '80s , it's cool .	但這是80年代 , 很酷 。
i see cats and dogs walking towards me .	我看到貓和狗走向我 。
i went to the democratic republic of congo .	我去參加民主共和黨的辯論 。
what we're talking about today is also rocket science .	我們今天談的是 , 也是火箭科學 。
so that's it . that's it . that's it .	這就是它 。 這就是它 。
and we take advantage of something that is very simple .	我們拿了一件非常簡單的事 。
and so we walked back up to the mountain two days later .	所以 , 我們回到山脈的兩天後 。
only , i think it's quite a big blow again .	我覺得這是非常大的眨眼 。
i'd like for you to take a moment to imagine this with me .	我希望你們花一點時間來想像這一點 。
you can add a third dimensionality to the film .	你可以加上第三個方向來拍攝電影 。
how many people are trying to learn english worldwide ?	有多少人試著學習英文世界 ?
and when he presented the project to me , he started crying .	當他向我展示這個計畫時 , 他開始哭泣 。
not the work , the work was still oftentimes as dark as ever .	不是工作 , 工作通常是黑暗的時刻 。
and i stumbled across something called " cancer stem cells . "	然後我把 「 癌症幹細胞 」 放在 「 幹細胞 」 。
i said , " what did you burn , marlene ? "	我說: 「 你在哪裡燒 ? 」
oh great ! yeah . yeah you can all stop calling now !	喔 ! 你現在可以停止打電話 !
that second memory probably isn't as strong , but why not ?	第二個記憶也許不是強大的 , 但為什麼不 ?
everybody knows , you should absolutely not work with your spouse .	大家都知道 , 你應該不用你的速度工作 。
those colorful , outofthebox kind of thinkers .	這些色彩 , 除了一些思考者 。
we've got to attack that brand in front of them .	我們必須在他們面前攻擊 。
and the half a turn is halfway between the six pointed stars .	六個轉變是一半的星球之間的一半 。
in the next scene , walle comes back to life .	在下一個冰山 , 牆回來了生命 。
do they go from one side of the pacific to the other ?	他們從另一個角度來看 , 到另一邊 ?
being queer and trans is about creating new ways of existing .	身為聰明和翻譯是創造新的存在方式 。
and then he said , " why would they vote for him ? "	然後他說: 「 為什麼他們投票給他 ? 」
taio rocha uses making soap as a technology of learning .	塔利亞·羅斯在學習的科技中使用了如此適應 。
a couple years later , the movie " jaws " came out .	幾年後 , 電影《詹姆斯》出版了 。
well , something like technorati is supplying that .	像科技一樣的東西 , 應該是這樣 。
a key notion in those equations is fitness .	其中一個方案的關鍵是可信的 。
come on , they live in big houses , they have big cars .	來吧 , 他們住在大房子裡 , 他們有大車子 。
and then i made it 32 more times , and then it worked . "	然後我做了32倍 , 然後它成功了 。 」
how many of you are augmented cyborgs ?	你們當中有多少人被逮捕 ?
and after 35/36 years , it's still going on .	在35/3年之後 , 仍在發生 。
the bigger question is , what do you do about the value down here ?	更大的問題是 , 你要做什麼 ?
the point is then recorded into a 3d visualization program .	重點是記錄了3d視覺程式 。
when they don't work , someone or something is to blame .	當他們沒有工作時 , 有人會覺得火焰 。
and what happens is that people , they start to see themselves in this space .	發生的是 , 他們開始在這個空間中看到自己自己 。
and his dad said , " that's inertia . "	他爸說: 「 那真是不可思議 。 」
we must understand that as we approach people with so much trauma .	我們必須了解 , 當我們和大家一起處理這麼多的消費者 。
and it will fundamentally transform our relationship with local travel .	它會影響我們與當地的關係 。
and i think this is beginning to happen in the entertainment business .	我認為這開始發生在娛樂中 。
that bill is what we had our eyes set on from day one .	那天我們有眼睛從某一天開始 。
and i was looking at that , trying to figure out what it means .	我看著這一點 , 試著找出它的意思 。
and of course , in wartime , conditions aren't perfect .	當然 , 在戰爭中 , 條件不完美 。
and that worthy ambition became his lodestar .	那個值得成為他最愛的森林 。
if we overshoot , we can pour a little bit back .	如果我們看過 , 我們就能再回來 。
it's a stretch of beach we know so well .	這是我們所知的海灘 。
that because the overdoses are happening so much to the white community .	因為這些選擇在白人社區中發生太多 。
in that process , she found out that first , she was not alone .	在這個過程中 , 她發現 , 她不孤獨 。
the two of these are delivering the best of both worlds .	這兩種是將世界上最好的兩者 。
and so it goes back to the lesson of the jitney .	所以 , 它會回到喜悅的課程 。
i will take those now . thank you all of you that did this .	我現在會帶著這些 。 謝謝你們所有人都這麼做 。
so netra was stuck with 30 paintings of mine .	所以 , 鄰居有30幅畫 。
so we sell the 40pack of condoms , right ?	所以 , 我們賣了四個內容 , 對吧 ?
hawaiians say it's a good night for fishing .	哈威夷說 , 這對漁民來說是件好晚上 。
also , don't delete what you've highlighted .	還有 , 不要把你高速的速度放進去 。
i remember , for some reason , that they were exactly the same height .	我記得 , 有些原因 , 他們是同樣的直覺 。
but when most of us have bits of time , what do we do ?	但當我們大多數人有時間 , 我們該做什麼 ?
it turned out , the light in that room was slightly different .	結果是 , 那個房間裡的光是不同的 。
suddenly , loki didn’t feel so clever .	突然 , 洛杉磯沒有那麼聰明 。
only one problem: you're not talking to the bank .	只有一個問題:你不在談銀行 。
i realize that this picture was taken at a friend's living room .	我意識到這張照片在朋友的房間拍攝 。
let me show you a quick video of what this camera does .	讓我給各位看看這張攝影機的影片 。
fortunately , our queen is well prepared .	幸運的是 , 我們的皇后準備好了 。
voice over: the new playdoh mop top hair shop .	聽起來:新玩樂樂的角色 。
this one disguises itself as floating algae .	這個區塊本身就像在藻類上 。
so our collective curiosity went into overdrive .	所以 , 我們的集體好奇心已經進去了 。
i did that twice , and i went broke .	我做了這次推特 , 我去了布魯克 。
in our process , we basically use it as a glue .	在我們的過程中 , 我們基本使用它 ,
and this didn't exist in codices a and b .	這不存在於同一個和b 。
but in the last few decades that has totally changed .	但在過去的幾十年裡 , 必須完全改變 。
so it was about what i was supposed to be doing .	所以 , 我應該做的事 。
if he slept one hour , 30 people would die .	如果他睡了一小時 , 30個人就會死 。
i've seen all of this . these are excuses .	我看到這一切 。 這些都是極端的 。
and watch the change as it goes into this long dry season .	看看這條長季節的改變 。
he was simply the instrument of god's will .	他只是上帝的基礎 。
that's a really big bet . why did they do that ?	這真的很大 。 為什麼他們這麼做 ?
they're all together there . they are immobile .	他們一起一起 。 他們都是記憶 。
and that takes me to my final part , part three .	這帶我到最後的最後一部分 , 三個 。
so they introduced me to five families .	所以他們鼓勵我到五個家庭 。
but unfortunately , we need this system in part .	但不幸的是 , 我們需要這個系統 。
all the processing to do that was actually done on the device itself .	所有處理的過程都是在裝置上做的事 。
just kidding , warming up king of hearts .	小時候 , 心臟爆發了 。
perhaps you can guess what the word underneath was .	也許你能猜下一句話 。
a very famous chinese saying , she said .	一位很有名的中國人說 , 她說 。
it's such a delight to have you on the stage .	這是個很小的點子 , 在舞台上 。
on the right is a robot that we put in some pond water .	右邊是一個機器人 。
then , i got permission for college .	然後 , 我對大學的承諾感到感興趣 。
today we treat high blood pressure mostly with pills .	今日我們對抗高血壓 , 大部分的血壓 。
animals might love to play , but they don't love to watch .	動物可能會喜歡玩樂 , 但他們不喜歡看著 。
people like the persecuted palestinians .	人們喜歡感知森林 。
" libation , north carolina , 1999 .	「 自由 , 199年 , 1999年 。
so , he pulled me up , and i was fine .	所以 , 他讓我起床 , 我很幸運 。
yeah , that's a terrifying result .	是的 , 這是個很糟糕的結果 。
this woman told me it was in the nick of time .	這位女士告訴我 , 在時間內 。
there are not that many things on earth that are " almost everything . "	地球上有許多東西 , 幾乎是 「 一切 」 。
but the result is a new culture with less hierarchy .	但結果是較低的文化 。
i cannot will myself to be passionate at 71 .	我無法在71年內在熱情 。
they shouldn't be there . and we called it lost city .	他們不應該在那裡 。 我們稱之為它失去城市 。
it doesn't matter how you are or what the day is like .	不論你是如何或什麼樣的 。
the country the home of biological . and putting them together .	生物家的家鄉 , 把它們結合在一起 。
and within two days the bridge was closed to the public .	在兩天內 , 橋樑接近公共 。
brain magic . what's brain magic all about ?	大腦魔術是什麼 ?
and this is exactly why failed states are so dangerous .	這就是為什麼失敗的國家非常危險 。
it was 443 feet above the earth .	它是43英尺 。
and this is an experiment that may test for them in our lifetime .	這是一個實驗 , 可以在我們的人生中測試 。
listen , this isn't your grandpa's weed .	聽起來 , 這不是你的祖父 。
hold down the shift key to scroll back up again .	把鑰匙放回後 , 把鑰匙轉換回來 。
so how do we do science in complex systems like forests ?	所以 , 我們如何在複雜系統中做科學呢 ?
well , you can still sell novels without books .	嗯 , 你還可以搜尋任何書 。
sometimes , extraordinary change could happen in just hours .	有時候 , 極端的改變會發生 。
and what happened then was peter explained to the leaders .	然後 , 彼得解釋了領導者 。
rl: i think terrorism is still number one .	理:我認為恐怖主義仍然是數字 。
and as you can see , there's a large sex difference .	你可以看到 , 有個大性別差異 。
at this time , fleming is away on vacation .	在這個時候 , 飛機已經消失了 。
everybody is thrown off . you go in for the kill .	大家都被丟掉 , 你去殺死 。
now , you must write a sequel , and this is what will happen . . . "	現在 , 你必須寫一句話 , 這會發生 。 」
and now , if it's electric , they can't even hear it .	現在 , 如果它是電池 , 它們甚至無法聽到它 。
the line between conservation and domestication is blurred .	保守和警察之間的線線是被消失的 。
he works in the country where he comes from , burkina faso .	他在這個國家工作 , 他來自英國 , 巴基斯坦 。
i don't want to make beautiful stuff ; i want to make the world a better place .	我不想讓美麗的東西 , 我想要讓世界更好的地方 。
and it's constructed for change . it's all about change .	改變是改變的 。 這一切都是改變的 。
mathematics is so much more than just a subject you study at school .	數學比學校還要多 。
so i knew that had to be solved , and had to be automatic .	我知道這必須解決 , 而且必須成為自閉症 。
special olympics also addresses critical health needs .	特別的催產也加入關鍵健康需求 。
if everyone in this room got involved , who knows what we could do ?	如果每個人都參與這個房間 , 誰知道我們能做什麼 ?
and this survey is even larger than what i've shown here .	這場旅程甚至比我展示的還要大 。
